match_id,match_round,league_id,league_name,league_round_name,parent_league_id,parent_league_season,match_time_utc,home_team_id,home_team,home_team_color,away_team_id,away_team,away_team_color,id,event_type,team_id,player_id,player_name,x,y,min,min_added,is_blocked,is_on_target,goal_crossed_y,expected_goals,expected_goals_on_target,shot_type,situation,period,is_own_goal,on_goal_shot_x,on_goal_shot_y,on_goal_shot_zoom_ratio,first_name,last_name,team_color,short_name,blocked_x,blocked_y,goal_crossed_z
3425335,final,868362,Champions League Qualification,Champions League Qualification Final,42,2023,"Tue, Sep 29, 2020, 19:00 UTC",8688,Dynamo Kyiv,#2868A8,9991,Gent,#004898,2217273407,Miss,8688,629559,Mykola Shaparenko,93.69999694824219,56.455735591260854,3,,FALSE,FALSE,38.452380954,0.051,,RightFoot,FreeKick,FirstHalf,FALSE,0.1941379372628873,0.6772486772486772,0.6841639627466359,Mykola,Shaparenko,#2868A8,,,,
3425335,final,868362,Champions League Qualification,Champions League Qualification Final,42,2023,"Tue, Sep 29, 2020, 19:00 UTC",8688,Dynamo Kyiv,#2868A8,9991,Gent,#004898,2217275913,Goal,8688,459602,Vitaly Buyalsky,101.49138220450827,30.256,9,,FALSE,TRUE,34.4575,0.63,0.7781,RightFoot,RegularPlay,FirstHalf,FALSE,0.8789682539682532,0.06455026423280423,1,Vitaly,Buyalsky,#2868A8,,,,
3425335,final,868362,Champions League Qualification,Champions League Qualification Final,42,2023,"Tue, Sep 29, 2020, 19:00 UTC",8688,Dynamo Kyiv,#2868A8,9991,Gent,#004898,2217277979,AttemptSaved,8688,629559,Mykola Shaparenko,76.40339634153443,45.19184606051287,14,,TRUE,TRUE,35.143750000000004,0.026,,RightFoot,RegularPlay,FirstHalf,FALSE,0.6974206349206338,0.32275132116402117,1,Mykola,Shaparenko,#2868A8,,,,
3425335,final,868362,Champions League Qualification,Champions League Qualification Final,42,2023,"Tue, Sep 29, 2020, 19:00 UTC",8688,Dynamo Kyiv,#2868A8,9991,Gent,#004898,2217279165,Post,8688,629559,Mykola Shaparenko,80.34514391353443,32.62750058174133,17,,FALSE,TRUE,37.744,0.0329,,RightFoot,RegularPlay,FirstHalf,FALSE,0.009523809523809601,0.24800890994708993,1,Mykola,Shaparenko,#2868A8,,,,
3425335,final,868362,Champions League Qualification,Champions League Qualification Final,42,2023,"Tue, Sep 29, 2020, 19:00 UTC",8688,Dynamo Kyiv,#2868A8,9991,Gent,#004898,2217279191,Miss,8688,510843,Alexander Karavaev,93.0999984741211,44.7714649638,17,,FALSE,FALSE,28.959285713000003,0.0593,,RightFoot,RegularPlay,FirstHalf,FALSE,1.707087215859203,0.6772486772486772,0.5302402643293849,Alexander,Karavaev,#2868A8,,,,
3425335,final,868362,Champions League Qualification,Champions League Qualification Final,42,2023,"Tue, Sep 29, 2020, 19:00 UTC",8688,Dynamo Kyiv,#2868A8,9991,Gent,#004898,2217280063,AttemptSaved,9991,176910,Igor Plastun,90.5,26.227500441074373,19,,FALSE,TRUE,34.838750000000005,0.0443,0.0378,RightFoot,SetPiece,FirstHalf,FALSE,0.7781084656084645,0.16137566058201058,1,Igor,Plastun,#004898,,,,
3425335,final,868362,Champions League Qualification,Champions League Qualification Final,42,2023,"Tue, Sep 29, 2020, 19:00 UTC",8688,Dynamo Kyiv,#2868A8,9991,Gent,#004898,2217281289,AttemptSaved,9991,949859,Osman Bukari,97.3771929818,27.950714285,21,,FALSE,TRUE,32.70374999999999,0.4111,0.5822,RightFoot,RegularPlay,FirstHalf,FALSE,1.3429232804232825,0.010192146984126984,1,Osman,Bukari,#004898,,,,
3425335,final,868362,Champions League Qualification,Champions League Qualification Final,42,2023,"Tue, Sep 29, 2020, 19:00 UTC",8688,Dynamo Kyiv,#2868A8,9991,Gent,#004898,2217284619,AttemptSaved,9991,926409,Anderson Niangbo,87.53382189112412,31.40749883651733,28,,TRUE,TRUE,34.7625,0.047,,RightFoot,RegularPlay,FirstHalf,FALSE,0.7982804232804226,0.32275132116402117,1,Anderson,Niangbo,#004898,,,,
3425335,final,868362,Champions League Qualification,Champions League Qualification Final,42,2023,"Tue, Sep 29, 2020, 19:00 UTC",8688,Dynamo Kyiv,#2868A8,9991,Gent,#004898,2217285321,AttemptSaved,8688,629559,Mykola Shaparenko,77.19175101133112,24.769936845343565,29,,TRUE,TRUE,33.161249999999995,0.0534,,RightFoot,FreeKick,FirstHalf,FALSE,1.2218915343915355,0.32275132116402117,1,Mykola,Shaparenko,#2868A8,,,,
3425335,final,868362,Champions League Qualification,Champions League Qualification Final,42,2023,"Tue, Sep 29, 2020, 19:00 UTC",8688,Dynamo Kyiv,#2868A8,9991,Gent,#004898,2217285899,Miss,8688,255013,Serhiy Sydorchuk,90.80000305175781,45.8224203783,30,,FALSE,FALSE,38.620476192,0.0509,,LeftFoot,RegularPlay,FirstHalf,FALSE,0.21305690288579437,0.6772486772486772,0.6437961767321879,Serhiy,Sydorchuk,#2868A8,,,,
