"Player","Born","Url","player_dob","player_url","player_position"
"Adam O'Reilly","2001","https://fbref.com/en/players/bf6508d3/Adam-OReilly",2001-05-11,"https://www.transfermarkt.com/adam-oreilly/profil/spieler/552652","Central Midfield"
"Adam Parkes","1999","https://fbref.com/en/players/a13fb8b8/Adam-Parkes",1999-11-30,"https://www.transfermarkt.com/adam-parkes/profil/spieler/412596","Goalkeeper"
"Adam Phillips","1998","https://fbref.com/en/players/34faec43/Adam-Phillips",1998-01-15,"https://www.transfermarkt.com/adam-phillips/profil/spieler/314381","Central Midfield"
"Adam Porter","2002","https://fbref.com/en/players/797657b3/Adam-Porter",2002-04-08,"https://www.transfermarkt.com/adam-porter/profil/spieler/547537","Central Midfield"
"Adam Reach","1993","https://fbref.com/en/players/33a2d4dc/Adam-Reach",1993-02-03,"https://www.transfermarkt.com/adam-reach/profil/spieler/163530","Left Midfield"
"Adam Thompson","1992","https://fbref.com/en/players/7fd1c3e7/Adam-Thompson",1992-09-28,"https://www.transfermarkt.com/adam-thompson/profil/spieler/160163","Centre-Back"
"Adam Wharton","2004","https://fbref.com/en/players/4b542852/Adam-Wharton",2004-06-02,"https://www.transfermarkt.com/adam-wharton/profil/spieler/744149","Central Midfield"
"Adebayo Akinfenwa","1982","https://fbref.com/en/players/dcb17ca5/Adebayo-Akinfenwa",1982-05-10,"https://www.transfermarkt.com/adebayo-akinfenwa/profil/spieler/32798","Centre-Forward"
"Adélcio Varela","1996","https://fbref.com/en/players/9741b387/Adelcio-Varela",1996-04-22,"https://www.transfermarkt.com/adelcio-varela/profil/spieler/385255","Left-Back"
"Aden Flint","1989","https://fbref.com/en/players/952672e1/Aden-Flint",1989-07-11,"https://www.transfermarkt.com/aden-flint/profil/spieler/105324","Centre-Back"
"Adil Auassar","1986","https://fbref.com/en/players/ddb76359/Adil-Auassar",1986-10-06,"https://www.transfermarkt.com/adil-auassar/profil/spieler/56381","Centre-Back"
"Adílio Santos","1993","https://fbref.com/en/players/6ba91b57/Adilio-Santos",1993-07-05,"https://www.transfermarkt.com/adilio-santos/profil/spieler/455945","Left Winger"
"Admiral Muskwe","1998","https://fbref.com/en/players/ee2b9a18/Admiral-Muskwe",1998-08-21,"https://www.transfermarkt.com/admiral-muskwe/profil/spieler/314378","Centre-Forward"
"Adnan Ugur","2001","https://fbref.com/en/players/f6110f10/Adnan-Ugur",2001-06-28,"https://www.transfermarkt.com/adnan-ugur/profil/spieler/409515","Central Midfield"
"Adolfo Hernández","1997","https://fbref.com/en/players/a81bb5ec/Adolfo-Hernandez",1997-09-28,"https://www.transfermarkt.com/adolfo-hernandez/profil/spieler/599314","Centre-Forward"
"Adrián Aldrete","1988","https://fbref.com/en/players/cd5453d5/Adrian-Aldrete",1988-06-14,"https://www.transfermarkt.com/adrian-aldrete/profil/spieler/54817","Left-Back"
"Adrián Dalmau","1994","https://fbref.com/en/players/7330f886/Adrian-Dalmau",1994-03-23,"https://www.transfermarkt.com/adrian-dalmau/profil/spieler/288228","Centre-Forward"
"Adrián Garza","2000","https://fbref.com/en/players/4d7ac982/Adrian-Garza",2000-09-11,"https://www.transfermarkt.com/adrian-garza/profil/spieler/846360","Attack"
"Adrián Lozano","1999","https://fbref.com/en/players/fe02f8e4/Adrian-Lozano",1999-05-08,"https://www.transfermarkt.com/adrian-lozano/profil/spieler/370862","Attacking Midfield"
"Adrián Luna","1992","https://fbref.com/en/players/0c2a2a73/Adrian-Luna",1992-04-12,"https://www.transfermarkt.com/adrian-luna/profil/spieler/131113","Attacking Midfield"
"Adrián Martínez","1992","https://fbref.com/en/players/6c513f98/Adrian-Martinez",1992-07-07,"https://www.transfermarkt.com/adrian-martinez/profil/spieler/598769","Centre-Forward"
"Adrián Mora","1997","https://fbref.com/en/players/fc9d3b30/Adrian-Mora",1997-08-15,"https://www.transfermarkt.com/adrian-mora/profil/spieler/614303","Centre-Back"
"Adrian Popa","1988","https://fbref.com/en/players/c74fc4d6/Adrian-Popa",1988-07-24,"https://www.transfermarkt.com/adrian-popa/profil/spieler/104062","Right Winger"
"Adrián Vázquez","2000","https://fbref.com/en/players/5d5c3af9/Adrian-Vazquez",2000-01-09,"https://www.transfermarkt.com/adrian-vazquez/profil/spieler/371186","Right-Back"
"Adriano","1999","https://fbref.com/en/players/81053aea/Adriano",1999-08-22,"https://www.transfermarkt.com/adriano/profil/spieler/739394","Defensive Midfield"
"Adriano","1984","https://fbref.com/en/players/9d8586c4/Adriano",1984-10-26,"https://www.transfermarkt.com/adriano/profil/spieler/34495","Left-Back"
"Adriano Castanheira","1993","https://fbref.com/en/players/e84057ed/Adriano-Castanheira",1993-04-07,"https://www.transfermarkt.com/adriano-castanheira/profil/spieler/243779","Left Winger"
"Adriel","2001","https://fbref.com/en/players/11ad100a/Adriel",2001-01-14,"https://www.transfermarkt.com/adriel/profil/spieler/808445","Goalkeeper"
"Adryelson","1998","https://fbref.com/en/players/e980e78d/Adryelson",1998-03-23,"https://www.transfermarkt.com/adryelson/profil/spieler/373433","Centre-Back"
"Adson","2000","https://fbref.com/en/players/eda38706/Adson",2000-10-06,"https://www.transfermarkt.com/adson/profil/spieler/868891","Right Winger"
"Afonso Brito","1999","https://fbref.com/en/players/2c54ba96/Afonso-Brito",1999-05-05,"https://www.transfermarkt.com/afonso-brito/profil/spieler/485392","Defensive Midfield"
"Afonso Sousa","2000","https://fbref.com/en/players/f3f47ebd/Afonso-Sousa",2000-05-03,"https://www.transfermarkt.com/afonso-sousa/profil/spieler/375378","Attacking Midfield"
"Afonso Taira","1992","https://fbref.com/en/players/d5696a58/Afonso-Taira",1992-06-17,"https://www.transfermarkt.com/afonso-taira/profil/spieler/118317","Defensive Midfield"
"Agil Etemadi","1987","https://fbref.com/en/players/1dddcbc3/Agil-Etemadi",1987-04-23,"https://www.transfermarkt.com/agil-etemadi/profil/spieler/55756","Goalkeeper"
"Agim Zeka","1998","https://fbref.com/en/players/45ed0643/Agim-Zeka",1998-09-06,"https://www.transfermarkt.com/agim-zeka/profil/spieler/342824","Right Winger"
"Agus Medina","1994","https://fbref.com/en/players/c70d9fb2/Agus-Medina",1994-09-08,"https://www.transfermarkt.com/agus-medina/profil/spieler/336051","Central Midfield"
