date,ccode,id,primary_id,name,match_id,match_league_id,match_time,home_id,home_score,home_name,home_long_name,home_pen_score,away_id,away_score,away_name,away_long_name,away_pen_score,match_eliminated_team_id,match_status_id,match_tournament_stage,match_status_finished,match_status_started,match_status_cancelled,match_status_score_str,match_status_start_date_str,match_status_start_date_str_short,short,long,match_status_start_time_str,match_status_aggregated_str,match_status_awarded,match_time_ts,match_tv,internal_rank,live_rank,simple_league,parent_league_id,is_group,group_name,parent_league_name
2017-08-11,FRA,53,53,Ligue 1,2525104,53,11.08.2017 19:00,9831,1,Nice,Nice,,10242,2,Troyes,Troyes,,,6,2,TRUE,TRUE,FALSE,1 - 2,"Aug 11, 2017",11. Aug.,FT,Full-Time,,,,1502452800000,,10,100,FALSE,,,,
2017-08-11,FRA,53,53,Ligue 1,2525105,53,11.08.2017 20:45,9851,1,Rennes,Rennes,,9748,2,Lyon,Lyon,,,6,2,TRUE,TRUE,FALSE,1 - 2,"Aug 11, 2017",11. Aug.,FT,Full-Time,,,,1502459100000,,10,100,FALSE,,,,
2017-08-12,FRA,53,53,Ligue 1,2525103,53,12.08.2017 17:00,9830,0,Nantes,Nantes,,8592,1,Marseille,Marseille,,,6,2,TRUE,TRUE,FALSE,0 - 1,"Aug 12, 2017",12. Aug.,FT,Full-Time,,,,1502532000000,,10,100,FALSE,,,,
2017-08-12,FRA,53,53,Ligue 1,2525098,53,12.08.2017 20:00,8587,0,Amiens,Amiens,,8121,2,Angers,Angers,,,6,2,TRUE,TRUE,FALSE,0 - 2,"Aug 12, 2017",12. Aug.,FT,Full-Time,,,,1502542800000,,10,100,FALSE,,,,
2017-08-12,FRA,53,53,Ligue 1,2525099,53,12.08.2017 20:00,9827,2,Bordeaux,Bordeaux,,8550,0,Metz,Metz,,,6,2,TRUE,TRUE,FALSE,2 - 0,"Aug 12, 2017",12. Aug.,FT,Full-Time,,,,1502542800000,,10,100,FALSE,,,,
2017-08-12,FRA,53,53,Ligue 1,2525100,53,12.08.2017 20:00,7819,0,Caen,Caen,,9853,1,Saint-Etienne,Saint-Etienne,,,6,2,TRUE,TRUE,FALSE,0 - 1,"Aug 12, 2017",12. Aug.,FT,Full-Time,,,,1502542800000,,10,100,FALSE,,,,
2017-08-12,FRA,53,53,Ligue 1,2525107,53,12.08.2017 20:00,9941,1,Toulouse,Toulouse,,10249,0,Montpellier,Montpellier,,,6,2,TRUE,TRUE,FALSE,1 - 0,"Aug 12, 2017",12. Aug.,FT,Full-Time,,,,1502542800000,,10,100,FALSE,,,,
2017-08-13,FRA,53,53,Ligue 1,2525106,53,13.08.2017 15:00,9848,3,Strasbourg,Strasbourg,,8639,0,Lille,Lille,,,6,2,TRUE,TRUE,FALSE,3 - 0,"Aug 13, 2017",13. Aug.,FT,Full-Time,,,,1502611200000,,10,100,FALSE,,,,
2017-08-13,FRA,53,53,Ligue 1,2525101,53,13.08.2017 17:00,9836,1,Dijon,Dijon,,9829,4,Monaco,Monaco,,,6,2,TRUE,TRUE,FALSE,1 - 4,"Aug 13, 2017",13. Aug.,FT,Full-Time,,,,1502618400000,,10,100,FALSE,,,,
2017-08-13,FRA,53,53,Ligue 1,2525102,53,13.08.2017 21:00,9747,0,Guingamp,Guingamp,,9847,3,PSG,Paris Saint Germain,,,6,2,TRUE,TRUE,FALSE,0 - 3,"Aug 13, 2017",13. Aug.,FT,Full-Time,,,,1502632800000,,10,100,FALSE,,,,
2017-08-18,FRA,53,53,Ligue 1,2525111,53,18.08.2017 20:45,8550,0,Metz,Metz,,9829,1,Monaco,Monaco,,,6,3,TRUE,TRUE,FALSE,0 - 1,"Aug 18, 2017",18. Aug.,FT,Full-Time,,,,1503063900000,,10,100,FALSE,,,,
2017-08-19,FRA,53,53,Ligue 1,2525109,53,19.08.2017 17:00,9748,3,Lyon,Lyon,,9827,3,Bordeaux,Bordeaux,,,6,3,TRUE,TRUE,FALSE,3 - 3,"Aug 19, 2017",19. Aug.,FT,Full-Time,,,,1503136800000,,10,100,FALSE,,,,
2017-08-19,FRA,53,53,Ligue 1,2525112,53,19.08.2017 20:00,10249,1,Montpellier,Montpellier,,9848,1,Strasbourg,Strasbourg,,,6,3,TRUE,TRUE,FALSE,1 - 1,"Aug 19, 2017",19. Aug.,FT,Full-Time,,,,1503147600000,,10,100,FALSE,,,,
2017-08-19,FRA,53,53,Ligue 1,2525113,53,19.08.2017 20:00,9831,2,Nice,Nice,,9747,0,Guingamp,Guingamp,,,6,3,TRUE,TRUE,FALSE,2 - 0,"Aug 19, 2017",19. Aug.,FT,Full-Time,,,,1503147600000,,10,100,FALSE,,,,
