"competition_type","competition_name","country","gender","governing_body","first_season","last_season","tier","comp_url","seasons","season_end_year","seasons_urls","fixtures_url","is_completed","filter_out"
"Domestic Leagues - 1st Tier","J1 League","JPN","M",NA,"2014","2023","1st","https://fbref.com/en/comps/25/history/J1-League-Seasons","2014","2014","https://fbref.com/en/comps/25/2014/2014-J1-League-Stats","https://fbref.com/en/comps/25/2014/schedule/2014-J1-League-Scores-and-Fixtures","TRUE","N"
"Domestic Leagues - 1st Tier","Women Empowerment League","JPN","F",NA,"2021-2022","2022-2023","1st","https://fbref.com/en/comps/893/history/WE-League-Seasons","2022-2023","2023","https://fbref.com/en/comps/893/WE-League-Stats","https://fbref.com/en/comps/893/schedule/WE-League-Scores-and-Fixtures","TRUE","N"
"Domestic Leagues - 1st Tier","Women Empowerment League","JPN","F",NA,"2021-2022","2022-2023","1st","https://fbref.com/en/comps/893/history/WE-League-Seasons","2021-2022","2022","https://fbref.com/en/comps/893/2021-2022/2021-2022-WE-League-Stats","https://fbref.com/en/comps/893/2021-2022/schedule/2021-2022-WE-League-Scores-and-Fixtures","TRUE","N"
"Domestic Leagues - 1st Tier","K League 1","KOR","M",NA,"2014","2023","1st","https://fbref.com/en/comps/55/history/K-League-1-Seasons","2023","2023","https://fbref.com/en/comps/55/K-League-1-Stats","https://fbref.com/en/comps/55/schedule/K-League-1-Scores-and-Fixtures","FALSE","N"
"Domestic Leagues - 1st Tier","K League 1","KOR","M",NA,"2014","2023","1st","https://fbref.com/en/comps/55/history/K-League-1-Seasons","2022","2022","https://fbref.com/en/comps/55/2022/2022-K-League-1-Stats","https://fbref.com/en/comps/55/2022/schedule/2022-K-League-1-Scores-and-Fixtures","TRUE","N"
"Domestic Leagues - 1st Tier","K League 1","KOR","M",NA,"2014","2023","1st","https://fbref.com/en/comps/55/history/K-League-1-Seasons","2021","2021","https://fbref.com/en/comps/55/2021/2021-K-League-1-Stats","https://fbref.com/en/comps/55/2021/schedule/2021-K-League-1-Scores-and-Fixtures","TRUE","N"
"Domestic Leagues - 1st Tier","K League 1","KOR","M",NA,"2014","2023","1st","https://fbref.com/en/comps/55/history/K-League-1-Seasons","2020","2020","https://fbref.com/en/comps/55/2020/2020-K-League-1-Stats","https://fbref.com/en/comps/55/2020/schedule/2020-K-League-1-Scores-and-Fixtures","TRUE","N"
"Domestic Leagues - 1st Tier","K League 1","KOR","M",NA,"2014","2023","1st","https://fbref.com/en/comps/55/history/K-League-1-Seasons","2019","2019","https://fbref.com/en/comps/55/2019/2019-K-League-1-Stats","https://fbref.com/en/comps/55/2019/schedule/2019-K-League-1-Scores-and-Fixtures","TRUE","N"
"Domestic Leagues - 1st Tier","K League 1","KOR","M",NA,"2014","2023","1st","https://fbref.com/en/comps/55/history/K-League-1-Seasons","2018","2018","https://fbref.com/en/comps/55/2018/2018-K-League-1-Stats","https://fbref.com/en/comps/55/2018/schedule/2018-K-League-1-Scores-and-Fixtures","TRUE","N"
"Domestic Leagues - 1st Tier","K League 1","KOR","M",NA,"2014","2023","1st","https://fbref.com/en/comps/55/history/K-League-1-Seasons","2017","2017","https://fbref.com/en/comps/55/2017/2017-K-League-1-Stats","https://fbref.com/en/comps/55/2017/schedule/2017-K-League-1-Scores-and-Fixtures","TRUE","N"
"Domestic Leagues - 1st Tier","K League 1","KOR","M",NA,"2014","2023","1st","https://fbref.com/en/comps/55/history/K-League-1-Seasons","2016","2016","https://fbref.com/en/comps/55/2016/2016-K-League-1-Stats","https://fbref.com/en/comps/55/2016/schedule/2016-K-League-1-Scores-and-Fixtures","TRUE","N"
"Domestic Leagues - 1st Tier","K League 1","KOR","M",NA,"2014","2023","1st","https://fbref.com/en/comps/55/history/K-League-1-Seasons","2015","2015","https://fbref.com/en/comps/55/2015/2015-K-League-1-Stats","https://fbref.com/en/comps/55/2015/schedule/2015-K-League-1-Scores-and-Fixtures","TRUE","N"
"Domestic Leagues - 1st Tier","K League 1","KOR","M",NA,"2014","2023","1st","https://fbref.com/en/comps/55/history/K-League-1-Seasons","2014","2014","https://fbref.com/en/comps/55/2014/2014-K-League-1-Stats","https://fbref.com/en/comps/55/2014/schedule/2014-K-League-1-Scores-and-Fixtures","TRUE","N"
"Domestic Leagues - 1st Tier","Saudi Professional League","KSA","M",NA,"2014-2015","2022-2023","1st","https://fbref.com/en/comps/70/history/Saudi-Professional-League-Seasons","2022-2023","2023","https://fbref.com/en/comps/70/Saudi-Professional-League-Stats","https://fbref.com/en/comps/70/schedule/Saudi-Professional-League-Scores-and-Fixtures","TRUE","N"
"Domestic Leagues - 1st Tier","Saudi Professional League","KSA","M",NA,"2014-2015","2022-2023","1st","https://fbref.com/en/comps/70/history/Saudi-Professional-League-Seasons","2021-2022","2022","https://fbref.com/en/comps/70/2021-2022/2021-2022-Saudi-Professional-League-Stats","https://fbref.com/en/comps/70/2021-2022/schedule/2021-2022-Saudi-Professional-League-Scores-and-Fixtures","TRUE","N"
"Domestic Leagues - 1st Tier","Saudi Professional League","KSA","M",NA,"2014-2015","2022-2023","1st","https://fbref.com/en/comps/70/history/Saudi-Professional-League-Seasons","2020-2021","2021","https://fbref.com/en/comps/70/2020-2021/2020-2021-Saudi-Professional-League-Stats","https://fbref.com/en/comps/70/2020-2021/schedule/2020-2021-Saudi-Professional-League-Scores-and-Fixtures","TRUE","N"
"Domestic Leagues - 1st Tier","Saudi Professional League","KSA","M",NA,"2014-2015","2022-2023","1st","https://fbref.com/en/comps/70/history/Saudi-Professional-League-Seasons","2019-2020","2020","https://fbref.com/en/comps/70/2019-2020/2019-2020-Saudi-Professional-League-Stats","https://fbref.com/en/comps/70/2019-2020/schedule/2019-2020-Saudi-Professional-League-Scores-and-Fixtures","TRUE","N"
"Domestic Leagues - 1st Tier","Saudi Professional League","KSA","M",NA,"2014-2015","2022-2023","1st","https://fbref.com/en/comps/70/history/Saudi-Professional-League-Seasons","2018-2019","2019","https://fbref.com/en/comps/70/2018-2019/2018-2019-Saudi-Professional-League-Stats","https://fbref.com/en/comps/70/2018-2019/schedule/2018-2019-Saudi-Professional-League-Scores-and-Fixtures","TRUE","N"
"Domestic Leagues - 1st Tier","Saudi Professional League","KSA","M",NA,"2014-2015","2022-2023","1st","https://fbref.com/en/comps/70/history/Saudi-Professional-League-Seasons","2017-2018","2018","https://fbref.com/en/comps/70/2017-2018/2017-2018-Saudi-Professional-League-Stats","https://fbref.com/en/comps/70/2017-2018/schedule/2017-2018-Saudi-Professional-League-Scores-and-Fixtures","TRUE","N"
"Domestic Leagues - 1st Tier","Saudi Professional League","KSA","M",NA,"2014-2015","2022-2023","1st","https://fbref.com/en/comps/70/history/Saudi-Professional-League-Seasons","2016-2017","2017","https://fbref.com/en/comps/70/2016-2017/2016-2017-Saudi-Professional-League-Stats","https://fbref.com/en/comps/70/2016-2017/schedule/2016-2017-Saudi-Professional-League-Scores-and-Fixtures","TRUE","N"
"Domestic Leagues - 1st Tier","Saudi Professional League","KSA","M",NA,"2014-2015","2022-2023","1st","https://fbref.com/en/comps/70/history/Saudi-Professional-League-Seasons","2015-2016","2016","https://fbref.com/en/comps/70/2015-2016/2015-2016-Saudi-Professional-League-Stats","https://fbref.com/en/comps/70/2015-2016/schedule/2015-2016-Saudi-Professional-League-Scores-and-Fixtures","TRUE","N"
"Domestic Leagues - 1st Tier","Saudi Professional League","KSA","M",NA,"2014-2015","2022-2023","1st","https://fbref.com/en/comps/70/history/Saudi-Professional-League-Seasons","2014-2015","2015","https://fbref.com/en/comps/70/2014-2015/2014-2015-Saudi-Professional-League-Stats","https://fbref.com/en/comps/70/2014-2015/schedule/2014-2015-Saudi-Professional-League-Scores-and-Fixtures","TRUE","N"
"Domestic Leagues - 1st Tier","Liga MX","MEX","M",NA,"2003-2004","2023-2024","1st","https://fbref.com/en/comps/31/history/Liga-MX-Seasons","2023-2024","2024","https://fbref.com/en/comps/31/Liga-MX-Stats","https://fbref.com/en/comps/31/schedule/Liga-MX-Scores-and-Fixtures","FALSE","N"
"Domestic Leagues - 1st Tier","Liga MX","MEX","M",NA,"2003-2004","2023-2024","1st","https://fbref.com/en/comps/31/history/Liga-MX-Seasons","2022-2023","2023","https://fbref.com/en/comps/31/2022-2023/2022-2023-Liga-MX-Stats","https://fbref.com/en/comps/31/2022-2023/schedule/2022-2023-Liga-MX-Scores-and-Fixtures","TRUE","N"
"Domestic Leagues - 1st Tier","Liga MX","MEX","M",NA,"2003-2004","2023-2024","1st","https://fbref.com/en/comps/31/history/Liga-MX-Seasons","2021-2022","2022","https://fbref.com/en/comps/31/2021-2022/2021-2022-Liga-MX-Stats","https://fbref.com/en/comps/31/2021-2022/schedule/2021-2022-Liga-MX-Scores-and-Fixtures","TRUE","N"
"Domestic Leagues - 1st Tier","Liga MX","MEX","M",NA,"2003-2004","2023-2024","1st","https://fbref.com/en/comps/31/history/Liga-MX-Seasons","2020-2021","2021","https://fbref.com/en/comps/31/2020-2021/2020-2021-Liga-MX-Stats","https://fbref.com/en/comps/31/2020-2021/schedule/2020-2021-Liga-MX-Scores-and-Fixtures","TRUE","N"
"Domestic Leagues - 1st Tier","Liga MX","MEX","M",NA,"2003-2004","2023-2024","1st","https://fbref.com/en/comps/31/history/Liga-MX-Seasons","2019-2020","2020","https://fbref.com/en/comps/31/2019-2020/2019-2020-Liga-MX-Stats","https://fbref.com/en/comps/31/2019-2020/schedule/2019-2020-Liga-MX-Scores-and-Fixtures","TRUE","N"
"Domestic Leagues - 1st Tier","Liga MX","MEX","M",NA,"2003-2004","2023-2024","1st","https://fbref.com/en/comps/31/history/Liga-MX-Seasons","2018-2019","2019","https://fbref.com/en/comps/31/2018-2019/2018-2019-Liga-MX-Stats","https://fbref.com/en/comps/31/2018-2019/schedule/2018-2019-Liga-MX-Scores-and-Fixtures","TRUE","N"
"Domestic Leagues - 1st Tier","Liga MX","MEX","M",NA,"2003-2004","2023-2024","1st","https://fbref.com/en/comps/31/history/Liga-MX-Seasons","2017-2018","2018","https://fbref.com/en/comps/31/2017-2018/2017-2018-Liga-MX-Stats","https://fbref.com/en/comps/31/2017-2018/schedule/2017-2018-Liga-MX-Scores-and-Fixtures","TRUE","N"
"Domestic Leagues - 1st Tier","Liga MX","MEX","M",NA,"2003-2004","2023-2024","1st","https://fbref.com/en/comps/31/history/Liga-MX-Seasons","2016-2017","2017","https://fbref.com/en/comps/31/2016-2017/2016-2017-Liga-MX-Stats","https://fbref.com/en/comps/31/2016-2017/schedule/2016-2017-Liga-MX-Scores-and-Fixtures","TRUE","N"
"Domestic Leagues - 1st Tier","Liga MX","MEX","M",NA,"2003-2004","2023-2024","1st","https://fbref.com/en/comps/31/history/Liga-MX-Seasons","2015-2016","2016","https://fbref.com/en/comps/31/2015-2016/2015-2016-Liga-MX-Stats","https://fbref.com/en/comps/31/2015-2016/schedule/2015-2016-Liga-MX-Scores-and-Fixtures","TRUE","N"
"Domestic Leagues - 1st Tier","Liga MX","MEX","M",NA,"2003-2004","2023-2024","1st","https://fbref.com/en/comps/31/history/Liga-MX-Seasons","2014-2015","2015","https://fbref.com/en/comps/31/2014-2015/2014-2015-Liga-MX-Stats","https://fbref.com/en/comps/31/2014-2015/schedule/2014-2015-Liga-MX-Scores-and-Fixtures","TRUE","N"
"Domestic Leagues - 1st Tier","Liga MX","MEX","M",NA,"2003-2004","2023-2024","1st","https://fbref.com/en/comps/31/history/Liga-MX-Seasons","2013-2014","2014","https://fbref.com/en/comps/31/2013-2014/2013-2014-Liga-MX-Stats","https://fbref.com/en/comps/31/2013-2014/schedule/2013-2014-Liga-MX-Scores-and-Fixtures","TRUE","N"
"Domestic Leagues - 1st Tier","Liga MX","MEX","M",NA,"2003-2004","2023-2024","1st","https://fbref.com/en/comps/31/history/Liga-MX-Seasons","2012-2013","2013","https://fbref.com/en/comps/31/2012-2013/2012-2013-Liga-MX-Stats","https://fbref.com/en/comps/31/2012-2013/schedule/2012-2013-Liga-MX-Scores-and-Fixtures","TRUE","N"
"Domestic Leagues - 1st Tier","Liga MX","MEX","M",NA,"2003-2004","2023-2024","1st","https://fbref.com/en/comps/31/history/Liga-MX-Seasons","2011-2012","2012","https://fbref.com/en/comps/31/2011-2012/2011-2012-Liga-MX-Stats","https://fbref.com/en/comps/31/2011-2012/schedule/2011-2012-Liga-MX-Scores-and-Fixtures","TRUE","N"
"Domestic Leagues - 1st Tier","Liga MX","MEX","M",NA,"2003-2004","2023-2024","1st","https://fbref.com/en/comps/31/history/Liga-MX-Seasons","2010-2011","2011","https://fbref.com/en/comps/31/2010-2011/2010-2011-Liga-MX-Stats","https://fbref.com/en/comps/31/2010-2011/schedule/2010-2011-Liga-MX-Scores-and-Fixtures","TRUE","N"
"Domestic Leagues - 1st Tier","Liga MX","MEX","M",NA,"2003-2004","2023-2024","1st","https://fbref.com/en/comps/31/history/Liga-MX-Seasons","2009-2010","2010","https://fbref.com/en/comps/31/2009-2010/2009-2010-Liga-MX-Stats","https://fbref.com/en/comps/31/2009-2010/schedule/2009-2010-Liga-MX-Scores-and-Fixtures","TRUE","N"
"Domestic Leagues - 1st Tier","Liga MX","MEX","M",NA,"2003-2004","2023-2024","1st","https://fbref.com/en/comps/31/history/Liga-MX-Seasons","2008-2009","2009","https://fbref.com/en/comps/31/2008-2009/2008-2009-Liga-MX-Stats","https://fbref.com/en/comps/31/2008-2009/schedule/2008-2009-Liga-MX-Scores-and-Fixtures","TRUE","N"
"Domestic Leagues - 1st Tier","Liga MX","MEX","M",NA,"2003-2004","2023-2024","1st","https://fbref.com/en/comps/31/history/Liga-MX-Seasons","2007-2008","2008","https://fbref.com/en/comps/31/2007-2008/2007-2008-Liga-MX-Stats","https://fbref.com/en/comps/31/2007-2008/schedule/2007-2008-Liga-MX-Scores-and-Fixtures","TRUE","N"
"Domestic Leagues - 1st Tier","Liga MX","MEX","M",NA,"2003-2004","2023-2024","1st","https://fbref.com/en/comps/31/history/Liga-MX-Seasons","2006-2007","2007","https://fbref.com/en/comps/31/2006-2007/2006-2007-Liga-MX-Stats","https://fbref.com/en/comps/31/2006-2007/schedule/2006-2007-Liga-MX-Scores-and-Fixtures","TRUE","N"
"Domestic Leagues - 1st Tier","Liga MX","MEX","M",NA,"2003-2004","2023-2024","1st","https://fbref.com/en/comps/31/history/Liga-MX-Seasons","2005-2006","2006","https://fbref.com/en/comps/31/2005-2006/2005-2006-Liga-MX-Stats","https://fbref.com/en/comps/31/2005-2006/schedule/2005-2006-Liga-MX-Scores-and-Fixtures","TRUE","N"
"Domestic Leagues - 1st Tier","Liga MX","MEX","M",NA,"2003-2004","2023-2024","1st","https://fbref.com/en/comps/31/history/Liga-MX-Seasons","2004-2005","2005","https://fbref.com/en/comps/31/2004-2005/2004-2005-Liga-MX-Stats","https://fbref.com/en/comps/31/2004-2005/schedule/2004-2005-Liga-MX-Scores-and-Fixtures","TRUE","N"
"Domestic Leagues - 1st Tier","Liga MX","MEX","M",NA,"2003-2004","2023-2024","1st","https://fbref.com/en/comps/31/history/Liga-MX-Seasons","2003-2004","2004","https://fbref.com/en/comps/31/2003-2004/2003-2004-Liga-MX-Stats","https://fbref.com/en/comps/31/2003-2004/schedule/2003-2004-Liga-MX-Scores-and-Fixtures","TRUE","N"
"Domestic Leagues - 1st Tier","Eredivisie","NED","M",NA,"2000-2001","2022-2023","1st","https://fbref.com/en/comps/23/history/Eredivisie-Seasons","2022-2023","2023","https://fbref.com/en/comps/23/Eredivisie-Stats","https://fbref.com/en/comps/23/schedule/Eredivisie-Scores-and-Fixtures","FALSE","N"
"Domestic Leagues - 1st Tier","Eredivisie","NED","M",NA,"2000-2001","2022-2023","1st","https://fbref.com/en/comps/23/history/Eredivisie-Seasons","2021-2022","2022","https://fbref.com/en/comps/23/2021-2022/2021-2022-Eredivisie-Stats","https://fbref.com/en/comps/23/2021-2022/schedule/2021-2022-Eredivisie-Scores-and-Fixtures","FALSE","N"
"Domestic Leagues - 1st Tier","Eredivisie","NED","M",NA,"2000-2001","2022-2023","1st","https://fbref.com/en/comps/23/history/Eredivisie-Seasons","2020-2021","2021","https://fbref.com/en/comps/23/2020-2021/2020-2021-Eredivisie-Stats","https://fbref.com/en/comps/23/2020-2021/schedule/2020-2021-Eredivisie-Scores-and-Fixtures","TRUE","N"
"Domestic Leagues - 1st Tier","Eredivisie","NED","M",NA,"2000-2001","2022-2023","1st","https://fbref.com/en/comps/23/history/Eredivisie-Seasons","2019-2020","2020","https://fbref.com/en/comps/23/2019-2020/2019-2020-Eredivisie-Stats","https://fbref.com/en/comps/23/2019-2020/schedule/2019-2020-Eredivisie-Scores-and-Fixtures","FALSE","N"
"Domestic Leagues - 1st Tier","Eredivisie","NED","M",NA,"2000-2001","2022-2023","1st","https://fbref.com/en/comps/23/history/Eredivisie-Seasons","2018-2019","2019","https://fbref.com/en/comps/23/2018-2019/2018-2019-Eredivisie-Stats","https://fbref.com/en/comps/23/2018-2019/schedule/2018-2019-Eredivisie-Scores-and-Fixtures","TRUE","N"
"Domestic Leagues - 1st Tier","Eredivisie","NED","M",NA,"2000-2001","2022-2023","1st","https://fbref.com/en/comps/23/history/Eredivisie-Seasons","2017-2018","2018","https://fbref.com/en/comps/23/2017-2018/2017-2018-Eredivisie-Stats","https://fbref.com/en/comps/23/2017-2018/schedule/2017-2018-Eredivisie-Scores-and-Fixtures","TRUE","N"
"Domestic Leagues - 1st Tier","Eredivisie","NED","M",NA,"2000-2001","2022-2023","1st","https://fbref.com/en/comps/23/history/Eredivisie-Seasons","2016-2017","2017","https://fbref.com/en/comps/23/2016-2017/2016-2017-Eredivisie-Stats","https://fbref.com/en/comps/23/2016-2017/schedule/2016-2017-Eredivisie-Scores-and-Fixtures","TRUE","N"
"Domestic Leagues - 1st Tier","Eredivisie","NED","M",NA,"2000-2001","2022-2023","1st","https://fbref.com/en/comps/23/history/Eredivisie-Seasons","2015-2016","2016","https://fbref.com/en/comps/23/2015-2016/2015-2016-Eredivisie-Stats","https://fbref.com/en/comps/23/2015-2016/schedule/2015-2016-Eredivisie-Scores-and-Fixtures","TRUE","N"
"Domestic Leagues - 1st Tier","Eredivisie","NED","M",NA,"2000-2001","2022-2023","1st","https://fbref.com/en/comps/23/history/Eredivisie-Seasons","2014-2015","2015","https://fbref.com/en/comps/23/2014-2015/2014-2015-Eredivisie-Stats","https://fbref.com/en/comps/23/2014-2015/schedule/2014-2015-Eredivisie-Scores-and-Fixtures","TRUE","N"
"Domestic Leagues - 1st Tier","Eredivisie","NED","M",NA,"2000-2001","2022-2023","1st","https://fbref.com/en/comps/23/history/Eredivisie-Seasons","2013-2014","2014","https://fbref.com/en/comps/23/2013-2014/2013-2014-Eredivisie-Stats","https://fbref.com/en/comps/23/2013-2014/schedule/2013-2014-Eredivisie-Scores-and-Fixtures","TRUE","N"
"Domestic Leagues - 1st Tier","Eredivisie","NED","M",NA,"2000-2001","2022-2023","1st","https://fbref.com/en/comps/23/history/Eredivisie-Seasons","2012-2013","2013","https://fbref.com/en/comps/23/2012-2013/2012-2013-Eredivisie-Stats","https://fbref.com/en/comps/23/2012-2013/schedule/2012-2013-Eredivisie-Scores-and-Fixtures","TRUE","N"
"Domestic Leagues - 1st Tier","Eredivisie","NED","M",NA,"2000-2001","2022-2023","1st","https://fbref.com/en/comps/23/history/Eredivisie-Seasons","2011-2012","2012","https://fbref.com/en/comps/23/2011-2012/2011-2012-Eredivisie-Stats","https://fbref.com/en/comps/23/2011-2012/schedule/2011-2012-Eredivisie-Scores-and-Fixtures","TRUE","N"
"Domestic Leagues - 1st Tier","Eredivisie","NED","M",NA,"2000-2001","2022-2023","1st","https://fbref.com/en/comps/23/history/Eredivisie-Seasons","2010-2011","2011","https://fbref.com/en/comps/23/2010-2011/2010-2011-Eredivisie-Stats","https://fbref.com/en/comps/23/2010-2011/schedule/2010-2011-Eredivisie-Scores-and-Fixtures","TRUE","N"
"Domestic Leagues - 1st Tier","Eredivisie","NED","M",NA,"2000-2001","2022-2023","1st","https://fbref.com/en/comps/23/history/Eredivisie-Seasons","2009-2010","2010","https://fbref.com/en/comps/23/2009-2010/2009-2010-Eredivisie-Stats","https://fbref.com/en/comps/23/2009-2010/schedule/2009-2010-Eredivisie-Scores-and-Fixtures","TRUE","N"
"Domestic Leagues - 1st Tier","Eredivisie","NED","M",NA,"2000-2001","2022-2023","1st","https://fbref.com/en/comps/23/history/Eredivisie-Seasons","2008-2009","2009","https://fbref.com/en/comps/23/2008-2009/2008-2009-Eredivisie-Stats","https://fbref.com/en/comps/23/2008-2009/schedule/2008-2009-Eredivisie-Scores-and-Fixtures","TRUE","N"
"Domestic Leagues - 1st Tier","Eredivisie","NED","M",NA,"2000-2001","2022-2023","1st","https://fbref.com/en/comps/23/history/Eredivisie-Seasons","2007-2008","2008","https://fbref.com/en/comps/23/2007-2008/2007-2008-Eredivisie-Stats","https://fbref.com/en/comps/23/2007-2008/schedule/2007-2008-Eredivisie-Scores-and-Fixtures","TRUE","N"
"Domestic Leagues - 1st Tier","Eredivisie","NED","M",NA,"2000-2001","2022-2023","1st","https://fbref.com/en/comps/23/history/Eredivisie-Seasons","2006-2007","2007","https://fbref.com/en/comps/23/2006-2007/2006-2007-Eredivisie-Stats","https://fbref.com/en/comps/23/2006-2007/schedule/2006-2007-Eredivisie-Scores-and-Fixtures","TRUE","N"
"Domestic Leagues - 1st Tier","Eredivisie","NED","M",NA,"2000-2001","2022-2023","1st","https://fbref.com/en/comps/23/history/Eredivisie-Seasons","2005-2006","2006","https://fbref.com/en/comps/23/2005-2006/2005-2006-Eredivisie-Stats","https://fbref.com/en/comps/23/2005-2006/schedule/2005-2006-Eredivisie-Scores-and-Fixtures","TRUE","N"
"Domestic Leagues - 1st Tier","Eredivisie","NED","M",NA,"2000-2001","2022-2023","1st","https://fbref.com/en/comps/23/history/Eredivisie-Seasons","2004-2005","2005","https://fbref.com/en/comps/23/2004-2005/2004-2005-Eredivisie-Stats","https://fbref.com/en/comps/23/2004-2005/schedule/2004-2005-Eredivisie-Scores-and-Fixtures","TRUE","N"
"Domestic Leagues - 1st Tier","Eredivisie","NED","M",NA,"2000-2001","2022-2023","1st","https://fbref.com/en/comps/23/history/Eredivisie-Seasons","2003-2004","2004","https://fbref.com/en/comps/23/2003-2004/2003-2004-Eredivisie-Stats","https://fbref.com/en/comps/23/2003-2004/schedule/2003-2004-Eredivisie-Scores-and-Fixtures","TRUE","N"
"Domestic Leagues - 1st Tier","Eredivisie","NED","M",NA,"2000-2001","2022-2023","1st","https://fbref.com/en/comps/23/history/Eredivisie-Seasons","2002-2003","2003","https://fbref.com/en/comps/23/2002-2003/2002-2003-Eredivisie-Stats","https://fbref.com/en/comps/23/2002-2003/schedule/2002-2003-Eredivisie-Scores-and-Fixtures","TRUE","N"
"Domestic Leagues - 1st Tier","Eredivisie","NED","M",NA,"2000-2001","2022-2023","1st","https://fbref.com/en/comps/23/history/Eredivisie-Seasons","2001-2002","2002","https://fbref.com/en/comps/23/2001-2002/2001-2002-Eredivisie-Stats","https://fbref.com/en/comps/23/2001-2002/schedule/2001-2002-Eredivisie-Scores-and-Fixtures","TRUE","N"
"Domestic Leagues - 1st Tier","Eredivisie","NED","M",NA,"2000-2001","2022-2023","1st","https://fbref.com/en/comps/23/history/Eredivisie-Seasons","2000-2001","2001","https://fbref.com/en/comps/23/2000-2001/2000-2001-Eredivisie-Stats","https://fbref.com/en/comps/23/2000-2001/schedule/2000-2001-Eredivisie-Scores-and-Fixtures","TRUE","N"
"Domestic Leagues - 1st Tier","Eredivisie Vrouwen","NED","F",NA,"2018-2019","2022-2023","1st","https://fbref.com/en/comps/195/history/Eredivisie-Vrouwen-Seasons","2022-2023","2023","https://fbref.com/en/comps/195/Eredivisie-Vrouwen-Stats","https://fbref.com/en/comps/195/schedule/Eredivisie-Vrouwen-Scores-and-Fixtures","TRUE","N"
"Domestic Leagues - 1st Tier","Eredivisie Vrouwen","NED","F",NA,"2018-2019","2022-2023","1st","https://fbref.com/en/comps/195/history/Eredivisie-Vrouwen-Seasons","2021-2022","2022","https://fbref.com/en/comps/195/2021-2022/2021-2022-Eredivisie-Vrouwen-Stats","https://fbref.com/en/comps/195/2021-2022/schedule/2021-2022-Eredivisie-Vrouwen-Scores-and-Fixtures","TRUE","N"
"Domestic Leagues - 1st Tier","Eredivisie Vrouwen","NED","F",NA,"2018-2019","2022-2023","1st","https://fbref.com/en/comps/195/history/Eredivisie-Vrouwen-Seasons","2020-2021","2021","https://fbref.com/en/comps/195/2020-2021/2020-2021-Eredivisie-Vrouwen-Stats","https://fbref.com/en/comps/195/2020-2021/schedule/2020-2021-Eredivisie-Vrouwen-Scores-and-Fixtures","TRUE","N"
"Domestic Leagues - 1st Tier","Eredivisie Vrouwen","NED","F",NA,"2018-2019","2022-2023","1st","https://fbref.com/en/comps/195/history/Eredivisie-Vrouwen-Seasons","2019-2020","2020","https://fbref.com/en/comps/195/2019-2020/2019-2020-Eredivisie-Vrouwen-Stats","https://fbref.com/en/comps/195/2019-2020/schedule/2019-2020-Eredivisie-Vrouwen-Scores-and-Fixtures","FALSE","N"
"Domestic Leagues - 1st Tier","Eredivisie Vrouwen","NED","F",NA,"2018-2019","2022-2023","1st","https://fbref.com/en/comps/195/history/Eredivisie-Vrouwen-Seasons","2018-2019","2019","https://fbref.com/en/comps/195/2018-2019/2018-2019-Eredivisie-Vrouwen-Stats","https://fbref.com/en/comps/195/2018-2019/schedule/2018-2019-Eredivisie-Vrouwen-Scores-and-Fixtures","TRUE","N"
"Domestic Leagues - 1st Tier","Eliteserien","NOR","M",NA,"2000","2023","1st","https://fbref.com/en/comps/28/history/Eliteserien-Seasons","2023","2023","https://fbref.com/en/comps/28/Eliteserien-Stats","https://fbref.com/en/comps/28/schedule/Eliteserien-Scores-and-Fixtures","FALSE","N"
"Domestic Leagues - 1st Tier","Eliteserien","NOR","M",NA,"2000","2023","1st","https://fbref.com/en/comps/28/history/Eliteserien-Seasons","2022","2022","https://fbref.com/en/comps/28/2022/2022-Eliteserien-Stats","https://fbref.com/en/comps/28/2022/schedule/2022-Eliteserien-Scores-and-Fixtures","TRUE","N"
"Domestic Leagues - 1st Tier","Eliteserien","NOR","M",NA,"2000","2023","1st","https://fbref.com/en/comps/28/history/Eliteserien-Seasons","2021","2021","https://fbref.com/en/comps/28/2021/2021-Eliteserien-Stats","https://fbref.com/en/comps/28/2021/schedule/2021-Eliteserien-Scores-and-Fixtures","TRUE","N"
"Domestic Leagues - 1st Tier","Eliteserien","NOR","M",NA,"2000","2023","1st","https://fbref.com/en/comps/28/history/Eliteserien-Seasons","2020","2020","https://fbref.com/en/comps/28/2020/2020-Eliteserien-Stats","https://fbref.com/en/comps/28/2020/schedule/2020-Eliteserien-Scores-and-Fixtures","TRUE","N"
"Domestic Leagues - 1st Tier","Eliteserien","NOR","M",NA,"2000","2023","1st","https://fbref.com/en/comps/28/history/Eliteserien-Seasons","2019","2019","https://fbref.com/en/comps/28/2019/2019-Eliteserien-Stats","https://fbref.com/en/comps/28/2019/schedule/2019-Eliteserien-Scores-and-Fixtures","TRUE","N"
"Domestic Leagues - 1st Tier","Eliteserien","NOR","M",NA,"2000","2023","1st","https://fbref.com/en/comps/28/history/Eliteserien-Seasons","2018","2018","https://fbref.com/en/comps/28/2018/2018-Eliteserien-Stats","https://fbref.com/en/comps/28/2018/schedule/2018-Eliteserien-Scores-and-Fixtures","TRUE","N"
"Domestic Leagues - 1st Tier","Eliteserien","NOR","M",NA,"2000","2023","1st","https://fbref.com/en/comps/28/history/Eliteserien-Seasons","2017","2017","https://fbref.com/en/comps/28/2017/2017-Eliteserien-Stats","https://fbref.com/en/comps/28/2017/schedule/2017-Eliteserien-Scores-and-Fixtures","TRUE","N"
