"competition_type","competition_name","country","gender","governing_body","first_season","last_season","tier","comp_url","seasons","season_end_year","seasons_urls","fixtures_url","is_completed","filter_out"
"Domestic Leagues - 1st Tier","Chilean Primera División","CHI","M",NA,"2014-2015","2023","1st","https://fbref.com/en/comps/35/history/Primera-Division-Seasons","2015-2016","2016","https://fbref.com/en/comps/35/2015-2016/2015-2016-Primera-Division-Stats","https://fbref.com/en/comps/35/2015-2016/schedule/2015-2016-Primera-Division-Scores-and-Fixtures","TRUE","N"
"Domestic Leagues - 1st Tier","Chilean Primera División","CHI","M",NA,"2014-2015","2023","1st","https://fbref.com/en/comps/35/history/Primera-Division-Seasons","2014-2015","2015","https://fbref.com/en/comps/35/2014-2015/2014-2015-Primera-Division-Stats","https://fbref.com/en/comps/35/2014-2015/schedule/2014-2015-Primera-Division-Scores-and-Fixtures","TRUE","N"
"Domestic Leagues - 1st Tier","Chinese Football Association Super League","CHN","M",NA,"2014","2023","1st","https://fbref.com/en/comps/62/history/Chinese-Super-League-Seasons","2023","2023","https://fbref.com/en/comps/62/Chinese-Super-League-Stats","https://fbref.com/en/comps/62/schedule/Chinese-Super-League-Scores-and-Fixtures","FALSE","N"
"Domestic Leagues - 1st Tier","Chinese Football Association Super League","CHN","M",NA,"2014","2023","1st","https://fbref.com/en/comps/62/history/Chinese-Super-League-Seasons","2022","2022","https://fbref.com/en/comps/62/2022/2022-Chinese-Super-League-Stats","https://fbref.com/en/comps/62/2022/schedule/2022-Chinese-Super-League-Scores-and-Fixtures","TRUE","N"
"Domestic Leagues - 1st Tier","Chinese Football Association Super League","CHN","M",NA,"2014","2023","1st","https://fbref.com/en/comps/62/history/Chinese-Super-League-Seasons","2021","2021","https://fbref.com/en/comps/62/2021/2021-Chinese-Super-League-Stats","https://fbref.com/en/comps/62/2021/schedule/2021-Chinese-Super-League-Scores-and-Fixtures","TRUE","N"
"Domestic Leagues - 1st Tier","Chinese Football Association Super League","CHN","M",NA,"2014","2023","1st","https://fbref.com/en/comps/62/history/Chinese-Super-League-Seasons","2020","2020","https://fbref.com/en/comps/62/2020/2020-Chinese-Super-League-Stats","https://fbref.com/en/comps/62/2020/schedule/2020-Chinese-Super-League-Scores-and-Fixtures","TRUE","N"
"Domestic Leagues - 1st Tier","Chinese Football Association Super League","CHN","M",NA,"2014","2023","1st","https://fbref.com/en/comps/62/history/Chinese-Super-League-Seasons","2019","2019","https://fbref.com/en/comps/62/2019/2019-Chinese-Super-League-Stats","https://fbref.com/en/comps/62/2019/schedule/2019-Chinese-Super-League-Scores-and-Fixtures","TRUE","N"
"Domestic Leagues - 1st Tier","Chinese Football Association Super League","CHN","M",NA,"2014","2023","1st","https://fbref.com/en/comps/62/history/Chinese-Super-League-Seasons","2018","2018","https://fbref.com/en/comps/62/2018/2018-Chinese-Super-League-Stats","https://fbref.com/en/comps/62/2018/schedule/2018-Chinese-Super-League-Scores-and-Fixtures","TRUE","N"
"Domestic Leagues - 1st Tier","Chinese Football Association Super League","CHN","M",NA,"2014","2023","1st","https://fbref.com/en/comps/62/history/Chinese-Super-League-Seasons","2017","2017","https://fbref.com/en/comps/62/2017/2017-Chinese-Super-League-Stats","https://fbref.com/en/comps/62/2017/schedule/2017-Chinese-Super-League-Scores-and-Fixtures","TRUE","N"
"Domestic Leagues - 1st Tier","Chinese Football Association Super League","CHN","M",NA,"2014","2023","1st","https://fbref.com/en/comps/62/history/Chinese-Super-League-Seasons","2016","2016","https://fbref.com/en/comps/62/2016/2016-Chinese-Super-League-Stats","https://fbref.com/en/comps/62/2016/schedule/2016-Chinese-Super-League-Scores-and-Fixtures","TRUE","N"
"Domestic Leagues - 1st Tier","Chinese Football Association Super League","CHN","M",NA,"2014","2023","1st","https://fbref.com/en/comps/62/history/Chinese-Super-League-Seasons","2015","2015","https://fbref.com/en/comps/62/2015/2015-Chinese-Super-League-Stats","https://fbref.com/en/comps/62/2015/schedule/2015-Chinese-Super-League-Scores-and-Fixtures","TRUE","N"
"Domestic Leagues - 1st Tier","Chinese Football Association Super League","CHN","M",NA,"2014","2023","1st","https://fbref.com/en/comps/62/history/Chinese-Super-League-Seasons","2014","2014","https://fbref.com/en/comps/62/2014/2014-Chinese-Super-League-Stats","https://fbref.com/en/comps/62/2014/schedule/2014-Chinese-Super-League-Scores-and-Fixtures","TRUE","N"
"Domestic Leagues - 1st Tier","Categoría Primera A","COL","M",NA,"2014","2023","1st","https://fbref.com/en/comps/41/history/Primera-A-Seasons","2023","2023","https://fbref.com/en/comps/41/Primera-A-Stats","https://fbref.com/en/comps/41/schedule/Primera-A-Scores-and-Fixtures","TRUE","N"
"Domestic Leagues - 1st Tier","Categoría Primera A","COL","M",NA,"2014","2023","1st","https://fbref.com/en/comps/41/history/Primera-A-Seasons","2022","2022","https://fbref.com/en/comps/41/2022/2022-Primera-A-Stats","https://fbref.com/en/comps/41/2022/schedule/2022-Primera-A-Scores-and-Fixtures","TRUE","N"
"Domestic Leagues - 1st Tier","Categoría Primera A","COL","M",NA,"2014","2023","1st","https://fbref.com/en/comps/41/history/Primera-A-Seasons","2021","2021","https://fbref.com/en/comps/41/2021/2021-Primera-A-Stats","https://fbref.com/en/comps/41/2021/schedule/2021-Primera-A-Scores-and-Fixtures","TRUE","N"
"Domestic Leagues - 1st Tier","Categoría Primera A","COL","M",NA,"2014","2023","1st","https://fbref.com/en/comps/41/history/Primera-A-Seasons","2020","2020","https://fbref.com/en/comps/41/2020/2020-Primera-A-Stats","https://fbref.com/en/comps/41/2020/schedule/2020-Primera-A-Scores-and-Fixtures","FALSE","N"
"Domestic Leagues - 1st Tier","Categoría Primera A","COL","M",NA,"2014","2023","1st","https://fbref.com/en/comps/41/history/Primera-A-Seasons","2019","2019","https://fbref.com/en/comps/41/2019/2019-Primera-A-Stats","https://fbref.com/en/comps/41/2019/schedule/2019-Primera-A-Scores-and-Fixtures","TRUE","N"
"Domestic Leagues - 1st Tier","Categoría Primera A","COL","M",NA,"2014","2023","1st","https://fbref.com/en/comps/41/history/Primera-A-Seasons","2018","2018","https://fbref.com/en/comps/41/2018/2018-Primera-A-Stats","https://fbref.com/en/comps/41/2018/schedule/2018-Primera-A-Scores-and-Fixtures","TRUE","N"
"Domestic Leagues - 1st Tier","Categoría Primera A","COL","M",NA,"2014","2023","1st","https://fbref.com/en/comps/41/history/Primera-A-Seasons","2017","2017","https://fbref.com/en/comps/41/2017/2017-Primera-A-Stats","https://fbref.com/en/comps/41/2017/schedule/2017-Primera-A-Scores-and-Fixtures","TRUE","N"
"Domestic Leagues - 1st Tier","Categoría Primera A","COL","M",NA,"2014","2023","1st","https://fbref.com/en/comps/41/history/Primera-A-Seasons","2016","2016","https://fbref.com/en/comps/41/2016/2016-Primera-A-Stats","https://fbref.com/en/comps/41/2016/schedule/2016-Primera-A-Scores-and-Fixtures","TRUE","N"
"Domestic Leagues - 1st Tier","Categoría Primera A","COL","M",NA,"2014","2023","1st","https://fbref.com/en/comps/41/history/Primera-A-Seasons","2015","2015","https://fbref.com/en/comps/41/2015/2015-Primera-A-Stats","https://fbref.com/en/comps/41/2015/schedule/2015-Primera-A-Scores-and-Fixtures","TRUE","N"
"Domestic Leagues - 1st Tier","Categoría Primera A","COL","M",NA,"2014","2023","1st","https://fbref.com/en/comps/41/history/Primera-A-Seasons","2014","2014","https://fbref.com/en/comps/41/2014/2014-Primera-A-Stats","https://fbref.com/en/comps/41/2014/schedule/2014-Primera-A-Scores-and-Fixtures","TRUE","N"
"Domestic Leagues - 1st Tier","Croatian Football League","CRO","M",NA,"2007-2008","2023-2024","1st","https://fbref.com/en/comps/63/history/Hrvatska-NL-Seasons","2023-2024","2024","https://fbref.com/en/comps/63/Hrvatska-NL-Stats","https://fbref.com/en/comps/63/schedule/Hrvatska-NL-Scores-and-Fixtures","FALSE","N"
"Domestic Leagues - 1st Tier","Croatian Football League","CRO","M",NA,"2007-2008","2023-2024","1st","https://fbref.com/en/comps/63/history/Hrvatska-NL-Seasons","2022-2023","2023","https://fbref.com/en/comps/63/2022-2023/2022-2023-Hrvatska-NL-Stats","https://fbref.com/en/comps/63/2022-2023/schedule/2022-2023-Hrvatska-NL-Scores-and-Fixtures","TRUE","N"
"Domestic Leagues - 1st Tier","Croatian Football League","CRO","M",NA,"2007-2008","2023-2024","1st","https://fbref.com/en/comps/63/history/Hrvatska-NL-Seasons","2021-2022","2022","https://fbref.com/en/comps/63/2021-2022/2021-2022-Hrvatska-NL-Stats","https://fbref.com/en/comps/63/2021-2022/schedule/2021-2022-Hrvatska-NL-Scores-and-Fixtures","TRUE","N"
"Domestic Leagues - 1st Tier","Croatian Football League","CRO","M",NA,"2007-2008","2023-2024","1st","https://fbref.com/en/comps/63/history/Hrvatska-NL-Seasons","2020-2021","2021","https://fbref.com/en/comps/63/2020-2021/2020-2021-Hrvatska-NL-Stats","https://fbref.com/en/comps/63/2020-2021/schedule/2020-2021-Hrvatska-NL-Scores-and-Fixtures","TRUE","N"
"Domestic Leagues - 1st Tier","Croatian Football League","CRO","M",NA,"2007-2008","2023-2024","1st","https://fbref.com/en/comps/63/history/Hrvatska-NL-Seasons","2019-2020","2020","https://fbref.com/en/comps/63/2019-2020/2019-2020-Hrvatska-NL-Stats","https://fbref.com/en/comps/63/2019-2020/schedule/2019-2020-Hrvatska-NL-Scores-and-Fixtures","TRUE","N"
"Domestic Leagues - 1st Tier","Croatian Football League","CRO","M",NA,"2007-2008","2023-2024","1st","https://fbref.com/en/comps/63/history/Hrvatska-NL-Seasons","2018-2019","2019","https://fbref.com/en/comps/63/2018-2019/2018-2019-Hrvatska-NL-Stats","https://fbref.com/en/comps/63/2018-2019/schedule/2018-2019-Hrvatska-NL-Scores-and-Fixtures","TRUE","N"
"Domestic Leagues - 1st Tier","Croatian Football League","CRO","M",NA,"2007-2008","2023-2024","1st","https://fbref.com/en/comps/63/history/Hrvatska-NL-Seasons","2017-2018","2018","https://fbref.com/en/comps/63/2017-2018/2017-2018-Hrvatska-NL-Stats","https://fbref.com/en/comps/63/2017-2018/schedule/2017-2018-Hrvatska-NL-Scores-and-Fixtures","TRUE","N"
"Domestic Leagues - 1st Tier","Croatian Football League","CRO","M",NA,"2007-2008","2023-2024","1st","https://fbref.com/en/comps/63/history/Hrvatska-NL-Seasons","2016-2017","2017","https://fbref.com/en/comps/63/2016-2017/2016-2017-Hrvatska-NL-Stats","https://fbref.com/en/comps/63/2016-2017/schedule/2016-2017-Hrvatska-NL-Scores-and-Fixtures","TRUE","N"
"Domestic Leagues - 1st Tier","Croatian Football League","CRO","M",NA,"2007-2008","2023-2024","1st","https://fbref.com/en/comps/63/history/Hrvatska-NL-Seasons","2015-2016","2016","https://fbref.com/en/comps/63/2015-2016/2015-2016-Hrvatska-NL-Stats","https://fbref.com/en/comps/63/2015-2016/schedule/2015-2016-Hrvatska-NL-Scores-and-Fixtures","TRUE","N"
"Domestic Leagues - 1st Tier","Croatian Football League","CRO","M",NA,"2007-2008","2023-2024","1st","https://fbref.com/en/comps/63/history/Hrvatska-NL-Seasons","2014-2015","2015","https://fbref.com/en/comps/63/2014-2015/2014-2015-Hrvatska-NL-Stats","https://fbref.com/en/comps/63/2014-2015/schedule/2014-2015-Hrvatska-NL-Scores-and-Fixtures","TRUE","N"
"Domestic Leagues - 1st Tier","Croatian Football League","CRO","M",NA,"2007-2008","2023-2024","1st","https://fbref.com/en/comps/63/history/Hrvatska-NL-Seasons","2013-2014","2014","https://fbref.com/en/comps/63/2013-2014/2013-2014-Hrvatska-NL-Stats","https://fbref.com/en/comps/63/2013-2014/schedule/2013-2014-Hrvatska-NL-Scores-and-Fixtures","TRUE","N"
"Domestic Leagues - 1st Tier","Croatian Football League","CRO","M",NA,"2007-2008","2023-2024","1st","https://fbref.com/en/comps/63/history/Hrvatska-NL-Seasons","2012-2013","2013","https://fbref.com/en/comps/63/2012-2013/2012-2013-Hrvatska-NL-Stats","https://fbref.com/en/comps/63/2012-2013/schedule/2012-2013-Hrvatska-NL-Scores-and-Fixtures","TRUE","N"
"Domestic Leagues - 1st Tier","Croatian Football League","CRO","M",NA,"2007-2008","2023-2024","1st","https://fbref.com/en/comps/63/history/Hrvatska-NL-Seasons","2011-2012","2012","https://fbref.com/en/comps/63/2011-2012/2011-2012-Hrvatska-NL-Stats","https://fbref.com/en/comps/63/2011-2012/schedule/2011-2012-Hrvatska-NL-Scores-and-Fixtures","TRUE","N"
"Domestic Leagues - 1st Tier","Croatian Football League","CRO","M",NA,"2007-2008","2023-2024","1st","https://fbref.com/en/comps/63/history/Hrvatska-NL-Seasons","2010-2011","2011","https://fbref.com/en/comps/63/2010-2011/2010-2011-Hrvatska-NL-Stats","https://fbref.com/en/comps/63/2010-2011/schedule/2010-2011-Hrvatska-NL-Scores-and-Fixtures","TRUE","N"
"Domestic Leagues - 1st Tier","Croatian Football League","CRO","M",NA,"2007-2008","2023-2024","1st","https://fbref.com/en/comps/63/history/Hrvatska-NL-Seasons","2009-2010","2010","https://fbref.com/en/comps/63/2009-2010/2009-2010-Hrvatska-NL-Stats","https://fbref.com/en/comps/63/2009-2010/schedule/2009-2010-Hrvatska-NL-Scores-and-Fixtures","TRUE","N"
"Domestic Leagues - 1st Tier","Croatian Football League","CRO","M",NA,"2007-2008","2023-2024","1st","https://fbref.com/en/comps/63/history/Hrvatska-NL-Seasons","2008-2009","2009","https://fbref.com/en/comps/63/2008-2009/2008-2009-Hrvatska-NL-Stats","https://fbref.com/en/comps/63/2008-2009/schedule/2008-2009-Hrvatska-NL-Scores-and-Fixtures","TRUE","N"
"Domestic Leagues - 1st Tier","Croatian Football League","CRO","M",NA,"2007-2008","2023-2024","1st","https://fbref.com/en/comps/63/history/Hrvatska-NL-Seasons","2007-2008","2008","https://fbref.com/en/comps/63/2007-2008/2007-2008-Hrvatska-NL-Stats","https://fbref.com/en/comps/63/2007-2008/schedule/2007-2008-Hrvatska-NL-Scores-and-Fixtures","TRUE","N"
"Domestic Leagues - 1st Tier","Czech First League","CZE","M",NA,"2009-2010","2023-2024","1st","https://fbref.com/en/comps/66/history/Czech-First-League-Seasons","2023-2024","2024","https://fbref.com/en/comps/66/Czech-First-League-Stats","https://fbref.com/en/comps/66/schedule/Czech-First-League-Scores-and-Fixtures","FALSE","N"
"Domestic Leagues - 1st Tier","Czech First League","CZE","M",NA,"2009-2010","2023-2024","1st","https://fbref.com/en/comps/66/history/Czech-First-League-Seasons","2022-2023","2023","https://fbref.com/en/comps/66/2022-2023/2022-2023-Czech-First-League-Stats","https://fbref.com/en/comps/66/2022-2023/schedule/2022-2023-Czech-First-League-Scores-and-Fixtures","TRUE","N"
"Domestic Leagues - 1st Tier","Czech First League","CZE","M",NA,"2009-2010","2023-2024","1st","https://fbref.com/en/comps/66/history/Czech-First-League-Seasons","2021-2022","2022","https://fbref.com/en/comps/66/2021-2022/2021-2022-Czech-First-League-Stats","https://fbref.com/en/comps/66/2021-2022/schedule/2021-2022-Czech-First-League-Scores-and-Fixtures","TRUE","N"
"Domestic Leagues - 1st Tier","Czech First League","CZE","M",NA,"2009-2010","2023-2024","1st","https://fbref.com/en/comps/66/history/Czech-First-League-Seasons","2020-2021","2021","https://fbref.com/en/comps/66/2020-2021/2020-2021-Czech-First-League-Stats","https://fbref.com/en/comps/66/2020-2021/schedule/2020-2021-Czech-First-League-Scores-and-Fixtures","TRUE","N"
"Domestic Leagues - 1st Tier","Czech First League","CZE","M",NA,"2009-2010","2023-2024","1st","https://fbref.com/en/comps/66/history/Czech-First-League-Seasons","2019-2020","2020","https://fbref.com/en/comps/66/2019-2020/2019-2020-Czech-First-League-Stats","https://fbref.com/en/comps/66/2019-2020/schedule/2019-2020-Czech-First-League-Scores-and-Fixtures","TRUE","N"
"Domestic Leagues - 1st Tier","Czech First League","CZE","M",NA,"2009-2010","2023-2024","1st","https://fbref.com/en/comps/66/history/Czech-First-League-Seasons","2018-2019","2019","https://fbref.com/en/comps/66/2018-2019/2018-2019-Czech-First-League-Stats","https://fbref.com/en/comps/66/2018-2019/schedule/2018-2019-Czech-First-League-Scores-and-Fixtures","TRUE","N"
"Domestic Leagues - 1st Tier","Czech First League","CZE","M",NA,"2009-2010","2023-2024","1st","https://fbref.com/en/comps/66/history/Czech-First-League-Seasons","2017-2018","2018","https://fbref.com/en/comps/66/2017-2018/2017-2018-Czech-First-League-Stats","https://fbref.com/en/comps/66/2017-2018/schedule/2017-2018-Czech-First-League-Scores-and-Fixtures","TRUE","N"
"Domestic Leagues - 1st Tier","Czech First League","CZE","M",NA,"2009-2010","2023-2024","1st","https://fbref.com/en/comps/66/history/Czech-First-League-Seasons","2016-2017","2017","https://fbref.com/en/comps/66/2016-2017/2016-2017-Czech-First-League-Stats","https://fbref.com/en/comps/66/2016-2017/schedule/2016-2017-Czech-First-League-Scores-and-Fixtures","TRUE","N"
"Domestic Leagues - 1st Tier","Czech First League","CZE","M",NA,"2009-2010","2023-2024","1st","https://fbref.com/en/comps/66/history/Czech-First-League-Seasons","2015-2016","2016","https://fbref.com/en/comps/66/2015-2016/2015-2016-Czech-First-League-Stats","https://fbref.com/en/comps/66/2015-2016/schedule/2015-2016-Czech-First-League-Scores-and-Fixtures","TRUE","N"
"Domestic Leagues - 1st Tier","Czech First League","CZE","M",NA,"2009-2010","2023-2024","1st","https://fbref.com/en/comps/66/history/Czech-First-League-Seasons","2014-2015","2015","https://fbref.com/en/comps/66/2014-2015/2014-2015-Czech-First-League-Stats","https://fbref.com/en/comps/66/2014-2015/schedule/2014-2015-Czech-First-League-Scores-and-Fixtures","TRUE","N"
"Domestic Leagues - 1st Tier","Czech First League","CZE","M",NA,"2009-2010","2023-2024","1st","https://fbref.com/en/comps/66/history/Czech-First-League-Seasons","2013-2014","2014","https://fbref.com/en/comps/66/2013-2014/2013-2014-Czech-First-League-Stats","https://fbref.com/en/comps/66/2013-2014/schedule/2013-2014-Czech-First-League-Scores-and-Fixtures","TRUE","N"
"Domestic Leagues - 1st Tier","Czech First League","CZE","M",NA,"2009-2010","2023-2024","1st","https://fbref.com/en/comps/66/history/Czech-First-League-Seasons","2012-2013","2013","https://fbref.com/en/comps/66/2012-2013/2012-2013-Czech-First-League-Stats","https://fbref.com/en/comps/66/2012-2013/schedule/2012-2013-Czech-First-League-Scores-and-Fixtures","TRUE","N"
"Domestic Leagues - 1st Tier","Czech First League","CZE","M",NA,"2009-2010","2023-2024","1st","https://fbref.com/en/comps/66/history/Czech-First-League-Seasons","2011-2012","2012","https://fbref.com/en/comps/66/2011-2012/2011-2012-Czech-First-League-Stats","https://fbref.com/en/comps/66/2011-2012/schedule/2011-2012-Czech-First-League-Scores-and-Fixtures","TRUE","N"
"Domestic Leagues - 1st Tier","Czech First League","CZE","M",NA,"2009-2010","2023-2024","1st","https://fbref.com/en/comps/66/history/Czech-First-League-Seasons","2010-2011","2011","https://fbref.com/en/comps/66/2010-2011/2010-2011-Czech-First-League-Stats","https://fbref.com/en/comps/66/2010-2011/schedule/2010-2011-Czech-First-League-Scores-and-Fixtures","TRUE","N"
"Domestic Leagues - 1st Tier","Czech First League","CZE","M",NA,"2009-2010","2023-2024","1st","https://fbref.com/en/comps/66/history/Czech-First-League-Seasons","2009-2010","2010","https://fbref.com/en/comps/66/2009-2010/2009-2010-Czech-First-League-Stats","https://fbref.com/en/comps/66/2009-2010/schedule/2009-2010-Czech-First-League-Scores-and-Fixtures","TRUE","N"
"Domestic Leagues - 1st Tier","Superliga","DEN","M",NA,"2003-2004","2023-2024","1st","https://fbref.com/en/comps/50/history/Superliga-Seasons","2023-2024","2024","https://fbref.com/en/comps/50/Superliga-Stats","https://fbref.com/en/comps/50/schedule/Superliga-Scores-and-Fixtures","FALSE","N"
"Domestic Leagues - 1st Tier","Superliga","DEN","M",NA,"2003-2004","2023-2024","1st","https://fbref.com/en/comps/50/history/Superliga-Seasons","2022-2023","2023","https://fbref.com/en/comps/50/2022-2023/2022-2023-Superliga-Stats","https://fbref.com/en/comps/50/2022-2023/schedule/2022-2023-Superliga-Scores-and-Fixtures","TRUE","N"
"Domestic Leagues - 1st Tier","Superliga","DEN","M",NA,"2003-2004","2023-2024","1st","https://fbref.com/en/comps/50/history/Superliga-Seasons","2021-2022","2022","https://fbref.com/en/comps/50/2021-2022/2021-2022-Superliga-Stats","https://fbref.com/en/comps/50/2021-2022/schedule/2021-2022-Superliga-Scores-and-Fixtures","TRUE","N"
"Domestic Leagues - 1st Tier","Superliga","DEN","M",NA,"2003-2004","2023-2024","1st","https://fbref.com/en/comps/50/history/Superliga-Seasons","2020-2021","2021","https://fbref.com/en/comps/50/2020-2021/2020-2021-Superliga-Stats","https://fbref.com/en/comps/50/2020-2021/schedule/2020-2021-Superliga-Scores-and-Fixtures","TRUE","N"
"Domestic Leagues - 1st Tier","Superliga","DEN","M",NA,"2003-2004","2023-2024","1st","https://fbref.com/en/comps/50/history/Superliga-Seasons","2019-2020","2020","https://fbref.com/en/comps/50/2019-2020/2019-2020-Superliga-Stats","https://fbref.com/en/comps/50/2019-2020/schedule/2019-2020-Superliga-Scores-and-Fixtures","TRUE","N"
"Domestic Leagues - 1st Tier","Superliga","DEN","M",NA,"2003-2004","2023-2024","1st","https://fbref.com/en/comps/50/history/Superliga-Seasons","2018-2019","2019","https://fbref.com/en/comps/50/2018-2019/2018-2019-Superliga-Stats","https://fbref.com/en/comps/50/2018-2019/schedule/2018-2019-Superliga-Scores-and-Fixtures","TRUE","N"
"Domestic Leagues - 1st Tier","Superliga","DEN","M",NA,"2003-2004","2023-2024","1st","https://fbref.com/en/comps/50/history/Superliga-Seasons","2017-2018","2018","https://fbref.com/en/comps/50/2017-2018/2017-2018-Superliga-Stats","https://fbref.com/en/comps/50/2017-2018/schedule/2017-2018-Superliga-Scores-and-Fixtures","TRUE","N"
"Domestic Leagues - 1st Tier","Superliga","DEN","M",NA,"2003-2004","2023-2024","1st","https://fbref.com/en/comps/50/history/Superliga-Seasons","2016-2017","2017","https://fbref.com/en/comps/50/2016-2017/2016-2017-Superliga-Stats","https://fbref.com/en/comps/50/2016-2017/schedule/2016-2017-Superliga-Scores-and-Fixtures","TRUE","N"
"Domestic Leagues - 1st Tier","Superliga","DEN","M",NA,"2003-2004","2023-2024","1st","https://fbref.com/en/comps/50/history/Superliga-Seasons","2015-2016","2016","https://fbref.com/en/comps/50/2015-2016/2015-2016-Superliga-Stats","https://fbref.com/en/comps/50/2015-2016/schedule/2015-2016-Superliga-Scores-and-Fixtures","TRUE","N"
"Domestic Leagues - 1st Tier","Superliga","DEN","M",NA,"2003-2004","2023-2024","1st","https://fbref.com/en/comps/50/history/Superliga-Seasons","2014-2015","2015","https://fbref.com/en/comps/50/2014-2015/2014-2015-Superliga-Stats","https://fbref.com/en/comps/50/2014-2015/schedule/2014-2015-Superliga-Scores-and-Fixtures","TRUE","N"
"Domestic Leagues - 1st Tier","Superliga","DEN","M",NA,"2003-2004","2023-2024","1st","https://fbref.com/en/comps/50/history/Superliga-Seasons","2013-2014","2014","https://fbref.com/en/comps/50/2013-2014/2013-2014-Superliga-Stats","https://fbref.com/en/comps/50/2013-2014/schedule/2013-2014-Superliga-Scores-and-Fixtures","TRUE","N"
"Domestic Leagues - 1st Tier","Superliga","DEN","M",NA,"2003-2004","2023-2024","1st","https://fbref.com/en/comps/50/history/Superliga-Seasons","2012-2013","2013","https://fbref.com/en/comps/50/2012-2013/2012-2013-Superliga-Stats","https://fbref.com/en/comps/50/2012-2013/schedule/2012-2013-Superliga-Scores-and-Fixtures","TRUE","N"
"Domestic Leagues - 1st Tier","Superliga","DEN","M",NA,"2003-2004","2023-2024","1st","https://fbref.com/en/comps/50/history/Superliga-Seasons","2011-2012","2012","https://fbref.com/en/comps/50/2011-2012/2011-2012-Superliga-Stats","https://fbref.com/en/comps/50/2011-2012/schedule/2011-2012-Superliga-Scores-and-Fixtures","TRUE","N"
"Domestic Leagues - 1st Tier","Superliga","DEN","M",NA,"2003-2004","2023-2024","1st","https://fbref.com/en/comps/50/history/Superliga-Seasons","2010-2011","2011","https://fbref.com/en/comps/50/2010-2011/2010-2011-Superliga-Stats","https://fbref.com/en/comps/50/2010-2011/schedule/2010-2011-Superliga-Scores-and-Fixtures","TRUE","N"
"Domestic Leagues - 1st Tier","Superliga","DEN","M",NA,"2003-2004","2023-2024","1st","https://fbref.com/en/comps/50/history/Superliga-Seasons","2009-2010","2010","https://fbref.com/en/comps/50/2009-2010/2009-2010-Superliga-Stats","https://fbref.com/en/comps/50/2009-2010/schedule/2009-2010-Superliga-Scores-and-Fixtures","TRUE","N"
"Domestic Leagues - 1st Tier","Superliga","DEN","M",NA,"2003-2004","2023-2024","1st","https://fbref.com/en/comps/50/history/Superliga-Seasons","2008-2009","2009","https://fbref.com/en/comps/50/2008-2009/2008-2009-Superliga-Stats","https://fbref.com/en/comps/50/2008-2009/schedule/2008-2009-Superliga-Scores-and-Fixtures","TRUE","N"
"Domestic Leagues - 1st Tier","Superliga","DEN","M",NA,"2003-2004","2023-2024","1st","https://fbref.com/en/comps/50/history/Superliga-Seasons","2007-2008","2008","https://fbref.com/en/comps/50/2007-2008/2007-2008-Superliga-Stats","https://fbref.com/en/comps/50/2007-2008/schedule/2007-2008-Superliga-Scores-and-Fixtures","TRUE","N"
"Domestic Leagues - 1st Tier","Superliga","DEN","M",NA,"2003-2004","2023-2024","1st","https://fbref.com/en/comps/50/history/Superliga-Seasons","2006-2007","2007","https://fbref.com/en/comps/50/2006-2007/2006-2007-Superliga-Stats","https://fbref.com/en/comps/50/2006-2007/schedule/2006-2007-Superliga-Scores-and-Fixtures","TRUE","N"
"Domestic Leagues - 1st Tier","Superliga","DEN","M",NA,"2003-2004","2023-2024","1st","https://fbref.com/en/comps/50/history/Superliga-Seasons","2005-2006","2006","https://fbref.com/en/comps/50/2005-2006/2005-2006-Superliga-Stats","https://fbref.com/en/comps/50/2005-2006/schedule/2005-2006-Superliga-Scores-and-Fixtures","TRUE","N"
"Domestic Leagues - 1st Tier","Superliga","DEN","M",NA,"2003-2004","2023-2024","1st","https://fbref.com/en/comps/50/history/Superliga-Seasons","2004-2005","2005","https://fbref.com/en/comps/50/2004-2005/2004-2005-Superliga-Stats","https://fbref.com/en/comps/50/2004-2005/schedule/2004-2005-Superliga-Scores-and-Fixtures","TRUE","N"
"Domestic Leagues - 1st Tier","Superliga","DEN","M",NA,"2003-2004","2023-2024","1st","https://fbref.com/en/comps/50/history/Superliga-Seasons","2003-2004","2004","https://fbref.com/en/comps/50/2003-2004/2003-2004-Superliga-Stats","https://fbref.com/en/comps/50/2003-2004/schedule/2003-2004-Superliga-Scores-and-Fixtures","TRUE","N"
"Domestic Leagues - 1st Tier","Kvindeligaen","DEN","F",NA,"2019-2020","2022-2023","1st","https://fbref.com/en/comps/340/history/Kvindeligaen-Seasons","2022-2023","2023","https://fbref.com/en/comps/340/Kvindeligaen-Stats","https://fbref.com/en/comps/340/schedule/Kvindeligaen-Scores-and-Fixtures","TRUE","N"
"Domestic Leagues - 1st Tier","Kvindeligaen","DEN","F",NA,"2019-2020","2022-2023","1st","https://fbref.com/en/comps/340/history/Kvindeligaen-Seasons","2021-2022","2022","https://fbref.com/en/comps/340/2021-2022/2021-2022-Kvindeligaen-Stats","https://fbref.com/en/comps/340/2021-2022/schedule/2021-2022-Kvindeligaen-Scores-and-Fixtures","FALSE","N"
"Domestic Leagues - 1st Tier","Kvindeligaen","DEN","F",NA,"2019-2020","2022-2023","1st","https://fbref.com/en/comps/340/history/Kvindeligaen-Seasons","2020-2021","2021","https://fbref.com/en/comps/340/2020-2021/2020-2021-Kvindeligaen-Stats","https://fbref.com/en/comps/340/2020-2021/schedule/2020-2021-Kvindeligaen-Scores-and-Fixtures","FALSE","N"
