Player,Born,Url,player_dob,player_url
Dušan Vlahović,2000,https://fbref.com/en/players/79443529/Dusan-Vlahovic,NA,https://www.transfermarkt.com/dusan-vlahovic/profil/spieler/357498
Dwight Gayle,1990,https://fbref.com/en/players/e58a03c6/Dwight-Gayle,NA,https://www.transfermarkt.com/dwight-gayle/profil/spieler/196522
Dženis Burnić,1998,https://fbref.com/en/players/0dabaf14/Dzenis-Burnic,NA,https://www.transfermarkt.com/dzenis-burnic/profil/spieler/251295
Echu,1998,https://fbref.com/en/players/ac7ff117/Echu,NA,https://www.transfermarkt.com/jesus-rodriguez/profil/spieler/462380
Edin Džeko,1986,https://fbref.com/en/players/3bb7f478/Edin-Dzeko,NA,https://www.transfermarkt.com/edin-dzeko/profil/spieler/28396
Edmilson Indjai,2000,https://fbref.com/en/players/bc50c437/Edmilson-Indjai,NA,https://www.transfermarkt.com/edmilson-correia/profil/spieler/728311
Eduardo Carvalho,1982,https://fbref.com/en/players/81b906e7/Eduardo-Carvalho,NA,https://www.transfermarkt.com/eduardo/profil/spieler/34159
Eduardo Dos Santos Haesler,1999,https://fbref.com/en/players/1b9a46d1/Eduardo-Dos-Santos-Haesler,NA,https://www.transfermarkt.com/dudu/profil/spieler/369258
Eduardo Frías Molleda,1998,https://fbref.com/en/players/0dce7191/Eduardo-Frias-Molleda,NA,https://www.transfermarkt.com/edu-frias/profil/spieler/503032
Eldin Jakupović,1984,https://fbref.com/en/players/1148323a/Eldin-Jakupovic,NA,https://www.transfermarkt.com/eldin-jakupovic/profil/spieler/2857
Eliseo Falcon,1997,https://fbref.com/en/players/904cd50d/Eliseo-Falcon,NA,https://www.transfermarkt.com/eliseo-falcon/profil/spieler/396115
Elvis Rexhbeçaj,1997,https://fbref.com/en/players/1ae836b1/Elvis-Rexhbecaj,NA,https://www.transfermarkt.com/elvis-rexhbecaj/profil/spieler/280575
Emerson,1999,https://fbref.com/en/players/df8b52a5/Emerson,NA,https://www.transfermarkt.com/emerson-royal/profil/spieler/476344
Emerson Palmieri,1994,https://fbref.com/en/players/e0bc6fdc/Emerson-Palmieri,NA,https://www.transfermarkt.com/emerson/profil/spieler/181778
Emile Smith-Rowe,2000,https://fbref.com/en/players/17695062/Emile-Smith-Rowe,NA,https://www.transfermarkt.com/emile-smith-rowe/profil/spieler/392765
Emmanuel Agyemang-Badu,1990,https://fbref.com/en/players/fe0b8f0e/Emmanuel-Agyemang-Badu,NA,https://www.transfermarkt.com/emmanuel-badu/profil/spieler/108484
Emmanuel Torres,1992,https://fbref.com/en/players/e774f02a/Emmanuel-Torres,NA,https://www.transfermarkt.com/emmanuel-torres/profil/spieler/322195
