"player_name","player_dob","player_url","tm_surname","tm_yob"
"Andrea Rispoli",1988-09-29,"https://www.transfermarkt.com/andrea-rispoli/profil/spieler/74448","Rispoli",1988
"Andrea Rizzo Pinna",2000-01-13,"https://www.transfermarkt.com/andrea-rizzo-pinna/profil/spieler/411465","Pinna",2000
"Andrea Romagnoli",1998-07-29,"https://www.transfermarkt.com/andrea-romagnoli/profil/spieler/391406","Romagnoli",1998
"Andrea Romanò",1993-07-23,"https://www.transfermarkt.com/andrea-romano/profil/spieler/136130","Romanò",1993
"Andrea Sana",1999-01-31,"https://www.transfermarkt.com/andrea-sana/profil/spieler/397824","Sana",1999
"Andrea Schiavone",1993-02-23,"https://www.transfermarkt.com/andrea-schiavone/profil/spieler/136133","Schiavone",1993
"Andrea Seculin",1990-07-14,"https://www.transfermarkt.com/andrea-seculin/profil/spieler/85380","Seculin",1990
"Andrea Tabanelli",1990-02-02,"https://www.transfermarkt.com/andrea-tabanelli/profil/spieler/134369","Tabanelli",1990
"Andrea Tessiore",1999-10-01,"https://www.transfermarkt.com/andrea-tessiore/profil/spieler/393605","Tessiore",1999
"Andrea Tozzo",1992-08-30,"https://www.transfermarkt.com/andrea-tozzo/profil/spieler/57657","Tozzo",1992
"Andrea Vassallo",1997-09-30,"https://www.transfermarkt.com/andrea-vassallo/profil/spieler/319727","Vassallo",1997
"Andrea Zaccagno",1997-05-27,"https://www.transfermarkt.com/andrea-zaccagno/profil/spieler/291314","Zaccagno",1997
"Andreas Beck",1987-03-13,"https://www.transfermarkt.com/andreas-beck/profil/spieler/31182","Beck",1987
"Andreas Christensen",1996-04-10,"https://www.transfermarkt.com/andreas-christensen/profil/spieler/196948","Christensen",1996
"Andreas Cornelius",1993-03-16,"https://www.transfermarkt.com/andreas-cornelius/profil/spieler/203412","Cornelius",1993
"Andreas Hirzel",1993-03-25,"https://www.transfermarkt.com/andreas-hirzel/profil/spieler/167189","Hirzel",1993
"Andreas Jungdal",2002-02-22,"https://www.transfermarkt.com/andreas-jungdal/profil/spieler/592924","Jungdal",2002
"Andreas Luthe",1987-03-10,"https://www.transfermarkt.com/andreas-luthe/profil/spieler/41323","Luthe",1987
"Andreas Pereira",1996-01-01,"https://www.transfermarkt.com/andreas-pereira/profil/spieler/203394","Pereira",1996
"Andreas Poulsen",1999-10-13,"https://www.transfermarkt.com/andreas-poulsen/profil/spieler/345746","Poulsen",1999
"Andreas Skov Olsen",1999-12-29,"https://www.transfermarkt.com/andreas-skov-olsen/profil/spieler/432982","Olsen",1999
"Andreas Söndergaard",2001-01-17,"https://www.transfermarkt.com/andreas-sondergaard/profil/spieler/462820","Söndergaard",2001
"Andreas Voglsammer",1992-01-09,"https://www.transfermarkt.com/andreas-voglsammer/profil/spieler/94771","Voglsammer",1992
"Andreaw Gravillon",1998-02-08,"https://www.transfermarkt.com/andreaw-gravillon/profil/spieler/395083","Gravillon",1998
"Andrei Girotto",1992-02-17,"https://www.transfermarkt.com/andrei-girotto/profil/spieler/270051","Girotto",1992
"Andrei Ratiu",1998-06-20,"https://www.transfermarkt.com/andrei-ratiu/profil/spieler/527966","Ratiu",1998
"Andrej Kotnik",1995-08-04,"https://www.transfermarkt.com/andrej-kotnik/profil/spieler/382007","Kotnik",1995
"Andrej Kramaric",1991-06-19,"https://www.transfermarkt.com/andrej-kramaric/profil/spieler/46580","Kramaric",1991
"Andrés Cubas",1996-05-22,"https://www.transfermarkt.com/andres-cubas/profil/spieler/323872","Cubas",1996
"Andrés Fernández",1986-12-17,"https://www.transfermarkt.com/andres-fernandez/profil/spieler/57522","Fernández",1986
"Andrés Guardado",1986-09-28,"https://www.transfermarkt.com/andres-guardado/profil/spieler/20506","Guardado",1986
"Andrés Iniesta",1984-05-11,"https://www.transfermarkt.com/andres-iniesta/profil/spieler/7600","Iniesta",1984
"Andrés Llamas",1998-05-07,"https://www.transfermarkt.com/andres-llamas/profil/spieler/265087","Llamas",1998
"Andrés Martín",1999-07-11,"https://www.transfermarkt.com/andres-martin/profil/spieler/531277","Martín",1999
"Andrés Prieto",1993-10-17,"https://www.transfermarkt.com/andres-prieto/profil/spieler/238032","Prieto",1993
"Andrés Schetino",1994-05-26,"https://www.transfermarkt.com/andres-schetino/profil/spieler/285663","Schetino",1994
"Andrés Solano",1998-02-24,"https://www.transfermarkt.com/andres-solano/profil/spieler/461618","Solano",1998
"Andrés Tello",1996-09-06,"https://www.transfermarkt.com/andres-tello/profil/spieler/331389","Tello",1996
"Andreu Fontàs",1989-11-14,"https://www.transfermarkt.com/andreu-fontas/profil/spieler/65237","Fontàs",1989
"Andrew Hjulsager",1995-01-15,"https://www.transfermarkt.com/andrew-hjulsager/profil/spieler/167798","Hjulsager",1995
"Andrew Omobamidele",2002-06-23,"https://www.transfermarkt.com/andrew-omobamidele/profil/spieler/621993","Omobamidele",2002
"Andrew Robertson",1994-03-11,"https://www.transfermarkt.com/andrew-robertson/profil/spieler/234803","Robertson",1994
"Andrew Surman",1986-08-20,"https://www.transfermarkt.com/andrew-surman/profil/spieler/29975","Surman",1986
"Andrey Galabinov",1988-11-13,"https://www.transfermarkt.com/andrey-galabinov/profil/spieler/67639","Galabinov",1988
"Andrey Lunev",1991-11-13,"https://www.transfermarkt.com/andrey-lunev/profil/spieler/112541","Lunev",1991
"Andri Fannar Baldursson",2002-01-10,"https://www.transfermarkt.com/andri-fannar-baldursson/profil/spieler/464446","Baldursson",2002
"Andrija Balic",1997-08-11,"https://www.transfermarkt.com/andrija-balic/profil/spieler/316111","Balic",1997
"Andriy Lunin",1999-02-11,"https://www.transfermarkt.com/andriy-lunin/profil/spieler/404839","Lunin",1999
"Andriy Yarmolenko",1989-10-23,"https://www.transfermarkt.com/andriy-yarmolenko/profil/spieler/69015","Yarmolenko",1989
"Andros Townsend",1991-07-16,"https://www.transfermarkt.com/andros-townsend/profil/spieler/61842","Townsend",1991
"Andy Carroll",1989-01-06,"https://www.transfermarkt.com/andy-carroll/profil/spieler/48066","Carroll",1989
"Andy Delort",1991-10-09,"https://www.transfermarkt.com/andy-delort/profil/spieler/122797","Delort",1991
"Andy Diouf",2003-05-17,"https://www.transfermarkt.com/andy-diouf/profil/spieler/711976","Diouf",2003
"Andy King",1988-10-29,"https://www.transfermarkt.com/andy-king/profil/spieler/56872","King",1988
"Andy Lonergan",1983-10-19,"https://www.transfermarkt.com/andy-lonergan/profil/spieler/14044","Lonergan",1983
"Andy Pelmard",2000-03-12,"https://www.transfermarkt.com/andy-pelmard/profil/spieler/494236","Pelmard",2000
"Ángel Algobia",1999-06-23,"https://www.transfermarkt.com/angel-algobia/profil/spieler/638589","Algobia",1999
"Ángel Baena",2000-10-13,"https://www.transfermarkt.com/angel-baena/profil/spieler/578878","Baena",2000
"Ángel Correa",1995-03-09,"https://www.transfermarkt.com/angel-correa/profil/spieler/266807","Correa",1995
"Ángel Di María",1988-02-14,"https://www.transfermarkt.com/angel-di-maria/profil/spieler/45320","María",1988
"Angel Gomes",2000-08-31,"https://www.transfermarkt.com/angel-gomes/profil/spieler/392770","Gomes",2000
"Ángel Jiménez",2002-06-22,"https://www.transfermarkt.com/angel-jimenez/profil/spieler/713632","Jiménez",2002
"Ángel López",1997-02-07,"https://www.transfermarkt.com/angel-lopez/profil/spieler/457107","López",1997
"Ángel Montoro",1988-06-25,"https://www.transfermarkt.com/angel-montoro/profil/spieler/59551","Montoro",1988
"Ángel Rangel",1982-11-28,"https://www.transfermarkt.com/angel-rangel/profil/spieler/66550","Rangel",1982
"Ángel Rodríguez",1987-04-26,"https://www.transfermarkt.com/angel-rodriguez/profil/spieler/51510","Rodríguez",1987
"Angeliño",1997-01-04,"https://www.transfermarkt.com/angelino/profil/spieler/277179","Angeliño",1997
"Angelo da Costa",1983-11-12,"https://www.transfermarkt.com/angelo-da-costa/profil/spieler/82693","Costa",1983
"Angelo Fulgini",1996-08-20,"https://www.transfermarkt.com/angelo-fulgini/profil/spieler/250013","Fulgini",1996
"Angelo Ndrecka",2001-09-24,"https://www.transfermarkt.com/angelo-ndrecka/profil/spieler/539220","Ndrecka",2001
"Angelo Ogbonna",1988-05-23,"https://www.transfermarkt.com/angelo-ogbonna/profil/spieler/48002","Ogbonna",1988
"Angelo Stiller",2001-04-04,"https://www.transfermarkt.com/angelo-stiller/profil/spieler/443710","Stiller",2001
"Angus Gunn",1996-01-22,"https://www.transfermarkt.com/angus-gunn/profil/spieler/201574","Gunn",1996
"Aníbal Chalá",1996-05-09,"https://www.transfermarkt.com/anibal-chala/profil/spieler/278796","Chalá",1996
"Aniello Viscovo",1999-06-21,"https://www.transfermarkt.com/aniello-viscovo/profil/spieler/336760","Viscovo",1999
"Anselmo García McNulty",2003-02-19,"https://www.transfermarkt.com/anselmo-garcia-mcnulty/profil/spieler/631904","McNulty",2003
"Ansgar Knauff",2002-01-10,"https://www.transfermarkt.com/ansgar-knauff/profil/spieler/429874","Knauff",2002
"Ansou Sow",2000-05-09,"https://www.transfermarkt.com/ansou-sow/profil/spieler/595169","Sow",2000
"Ansoumana Sané",1996-05-25,"https://www.transfermarkt.com/ansoumana-sane/profil/spieler/290739","Sané",1996
"Ansu Fati",2002-10-31,"https://www.transfermarkt.com/ansu-fati/profil/spieler/466810","Fati",2002
"Ante Budimir",1991-07-22,"https://www.transfermarkt.com/ante-budimir/profil/spieler/46413","Budimir",1991
"Ante Coric",1997-04-14,"https://www.transfermarkt.com/ante-coric/profil/spieler/96630","Coric",1997
"Ante Palaversa",2000-04-06,"https://www.transfermarkt.com/ante-palaversa/profil/spieler/371003","Palaversa",2000
"Ante Rebic",1993-09-21,"https://www.transfermarkt.com/ante-rebic/profil/spieler/187587","Rebic",1993
"Anthony Briancon",1994-11-28,"https://www.transfermarkt.com/anthony-briancon/profil/spieler/190338","Briancon",1994
"Anthony Cáceres",1992-09-29,"https://www.transfermarkt.com/anthony-caceres/profil/spieler/226739","Cáceres",1992
"Anthony Caci",1997-07-01,"https://www.transfermarkt.com/anthony-caci/profil/spieler/453016","Caci",1997
"Anthony Driscoll-Glennon",1999-11-26,"https://www.transfermarkt.com/anthony-driscoll-glennon/profil/spieler/503683","Driscoll-Glennon",1999
"Anthony Elanga",2002-04-27,"https://www.transfermarkt.com/anthony-elanga/profil/spieler/583189","Elanga",2002
"Anthony Georgiou",1997-02-24,"https://www.transfermarkt.com/anthony-georgiou/profil/spieler/320913","Georgiou",1997
"Anthony Gomez Mancini",2001-04-06,"https://www.transfermarkt.com/anthony-gomez-mancini/profil/spieler/677311","Mancini",2001
"Anthony Gonçalves",1986-03-06,"https://www.transfermarkt.com/anthony-goncalves/profil/spieler/111528","Gonçalves",1986
"Anthony Gordon",2001-02-24,"https://www.transfermarkt.com/anthony-gordon/profil/spieler/503733","Gordon",2001
"Anthony Knockaert",1991-11-20,"https://www.transfermarkt.com/anthony-knockaert/profil/spieler/149237","Knockaert",1991
"Anthony Limbombe",1994-07-15,"https://www.transfermarkt.com/anthony-limbombe/profil/spieler/140803","Limbombe",1994
"Anthony Lopes",1990-10-01,"https://www.transfermarkt.com/anthony-lopes/profil/spieler/60561","Lopes",1990
"Anthony Losilla",1986-03-10,"https://www.transfermarkt.com/anthony-losilla/profil/spieler/111266","Losilla",1986
"Anthony Maisonnial",1998-03-23,"https://www.transfermarkt.com/anthony-maisonnial/profil/spieler/324829","Maisonnial",1998
"Anthony Mandréa",1996-12-25,"https://www.transfermarkt.com/anthony-mandrea/profil/spieler/290559","Mandréa",1996
"Anthony Martial",1995-12-05,"https://www.transfermarkt.com/anthony-martial/profil/spieler/182877","Martial",1995
"Anthony Modeste",1988-04-14,"https://www.transfermarkt.com/anthony-modeste/profil/spieler/50512","Modeste",1988
"Anthony Mounier",1987-09-27,"https://www.transfermarkt.com/anthony-mounier/profil/spieler/57110","Mounier",1987
"Anthony Musaba",2000-12-06,"https://www.transfermarkt.com/anthony-musaba/profil/spieler/511401","Musaba",2000
"Anthony Racioppi",1998-12-31,"https://www.transfermarkt.com/anthony-racioppi/profil/spieler/395671","Racioppi",1998
"Anthony Ribelin",1996-04-08,"https://www.transfermarkt.com/anthony-ribelin/profil/spieler/334006","Ribelin",1996
"Anthony Rouault",2001-05-29,"https://www.transfermarkt.com/anthony-rouault/profil/spieler/690799","Rouault",2001
"Anthony Taugourdeau",1989-06-03,"https://www.transfermarkt.com/anthony-taugourdeau/profil/spieler/91596","Taugourdeau",1989
"Anthony Ujah",1990-10-14,"https://www.transfermarkt.com/anthony-ujah/profil/spieler/142281","Ujah",1990
"Anthony Walongwa",1993-10-15,"https://www.transfermarkt.com/anthony-walongwa/profil/spieler/247300","Walongwa",1993
"Anto Grgic",1996-11-28,"https://www.transfermarkt.com/anto-grgic/profil/spieler/192637","Grgic",1996
"Antoine Bernede",1999-05-26,"https://www.transfermarkt.com/antoine-bernede/profil/spieler/395512","Bernede",1999
"Antoine Griezmann",1991-03-21,"https://www.transfermarkt.com/antoine-griezmann/profil/spieler/125781","Griezmann",1991
"Antoine Mendy",2004-05-27,"https://www.transfermarkt.com/antoine-mendy/profil/spieler/891998","Mendy",2004
"Antoine Valério",1999-12-11,"https://www.transfermarkt.com/antoine-valerio/profil/spieler/707317","Valério",1999
"Anton Kresic",1996-01-29,"https://www.transfermarkt.com/anton-kresic/profil/spieler/226080","Kresic",1996
"Anton Stach",1998-11-15,"https://www.transfermarkt.com/anton-stach/profil/spieler/344069","Stach",1998
"Antonee Robinson",1997-08-08,"https://www.transfermarkt.com/antonee-robinson/profil/spieler/349701","Robinson",1997
"Antoñín",2000-04-16,"https://www.transfermarkt.com/antonin/profil/spieler/610336","Antoñín",2000
"Antonin Barak",1994-12-03,"https://www.transfermarkt.com/antonin-barak/profil/spieler/272261","Barak",1994
"Antonin Bobichon",1995-09-14,"https://www.transfermarkt.com/antonin-bobichon/profil/spieler/344575","Bobichon",1995
