Player,Born,Url,Squad,Nation,player_dob,player_url,tm_squad,tm_nationality,player_position,comp_name,region,country,season_start_year,squad,player_nationality,player_market_value_euro
Angelo Rodríguez,1989,https://fbref.com/en/players/0e9ea6cf/Angelo-Rodriguez,Minnesota Utd,co COL,4/4/1989,https://www.transfermarkt.com/angelo-rodriguez/profil/spieler/178116,NA,NA,Centre-Forward,MLS,Americas,United States,2018,Minnesota United FC,Colombia,1250000
Cristian Martínez,1997,https://fbref.com/en/players/fdb15495/Cristian-Martinez,Chicago Fire,pa PAN,6/2/1997,https://www.transfermarkt.com/christian-martinez/profil/spieler/419247,NA,NA,Midfield,MLS,Americas,United States,2018,Chicago Fire FC,Panama,450000
Gonzalo Nicolás Martínez,1993,https://fbref.com/en/players/cd00ceea/Gonzalo-Nicolas-Martinez,Atlanta Utd,ar ARG,13/6/1993,https://www.transfermarkt.com/pity-martinez/profil/spieler/281405,NA,NA,Attacking Midfield,MLS,Americas,United States,2019,Atlanta United FC,Argentina,1.20E+07
José Martínez,1993,https://fbref.com/en/players/8e049cbd/Jose-Martinez,FC Dallas,es ESP,12/2/1993,https://www.transfermarkt.com/jose-antonio-martinez/profil/spieler/311287,NA,NA,Centre-Back,MLS,Americas,United States,2021,FC Dallas,Spain,1500000
Valentín Castellanos,1998,https://fbref.com/en/players/da76bab4/Valentin-Castellanos,NYCFC,ar ARG,3/10/1998,https://www.transfermarkt.com/taty-castellanos/profil/spieler/522784,NA,NA,Centre-Forward,MLS,Americas,United States,2021,New York City FC,Argentina,1.20E+07
William Sands,2000,https://fbref.com/en/players/960a4473/William-Sands,Columbus Crew,us USA,6/7/2000,https://www.transfermarkt.com/will-sands/profil/spieler/393327,NA,NA,Left-Back,MLS,Americas,United States,2021,Columbus Crew,United States,50000
