"comp_name","region","country","season_start_year","squad","player_name","player_position","player_dob","player_nationality","player_market_value_euro","player_url","tm_surname","tm_yob"
"MLS","Americas","United States",2018,"Houston Dynamo FC","DaMarcus Beasley","Left-Back",1982-05-24,"United States",2e+05,"https://www.transfermarkt.com/damarcus-beasley/profil/spieler/20584","Beasley","1982"
"MLS","Americas","United States",2021,"Austin FC","Damian Las","Goalkeeper",2002-04-11,"United States",50000,"https://www.transfermarkt.com/damian-las/profil/spieler/504143","Las","2002"
"MLS","Americas","United States",2021,"New England Revolution","Damián Rivera","Left Midfield",2002-12-08,"United States",2e+05,"https://www.transfermarkt.com/damian-rivera/profil/spieler/722649","Rivera","2002"
"MLS","Americas","United States",2020,"Vancouver Whitecaps FC","Damiano Pecile","Defensive Midfield",2002-04-11,"Canada",1e+05,"https://www.transfermarkt.com/damiano-pecile/profil/spieler/718088","Pecile","2002"
"MLS","Americas","United States",2021,"Inter Miami CF","Damion Lowe","Centre-Back",1993-05-05,"Jamaica",4e+05,"https://www.transfermarkt.com/damion-lowe/profil/spieler/271716","Lowe","1993"
"MLS","Americas","United States",2021,"Real Salt Lake City","Damir Kreilach","Central Midfield",1989-04-16,"Croatia",2e+06,"https://www.transfermarkt.com/damir-kreilach/profil/spieler/68884","Kreilach","1989"
"MLS","Americas","United States",2021,"Los Angeles Galaxy","Daniel Aguirre","Central Midfield",1999-07-02,"United States",150000,"https://www.transfermarkt.com/daniel-aguirre/profil/spieler/636066","Aguirre","1999"
"MLS","Americas","United States",2018,"New York City FC","Daniel Bedoya","Attacking Midfield",1994-02-13,"Colombia",1e+05,"https://www.transfermarkt.com/daniel-bedoya/profil/spieler/369848","Bedoya","1994"
"MLS","Americas","United States",2021,"New York Red Bulls","Daniel Edelman","Defensive Midfield",2003-04-28,"United States",1e+05,"https://www.transfermarkt.com/daniel-edelman/profil/spieler/724413","Edelman","2003"
"MLS","Americas","United States",2021,"Philadelphia Union","Dániel Gazdag","Attacking Midfield",1996-03-02,"Hungary",2e+06,"https://www.transfermarkt.com/daniel-gazdag/profil/spieler/249030","Gazdag","1996"
"MLS","Americas","United States",2018,"CF Montréal","Daniel Kinumbe","Left-Back",1999-03-15,"Canada",1e+05,"https://www.transfermarkt.com/daniel-kinumbe/profil/spieler/589004","Kinumbe","1999"
"MLS","Americas","United States",2021,"Nashville SC","Daniel Lovitz","Left-Back",1991-08-27,"United States",1e+06,"https://www.transfermarkt.com/daniel-lovitz/profil/spieler/271198","Lovitz","1991"
"MLS","Americas","United States",2021,"Austin FC","Daniel Pereira","Central Midfield",2000-07-14,"Venezuela",350000,"https://www.transfermarkt.com/daniel-pereira/profil/spieler/856498","Pereira","2000"
"MLS","Americas","United States",2021,"Charlotte FC","Daniel Ríos","Centre-Forward",1995-02-22,"Mexico",1500000,"https://www.transfermarkt.com/daniel-rios/profil/spieler/325603","Ríos","1995"
"MLS","Americas","United States",2020,"New York Red Bulls","Daniel Royer","Left Winger",1990-05-22,"Austria",2500000,"https://www.transfermarkt.com/daniel-royer/profil/spieler/74762","Royer","1990"
"MLS","Americas","United States",2021,"Sporting Kansas City","Dániel Sallói","Left Winger",1996-07-19,"Hungary",7500000,"https://www.transfermarkt.com/daniel-salloi/profil/spieler/321946","Sallói","1996"
"MLS","Americas","United States",2021,"Houston Dynamo FC","Daniel Steres","Centre-Back",1990-11-11,"United States",5e+05,"https://www.transfermarkt.com/daniel-steres/profil/spieler/227909","Steres","1990"
"MLS","Americas","United States",2020,"San Jose Earthquakes","Daniel Vega","Goalkeeper",1984-06-03,"Argentina",2e+05,"https://www.transfermarkt.com/daniel-vega/profil/spieler/82507","Vega","1984"
"MLS","Americas","United States",2020,"Los Angeles Galaxy","Danilo Acosta","Left-Back",1997-11-17,"Honduras",250000,"https://www.transfermarkt.com/danilo-acosta/profil/spieler/375074","Acosta","1997"
"MLS","Americas","United States",2019,"Los Angeles FC","Danilo Silva","Right-Back",1986-11-24,"Brazil",6e+05,"https://www.transfermarkt.com/danilo-silva/profil/spieler/61952","Silva","1986"
"MLS","Americas","United States",2021,"Los Angeles FC","Danny Crisostomo","Defensive Midfield",1997-01-16,"United States",275000,"https://www.transfermarkt.com/danny-crisostomo/profil/spieler/611620","Crisostomo","1997"
"MLS","Americas","United States",2021,"Austin FC","Danny Hoesen","Centre-Forward",1991-01-15,"Netherlands",4e+05,"https://www.transfermarkt.com/danny-hoesen/profil/spieler/81163","Hoesen","1991"
"MLS","Americas","United States",2021,"Seattle Sounders FC","Danny Leyva","Defensive Midfield",2003-05-05,"United States",2e+06,"https://www.transfermarkt.com/danny-leyva/profil/spieler/623444","Leyva","2003"
"MLS","Americas","United States",2021,"Los Angeles FC","Danny Musovski","Centre-Forward",1995-11-30,"United States",5e+05,"https://www.transfermarkt.com/danny-musovski/profil/spieler/562494","Musovski","1995"
"MLS","Americas","United States",2018,"Seattle Sounders FC","Danny Robles","Attacking Midfield",2002-01-04,"United States",NA,"https://www.transfermarkt.com/danny-robles/profil/spieler/615555","Robles","2002"
"MLS","Americas","United States",2021,"Los Angeles FC","Danny Trejo","Attacking Midfield",1998-04-29,"United States",175000,"https://www.transfermarkt.com/danny-trejo/profil/spieler/857395","Trejo","1998"
"MLS","Americas","United States",2021,"Colorado Rapids","Danny Wilson","Centre-Back",1991-12-27,"Scotland",8e+05,"https://www.transfermarkt.com/danny-wilson/profil/spieler/103819","Wilson","1991"
"MLS","Americas","United States",2018,"Toronto FC","Dante Campbell","Central Midfield",1999-05-22,"Canada",150000,"https://www.transfermarkt.com/dante-campbell/profil/spieler/467580","Campbell","1999"
"MLS","Americas","United States",2020,"FC Dallas","Dante Sealy","Left Winger",2003-04-17,"United States",2e+05,"https://www.transfermarkt.com/dante-sealy/profil/spieler/568179","Sealy","2003"
"MLS","Americas","United States",2021,"Colorado Rapids","Dantouma Toure","Right Winger",2004-06-12,"United States",150000,"https://www.transfermarkt.com/dantouma-toure/profil/spieler/746836","Toure","2004"
"MLS","Americas","United States",2021,"Portland Timbers","Dario Zuparic","Centre-Back",1992-05-03,"Croatia",1500000,"https://www.transfermarkt.com/dario-zuparic/profil/spieler/165381","Zuparic","1992"
"MLS","Americas","United States",2021,"Columbus Crew","Darlington Nagbe","Central Midfield",1990-07-19,"United States",3e+06,"https://www.transfermarkt.com/darlington-nagbe/profil/spieler/173489","Nagbe","1990"
"MLS","Americas","United States",2018,"FC Cincinnati","Darren Mattocks","Centre-Forward",1990-09-02,"Jamaica",8e+05,"https://www.transfermarkt.com/darren-mattocks/profil/spieler/206793","Mattocks","1990"
"MLS","Americas","United States",2021,"Colorado Rapids","Darren Yapi","Centre-Forward",2004-11-19,"United States",5e+05,"https://www.transfermarkt.com/darren-yapi/profil/spieler/746837","Yapi","2004"
"MLS","Americas","United States",2021,"Houston Dynamo FC","Darwin Cerén","Defensive Midfield",1989-12-31,"El Salvador",5e+05,"https://www.transfermarkt.com/darwin-ceren/profil/spieler/229330","Cerén","1989"
"MLS","Americas","United States",2021,"Houston Dynamo FC","Darwin Quintero","Left Winger",1987-09-19,"Colombia",5e+05,"https://www.transfermarkt.com/darwin-quintero/profil/spieler/55666","Quintero","1987"
"MLS","Americas","United States",2020,"Orlando City SC","Daryl Dike","Centre-Forward",2000-06-03,"United States",5e+06,"https://www.transfermarkt.com/daryl-dike/profil/spieler/638741","Dike","2000"
"MLS","Americas","United States",2021,"Nashville SC","Dave Romney","Centre-Back",1993-06-12,"United States",1e+06,"https://www.transfermarkt.com/dave-romney/profil/spieler/367552","Romney","1993"
"MLS","Americas","United States",2019,"Nashville SC","David Accam","Right Winger",1990-09-28,"Ghana",475000,"https://www.transfermarkt.com/david-accam/profil/spieler/221855","Accam","1990"
"MLS","Americas","United States",2021,"Portland Timbers","David Ayala","Defensive Midfield",2002-07-26,"Argentina",3e+06,"https://www.transfermarkt.com/david-ayala/profil/spieler/661094","Ayala","2002"
"MLS","Americas","United States",2021,"Portland Timbers","David Bingham","Goalkeeper",1989-10-19,"United States",2e+05,"https://www.transfermarkt.com/david-bingham/profil/spieler/176157","Bingham","1989"
"MLS","Americas","United States",2020,"Vancouver Whitecaps FC","David Egbo","Centre-Forward",1998-10-31,"Nigeria",50000,"https://www.transfermarkt.com/david-egbo/profil/spieler/637353","Egbo","1998"
"MLS","Americas","United States",2018,"Columbus Crew","David Guzmán","Defensive Midfield",1990-02-18,"Costa Rica",8e+05,"https://www.transfermarkt.com/david-guzman/profil/spieler/124978","Guzmán","1990"
"MLS","Americas","United States",2019,"New York Red Bulls","David Jensen","Goalkeeper",1992-03-25,"Denmark",8e+05,"https://www.transfermarkt.com/david-jensen/profil/spieler/78819","Jensen","1992"
"MLS","Americas","United States",2020,"Orlando City SC","David Loera","Centre-Forward",1998-09-10,"United States",1e+05,"https://www.transfermarkt.com/david-loera/profil/spieler/402304","Loera","1998"
"MLS","Americas","United States",2019,"Vancouver Whitecaps FC","David Milinkovic","Left-Back",1994-05-20,"France",250000,"https://www.transfermarkt.com/david-milinkovic/profil/spieler/354725","Milinkovic","1994"
"MLS","Americas","United States",2019,"Inter Miami CF","David Norman Jr.","Centre-Back",1998-05-31,"Canada",2e+05,"https://www.transfermarkt.com/david-norman-jr-/profil/spieler/483310","Jr.","1998"
"MLS","Americas","United States",2021,"D.C. United","David Ochoa","Goalkeeper",2001-01-16,"Mexico",8e+05,"https://www.transfermarkt.com/david-ochoa/profil/spieler/580234","Ochoa","2001"
"MLS","Americas","United States",2018,"Chicago Fire FC","David Ousted","Goalkeeper",1985-02-01,"Denmark",5e+05,"https://www.transfermarkt.com/david-ousted/profil/spieler/22913","Ousted","1985"
"MLS","Americas","United States",2021,"Nashville SC","Dax McCarty","Central Midfield",1987-04-30,"United States",250000,"https://www.transfermarkt.com/dax-mccarty/profil/spieler/39479","McCarty","1987"
"MLS","Americas","United States",2021,"Minnesota United FC","Dayne St. Clair","Goalkeeper",1997-05-09,"Canada",1e+06,"https://www.transfermarkt.com/dayne-st-clair/profil/spieler/439750","Clair","1997"
"MLS","Americas","United States",2021,"Toronto FC","Deandre Kerr","Right Winger",2002-11-29,"Canada",5e+05,"https://www.transfermarkt.com/deandre-kerr/profil/spieler/718098","Kerr","2002"
"MLS","Americas","United States",2021,"Inter Miami CF","DeAndre Yedlin","Right-Back",1993-07-09,"United States",2500000,"https://www.transfermarkt.com/deandre-yedlin/profil/spieler/255916","Yedlin","1993"
"MLS","Americas","United States",2021,"Vancouver Whitecaps FC","Déiber Caicedo","Right Winger",2000-03-25,"Colombia",3e+06,"https://www.transfermarkt.com/deiber-caicedo/profil/spieler/543467","Caicedo","2000"
"MLS","Americas","United States",2019,"Los Angeles FC","Dejan Jakovic","Centre-Back",1985-07-16,"Canada",2e+05,"https://www.transfermarkt.com/dejan-jakovic/profil/spieler/77360","Jakovic","1985"
"MLS","Americas","United States",2021,"Los Angeles Galaxy","Dejan Joveljic","Centre-Forward",1999-08-07,"Serbia",3500000,"https://www.transfermarkt.com/dejan-joveljic/profil/spieler/336382","Joveljic","1999"
"MLS","Americas","United States",2021,"New England Revolution","DeJuan Jones","Left-Back",1997-06-24,"United States",2e+06,"https://www.transfermarkt.com/dejuan-jones/profil/spieler/637146","Jones","1997"
"MLS","Americas","United States",2019,"Colorado Rapids","Deklan Wynne","Left-Back",1995-03-20,"New Zealand",525000,"https://www.transfermarkt.com/deklan-wynne/profil/spieler/298228","Wynne","1995"
"MLS","Americas","United States",2021,"Los Angeles FC","Denis Bouanga","Left Winger",1994-11-11,"Gabon",8e+06,"https://www.transfermarkt.com/denis-bouanga/profil/spieler/236045","Bouanga","1994"
"MLS","Americas","United States",2019,"Inter Miami CF","Denso Ulysse","Right-Back",1998-11-20,"Haiti",150000,"https://www.transfermarkt.com/denso-ulysse/profil/spieler/496851","Ulysse","1998"
"MLS","Americas","United States",2020,"Vancouver Whitecaps FC","Derek Cornelius","Centre-Back",1997-11-25,"Canada",5e+05,"https://www.transfermarkt.com/derek-cornelius/profil/spieler/328609","Cornelius","1997"
"MLS","Americas","United States",2021,"Columbus Crew","Derrick Etienne Jr.","Left Winger",1996-11-25,"Haiti",8e+05,"https://www.transfermarkt.com/derrick-etienne-jr-/profil/spieler/354763","Jr.","1996"
"MLS","Americas","United States",2021,"Charlotte FC","Derrick Jones","Central Midfield",1997-03-03,"United States",6e+05,"https://www.transfermarkt.com/derrick-jones/profil/spieler/411554","Jones","1997"
"MLS","Americas","United States",2021,"Los Angeles Galaxy","Derrick Williams","Centre-Back",1993-01-17,"Ireland",6e+05,"https://www.transfermarkt.com/derrick-williams/profil/spieler/128287","Williams","1993"
"MLS","Americas","United States",2021,"Minnesota United FC","Devin Padelford","Left-Back",2003-01-03,"United States",50000,"https://www.transfermarkt.com/devin-padelford/profil/spieler/993090","Padelford","2003"
"MLS","Americas","United States",2019,"Los Angeles Galaxy","Diédié Traoré","Left-Back",1999-01-15,"France",2e+05,"https://www.transfermarkt.com/diedie-traore/profil/spieler/494934","Traoré","1999"
"MLS","Americas","United States",2018,"Chicago Fire FC","Diego Campos","Attacking Midfield",1995-10-01,"Costa Rica",5e+05,"https://www.transfermarkt.com/diego-campos/profil/spieler/379892","Campos","1995"
"MLS","Americas","United States",2021,"Portland Timbers","Diego Chará","Central Midfield",1986-04-05,"Colombia",2e+05,"https://www.transfermarkt.com/diego-chara/profil/spieler/77163","Chará","1986"
"MLS","Americas","United States",2021,"Austin FC","Diego Fagúndez","Left Winger",1995-02-14,"Uruguay",2e+06,"https://www.transfermarkt.com/diego-fagundez/profil/spieler/170100","Fagúndez","1995"
"MLS","Americas","United States",2021,"Portland Timbers","Diego Gutiérrez","Centre-Forward",1999-01-05,"United States",1e+05,"https://www.transfermarkt.com/diego-gutierrez/profil/spieler/988941","Gutiérrez","1999"
"MLS","Americas","United States",2021,"Real Salt Lake City","Diego Luna","Attacking Midfield",2003-09-07,"United States",350000,"https://www.transfermarkt.com/diego-luna/profil/spieler/880626","Luna","2003"
"MLS","Americas","United States",2021,"Los Angeles FC","Diego Palacios","Left-Back",1999-07-12,"Ecuador",3500000,"https://www.transfermarkt.com/diego-palacios/profil/spieler/425567","Palacios","1999"
"MLS","Americas","United States",2018,"Los Angeles Galaxy","Diego Polenta","Centre-Back",1992-02-06,"Uruguay",1500000,"https://www.transfermarkt.com/diego-polenta/profil/spieler/78506","Polenta","1992"
"MLS","Americas","United States",2020,"Los Angeles FC","Diego Rossi","Left Winger",1998-03-05,"Uruguay",2e+07,"https://www.transfermarkt.com/diego-rossi/profil/spieler/317454","Rossi","1998"
"MLS","Americas","United States",2021,"Colorado Rapids","Diego Rubio","Centre-Forward",1993-05-15,"Chile",2e+06,"https://www.transfermarkt.com/diego-rubio/profil/spieler/179308","Rubio","1993"
"MLS","Americas","United States",2020,"Portland Timbers","Diego Váleri","Attacking Midfield",1986-05-01,"Argentina",2e+06,"https://www.transfermarkt.com/diego-valeri/profil/spieler/54588","Váleri","1986"
"MLS","Americas","United States",2018,"Orlando City SC","Dillon Powers","Defensive Midfield",1991-02-14,"United States",250000,"https://www.transfermarkt.com/dillon-powers/profil/spieler/125698","Powers","1991"
"MLS","Americas","United States",2018,"Colorado Rapids","Dillon Serna","Left-Back",1994-03-25,"United States",450000,"https://www.transfermarkt.com/dillon-serna/profil/spieler/189902","Serna","1994"
"MLS","Americas","United States",2018,"Atlanta United FC","Dion Pereira","Left Winger",1999-03-25,"England",350000,"https://www.transfermarkt.com/dion-pereira/profil/spieler/499604","Pereira","1999"
"MLS","Americas","United States",2021,"CF Montréal","Djordje Mihailovic","Attacking Midfield",1998-11-10,"United States",6e+06,"https://www.transfermarkt.com/djordje-mihailovic/profil/spieler/484756","Mihailovic","1998"
"MLS","Americas","United States",2021,"New England Revolution","Djordje Petrovic","Goalkeeper",1999-10-08,"Serbia",1200000,"https://www.transfermarkt.com/djordje-petrovic/profil/spieler/465555","Petrovic","1999"
"MLS","Americas","United States",2021,"Atlanta United FC","Dom Dwyer","Centre-Forward",1990-07-30,"United States",5e+05,"https://www.transfermarkt.com/dom-dwyer/profil/spieler/105185","Dwyer","1990"
"MLS","Americas","United States",2021,"Toronto FC","Domenico Criscito","Left-Back",1986-12-30,"Italy",6e+05,"https://www.transfermarkt.com/domenico-criscito/profil/spieler/44136","Criscito","1986"
"MLS","Americas","United States",2021,"FC Cincinnati","Dominique Badji","Centre-Forward",1992-10-16,"Senegal",7e+05,"https://www.transfermarkt.com/dominique-badji/profil/spieler/354840","Badji","1992"
"MLS","Americas","United States",2018,"Los Angeles Galaxy","Don Tchilao","Right Winger",1996-08-20,"Benin",NA,"https://www.transfermarkt.com/don-tchilao/profil/spieler/636085","Tchilao","1996"
"MLS","Americas","United States",2021,"Toronto FC","Doneil Henry","Centre-Back",1993-04-20,"Canada",750000,"https://www.transfermarkt.com/doneil-henry/profil/spieler/157907","Henry","1993"
"MLS","Americas","United States",2020,"Real Salt Lake City","Donny Toia","Left-Back",1992-05-28,"United States",8e+05,"https://www.transfermarkt.com/donny-toia/profil/spieler/181662","Toia","1992"
"MLS","Americas","United States",2021,"D.C. United","Donovan Pines","Centre-Back",1998-03-07,"United States",1500000,"https://www.transfermarkt.com/donovan-pines/profil/spieler/638692","Pines","1998"
"MLS","Americas","United States",2021,"Los Angeles Galaxy","Douglas Costa","Right Winger",1990-09-14,"Brazil",3500000,"https://www.transfermarkt.com/douglas-costa/profil/spieler/75615","Costa","1990"
"MLS","Americas","United States",2020,"Real Salt Lake City","Douglas Martínez","Centre-Forward",1997-06-05,"Honduras",6e+05,"https://www.transfermarkt.com/douglas-martinez/profil/spieler/443384","Martínez","1997"
"MLS","Americas","United States",2021,"Inter Miami CF","Drake Callender","Goalkeeper",1997-10-07,"United States",75000,"https://www.transfermarkt.com/drake-callender/profil/spieler/723561","Callender","1997"
"MLS","Americas","United States",2021,"Colorado Rapids","Drew Moor","Centre-Back",1984-01-15,"United States",150000,"https://www.transfermarkt.com/drew-moor/profil/spieler/39503","Moor","1984"
"MLS","Americas","United States",2021,"D.C. United","Drew Skundrich","Central Midfield",1995-09-17,"United States",3e+05,"https://www.transfermarkt.com/drew-skundrich/profil/spieler/562499","Skundrich","1995"
"MLS","Americas","United States",2021,"New York Red Bulls","Dru Yearwood","Central Midfield",2000-02-17,"England",8e+05,"https://www.transfermarkt.com/dru-yearwood/profil/spieler/526597","Yearwood","2000"
"MLS","Americas","United States",2021,"New England Revolution","Dylan Borrero","Right Winger",2002-01-05,"Colombia",2500000,"https://www.transfermarkt.com/dylan-borrero/profil/spieler/662453","Borrero","2002"
"MLS","Americas","United States",2021,"Atlanta United FC","Dylan Castanheira","Goalkeeper",1995-05-23,"United States",125000,"https://www.transfermarkt.com/dylan-castanheira/profil/spieler/644774","Castanheira","1995"
"MLS","Americas","United States",2021,"New York Red Bulls","Dylan Nealis","Right-Back",1998-07-30,"United States",2e+05,"https://www.transfermarkt.com/dylan-nealis/profil/spieler/638385","Nealis","1998"
"MLS","Americas","United States",2021,"Seattle Sounders FC","Dylan Teves","Central Midfield",2000-05-04,"United States",50000,"https://www.transfermarkt.com/dylan-teves/profil/spieler/520220","Teves","2000"
"MLS","Americas","United States",2021,"New England Revolution","Earl Edwards Jr.","Goalkeeper",1992-01-24,"United States",125000,"https://www.transfermarkt.com/earl-edwards-jr-/profil/spieler/354886","Jr.","1992"
"MLS","Americas","United States",2021,"Vancouver Whitecaps FC","Easton Ongaro","Centre-Forward",1998-06-05,"Canada",2e+05,"https://www.transfermarkt.com/easton-ongaro/profil/spieler/673051","Ongaro","1998"
"MLS","Americas","United States",2018,"New York City FC","Ebenezer Ofori","Defensive Midfield",1995-07-01,"Ghana",1e+06,"https://www.transfermarkt.com/ebenezer-ofori/profil/spieler/262597","Ofori","1995"
"MLS","Americas","United States",2021,"FC Dallas","Eddie Munjoma","Right-Back",1998-07-18,"United States",4e+05,"https://www.transfermarkt.com/eddie-munjoma/profil/spieler/636468","Munjoma","1998"
"MLS","Americas","United States",2021,"Los Angeles FC","Eddie Segura","Centre-Back",1997-02-02,"Colombia",4e+06,"https://www.transfermarkt.com/eddie-segura/profil/spieler/459466","Segura","1997"
"MLS","Americas","United States",2020,"FC Cincinnati","Edgar Castillo","Left-Back",1986-10-08,"United States",3e+05,"https://www.transfermarkt.com/edgar-castillo/profil/spieler/53542","Castillo","1986"
"MLS","Americas","United States",2021,"Inter Miami CF","Edison Azcona","Left Winger",2003-11-21,"Dominican Republic",1e+05,"https://www.transfermarkt.com/edison-azcona/profil/spieler/794699","Azcona","2003"
"MLS","Americas","United States",2021,"D.C. United","Edison Flores","Left Winger",1994-05-14,"Peru",2500000,"https://www.transfermarkt.com/edison-flores/profil/spieler/194998","Flores","1994"
"MLS","Americas","United States",2020,"Los Angeles FC","Eduard Atuesta","Central Midfield",1997-06-18,"Colombia",3500000,"https://www.transfermarkt.com/eduard-atuesta/profil/spieler/469135","Atuesta","1997"
"MLS","Americas","United States",2018,"Columbus Crew","Eduardo Sosa","Attacking Midfield",1996-06-20,"Venezuela",250000,"https://www.transfermarkt.com/eduardo-sosa/profil/spieler/377377","Sosa","1996"
"MLS","Americas","United States",2020,"New England Revolution","Edward Kizza","Centre-Forward",1998-12-17,"Uganda",50000,"https://www.transfermarkt.com/edward-kizza/profil/spieler/857412","Kizza","1998"
"MLS","Americas","United States",2018,"Columbus Crew","Edward Opoku","Centre-Forward",1997-08-01,"Ghana",75000,"https://www.transfermarkt.com/edward-opoku/profil/spieler/562496","Opoku","1997"
"MLS","Americas","United States",2021,"FC Dallas","Edwin Cerrillo","Defensive Midfield",2000-10-03,"United States",5e+05,"https://www.transfermarkt.com/edwin-cerrillo/profil/spieler/652470","Cerrillo","2000"
"MLS","Americas","United States",2018,"FC Dallas","Edwin Gyasi","Right Winger",1991-07-01,"Ghana",2e+06,"https://www.transfermarkt.com/edwin-gyasi/profil/spieler/79192","Gyasi","1991"
"MLS","Americas","United States",2021,"Atlanta United FC","Edwin Mosquera","Left Winger",2001-06-27,"Colombia",550000,"https://www.transfermarkt.com/edwin-mosquera/profil/spieler/613201","Mosquera","2001"
"MLS","Americas","United States",2021,"Los Angeles Galaxy","Efraín Álvarez","Attacking Midfield",2002-06-19,"Mexico",6e+06,"https://www.transfermarkt.com/efrain-alvarez/profil/spieler/504113","Álvarez","2002"
"MLS","Americas","United States",2021,"New York Red Bulls","Elias Manoel","Centre-Forward",2001-11-30,"Brazil",1e+06,"https://www.transfermarkt.com/elias-manoel/profil/spieler/813044","Manoel","2001"
"MLS","Americas","United States",2020,"Chicago Fire FC","Elliot Collier","Centre-Forward",1995-02-22,"New Zealand",4e+05,"https://www.transfermarkt.com/elliot-collier/profil/spieler/253861","Collier","1995"
"MLS","Americas","United States",2021,"Nashville SC","Elliot Panicco","Goalkeeper",1996-11-18,"United States",1e+05,"https://www.transfermarkt.com/elliot-panicco/profil/spieler/637410","Panicco","1996"
"MLS","Americas","United States",2021,"Columbus Crew","Eloy Room","Goalkeeper",1989-02-06,"Curacao",8e+05,"https://www.transfermarkt.com/eloy-room/profil/spieler/79294","Room","1989"
"MLS","Americas","United States",2021,"FC Dallas","Ema Twumasi","Right-Back",1997-05-18,"Ghana",4e+05,"https://www.transfermarkt.com/ema-twumasi/profil/spieler/562391","Twumasi","1997"
"MLS","Americas","United States",2018,"Seattle Sounders FC","Emanuel Cecchini","Central Midfield",1996-12-24,"Argentina",1250000,"https://www.transfermarkt.com/emanuel-cecchini/profil/spieler/324946","Cecchini","1996"
"MLS","Americas","United States",2020,"CF Montréal","Emanuel Maciel","Central Midfield",1997-03-28,"Argentina",3e+05,"https://www.transfermarkt.com/emanuel-maciel/profil/spieler/666330","Maciel","1997"
"MLS","Americas","United States",2021,"Minnesota United FC","Emanuel Reynoso","Attacking Midfield",1995-11-16,"Argentina",1e+07,"https://www.transfermarkt.com/emanuel-reynoso/profil/spieler/439626","Reynoso","1995"
"MLS","Americas","United States",2021,"Atlanta United FC","Emerson Hyndman","Central Midfield",1996-04-09,"United States",1500000,"https://www.transfermarkt.com/emerson-hyndman/profil/spieler/223047","Hyndman","1996"
"MLS","Americas","United States",2021,"Inter Miami CF","Emerson Rodríguez","Right Midfield",2000-08-25,"Colombia",2500000,"https://www.transfermarkt.com/emerson-rodriguez/profil/spieler/715140","Rodríguez","2000"
"MLS","Americas","United States",2019,"Los Angeles Galaxy","Emil Cuello","Attacking Midfield",1997-01-02,"Argentina",3e+05,"https://www.transfermarkt.com/emil-cuello/profil/spieler/636466","Cuello","1997"
"MLS","Americas","United States",2021,"Vancouver Whitecaps FC","Emiliano Brienza","Centre-Forward",2002-05-09,"Canada",NA,"https://www.transfermarkt.com/emiliano-brienza/profil/spieler/718097","Brienza","2002"
"MLS","Americas","United States",2019,"Los Angeles Galaxy","Emiliano Insúa","Centre-Back",1989-01-07,"Argentina",8e+05,"https://www.transfermarkt.com/emiliano-insua/profil/spieler/45599","Insúa","1989"
"MLS","Americas","United States",2021,"Austin FC","Emiliano Rigoni","Right Winger",1993-02-04,"Argentina",3500000,"https://www.transfermarkt.com/emiliano-rigoni/profil/spieler/282544","Rigoni","1993"
"MLS","Americas","United States",2021,"New England Revolution","Emmanuel Boateng","Left Midfield",1994-01-17,"Ghana",450000,"https://www.transfermarkt.com/emmanuel-boateng/profil/spieler/279681","Boateng","1994"
"MLS","Americas","United States",2018,"FC Cincinnati","Emmanuel Ledesma","Right Winger",1988-05-24,"Argentina",6e+05,"https://www.transfermarkt.com/emmanuel-ledesma/profil/spieler/62247","Ledesma","1988"
"MLS","Americas","United States",2020,"Orlando City SC","Emmanuel Más","Left-Back",1989-01-15,"Argentina",1e+06,"https://www.transfermarkt.com/emmanuel-mas/profil/spieler/77153","Más","1989"
"MLS","Americas","United States",2021,"San Jose Earthquakes","Emmanuel Ochoa","Goalkeeper",2005-05-05,"United States",50000,"https://www.transfermarkt.com/emmanuel-ochoa/profil/spieler/723386","Ochoa","2005"
"MLS","Americas","United States",2021,"Orlando City SC","Ercan Kara","Centre-Forward",1996-01-03,"Austria",3e+06,"https://www.transfermarkt.com/ercan-kara/profil/spieler/320701","Kara","1996"
"MLS","Americas","United States",2018,"FC Cincinnati","Eric Alexander","Central Midfield",1988-04-14,"United States",5e+05,"https://www.transfermarkt.com/eric-alexander/profil/spieler/146031","Alexander","1988"
"MLS","Americas","United States",2018,"Houston Dynamo FC","Eric Bird","Central Midfield",1993-04-08,"United States",175000,"https://www.transfermarkt.com/eric-bird/profil/spieler/357280","Bird","1993"
"MLS","Americas","United States",2020,"San Jose Earthquakes","Eric Calvillo","Central Midfield",1998-01-02,"El Salvador",2e+05,"https://www.transfermarkt.com/eric-calvillo/profil/spieler/315759","Calvillo","1998"
"MLS","Americas","United States",2021,"Columbus Crew","Eric Dick","Goalkeeper",1994-10-03,"United States",175000,"https://www.transfermarkt.com/eric-dick/profil/spieler/520238","Dick","1994"
"MLS","Americas","United States",2020,"Los Angeles Galaxy","Eric López","Goalkeeper",1999-03-05,"United States",125000,"https://www.transfermarkt.com/eric-lopez/profil/spieler/332707","López","1999"
"MLS","Americas","United States",2021,"Nashville SC","Eric Miller","Defence",1993-01-15,"United States",3e+05,"https://www.transfermarkt.com/eric-miller/profil/spieler/245315","Miller","1993"
"MLS","Americas","United States",2021,"San Jose Earthquakes","Eric Remedi","Defensive Midfield",1995-06-04,"Argentina",2500000,"https://www.transfermarkt.com/eric-remedi/profil/spieler/362364","Remedi","1995"
"MLS","Americas","United States",2020,"Atlanta United FC","Érick Torres","Centre-Forward",1993-01-19,"Mexico",5e+05,"https://www.transfermarkt.com/erick-torres/profil/spieler/170016","Torres","1993"
