Player,Born,Url,Squad,Nation,player_dob,player_url,tm_squad,tm_nationality,player_position,comp_name,region,country,season_start_year,squad,player_nationality,player_market_value_euro
Robinho,1995,https://fbref.com/en/players/421240e2/Robinho,CSA,br BRA,21/7/1995,https://www.transfermarkt.com/robinho/profil/spieler/513882,Centro Sportivo Alagoano (AL),Brazil,Left Winger,NA,NA,NA,NA,NA,NA,NA
Romário,1992,https://fbref.com/en/players/54ad9ec9/Romario,Ceará,br BRA,27/10/1992,https://www.transfermarkt.com/romario/profil/spieler/211999,Ceará Sporting Club,Brazil,Centre-Forward,NA,NA,NA,NA,NA,NA,NA
Ronald,1997,https://fbref.com/en/players/cc119c66/Ronald,Fortaleza,br BRA,18/6/1997,https://www.transfermarkt.com/ronald/profil/spieler/688684,Fortaleza Esporte Clube,Brazil,Defensive Midfield,NA,NA,NA,NA,NA,NA,NA
Ronaldo,1996,https://fbref.com/en/players/711c08dc/Ronaldo,Atl Goianiense,br BRA,22/8/1996,https://www.transfermarkt.com/ronaldo/profil/spieler/387925,Atlético Clube Goianiense,Brazil,Goalkeeper,NA,NA,NA,NA,NA,NA,NA
Ronaldo,1996,https://fbref.com/en/players/8a3b002a/Ronaldo,Bahia,br BRA,23/10/1996,https://www.transfermarkt.com/ronaldo/profil/spieler/405768,Esporte Clube Bahia,Brazil,Defensive Midfield,NA,NA,NA,NA,NA,NA,NA
Vinícius,1993,https://fbref.com/en/players/b6bd2b80/Vinicius,Goiás,br BRA,3/8/1993,https://www.transfermarkt.com/vinicius/profil/spieler/146020,Goiás Esporte Clube,Brazil,Left Winger,NA,NA,NA,NA,NA,NA,NA
Vitão,2000,https://fbref.com/en/players/d4f034db/Vitao,Internacional,br BRA,2/2/2000,https://www.transfermarkt.com/vitao/profil/spieler/428783,Sport Club Internacional,Brazil,Centre-Back,NA,NA,NA,NA,NA,NA,NA
Vitinha,2000,https://fbref.com/en/players/74d4cec6/Vitinha,Braga,pt POR,15/3/2000,https://www.transfermarkt.com/vitinha/profil/spieler/586853,SC Braga,Portugal,Centre-Forward,NA,NA,NA,NA,NA,NA,NA
Vitinho,1999,https://fbref.com/en/players/06d4b2e4/Vitinho,Atl Paranaense,br BRA,1/4/1999,https://www.transfermarkt.com/vitinho/profil/spieler/670965,Club Athletico Paranaense,Brazil,Left Winger,NA,NA,NA,NA,NA,NA,NA
Vitinho,2000,https://fbref.com/en/players/5e5cc7a9/Vitinho,Avaí,br BRA,26/12/2000,https://www.transfermarkt.com/vitinho/profil/spieler/866827,Avaí Futebol Clube (SC),Brazil,Attacking Midfield,NA,NA,NA,NA,NA,NA,NA
Vitinho,1999,https://fbref.com/en/players/9295dc1c/Vitinho,Burnley,br BRA,23/7/1999,https://www.transfermarkt.com/vitinho/profil/spieler/468249,Burnley FC,Brazil,Right-Back,NA,NA,NA,NA,NA,NA,NA
Vitinho,2001,https://fbref.com/en/players/c0781cf2/Vitinho,Atlético,br BRA,23/4/2001,https://www.transfermarkt.com/vitinho/profil/spieler/813048,Atlético de San Luis,Brazil,Right Winger,NA,NA,NA,NA,NA,NA,NA
Vitinho,2000,https://fbref.com/en/players/fa3bfda8/Vitinho,Arouca,br BRA,4/1/2000,https://www.transfermarkt.com/vitinho/profil/spieler/467940,FC Arouca,Brazil,Central Midfield,NA,NA,NA,NA,NA,NA,NA
Warley,1999,https://fbref.com/en/players/8f385e2e/Warley,Coritiba,br BRA,17/9/1999,https://www.transfermarkt.com/warley/profil/spieler/681627,Coritiba Foot Ball Club,Brazil,Right Winger,NA,NA,NA,NA,NA,NA,NA
Zé Pedro,1997,https://fbref.com/en/players/51735df6/Ze-Pedro,Feirense,pt POR,12/1/1997,https://www.transfermarkt.com/ze-pedro/profil/spieler/344541,CD Feirense,Portugal,Left Winger,NA,NA,NA,NA,NA,NA,NA
Zé Vitor,2001,https://fbref.com/en/players/2008d453/Ze-Vitor,América (MG),br BRA,2/10/2001,https://www.transfermarkt.com/ze-vitor/profil/spieler/722420,América Futebol Clube (MG),Brazil,Left-Back,NA,NA,NA,NA,NA,NA,NA
Aderlan Santos,1989,https://fbref.com/en/players/847e4cd8/Aderlan-Santos,Rio Ave,br BRA,9/4/1989,https://www.transfermarkt.com/aderllan-santos/profil/spieler/159142,Rio Ave FC,Brazil,Centre-Back,Liga Portugal,Europe,Portugal,2022,,,NA
Alan López,2001,https://fbref.com/en/players/89a24cef/Alan-Lopez,Mazatlán,mx MEX,3/12/2001,https://www.transfermarkt.com/francisco-lopez/profil/spieler/777287,Mazatlán FC,Mexico,Midfield,Liga MX Clausura,Americas,Mexico,2022,,,NA
Alex Castro,1994,https://fbref.com/en/players/36b1c79f/Alex-Castro,Cruz Azul,co COL,8/3/1994,https://www.transfermarkt.com/alex-castro/profil/spieler/304870,CD Cruz Azul,Colombia,Left Winger,Liga MX Clausura,Americas,Mexico,2020,,,NA
Alexandre Miguel Barros Soares,1991,https://fbref.com/en/players/ba0aead1/Alexandre-Miguel-Barros-Soares,Moreirense,pt POR,1/3/1991,https://www.transfermarkt.com/alex-soares/profil/spieler/207571,Moreirense FC,Portugal,Central Midfield,Liga Portugal,Europe,Portugal,2020,,,NA
Alfonso Emilio Sánchez,1994,https://fbref.com/en/players/c7a1f2c9/Alfonso-Emilio-Sanchez,Mazatlán,mx MEX,16/6/1994,https://www.transfermarkt.com/emilio-sanchez/profil/spieler/336108,Mazatlán FC,Mexico,Central Midfield,Liga MX Clausura,Americas,Mexico,2022,,,NA
Alfonso González,1994,https://fbref.com/en/players/90be7877/Alfonso-Gonzalez,Monterrey,mx MEX,5/9/1994,https://www.transfermarkt.com/arturo-gonzalez/profil/spieler/185012,CF Monterrey,Mexico,Central Midfield,Liga MX Clausura,Americas,Mexico,2022,,,6.00E+06
André Martins Sousa,1998,https://fbref.com/en/players/4f12c949/Andre-Martins-Sousa,Vitória Setúbal,pt POR,26/2/1998,https://www.transfermarkt.com/andre-sousa/profil/spieler/372459,Vitória Setúbal FC,Portugal,Left-Back,Liga Portugal,Europe,Portugal,2019,,,NA
Andrés Pérez,2000,https://fbref.com/en/players/5c777d05/Andres-Perez,Querétaro,mx MEX,11/4/2000,https://www.transfermarkt.com/jesus-perez/profil/spieler/599294,Querétaro FC,Mexico,Left Midfield,Liga MX Clausura,Americas,Mexico,2018,,,NA
Angel Chaves,2001,https://fbref.com/en/players/80ada964/Angel-Chaves,Coritiba,br BRA,10/2/2001,https://www.transfermarkt.com/angelo-chaves/profil/spieler/432154,Coritiba Foot Ball Club,Brazil,Left-Back,SÃ©rie A,Americas,Brazil,2021,,,NA
Ángel Márquez,2000,https://fbref.com/en/players/e9ef9d93/Angel-Marquez,Atlas,mx MEX,21/6/2000,https://www.transfermarkt.com/jeremy-marquez/profil/spieler/737125,Atlas Guadalajara,Mexico,Central Midfield,Liga MX Clausura,Americas,Mexico,2022,,,4.00E+06
Antonio Carlos,1993,https://fbref.com/en/players/949fe1e8/Antonio-Carlos,Palmeiras,br BRA,7/3/1993,https://www.transfermarkt.com/antonio-carlos/profil/spieler/207446,Sociedade Esportiva Palmeiras,Brazil,Centre-Back,SÃ©rie A,Americas,Brazil,2018,,,2.00E+06
Antonio de Jesús López,1997,https://fbref.com/en/players/73e801cf/Antonio-de-Jesus-Lopez,América,gt GUA,10/4/1997,https://www.transfermarkt.com/antonio-lopez/profil/spieler/599909,CF América,Guatemala,Central Midfield,Liga MX Clausura,Americas,Mexico,2021,,,NA
Arelibetsiel Hernández,1994,https://fbref.com/en/players/a8796ec0/Arelibetsiel-Hernandez,Querétaro,mx MEX,22/12/1994,https://www.transfermarkt.com/betsiel-hernandez/profil/spieler/234951,Querétaro FC,Mexico,Left-Back,Liga MX Clausura,Americas,Mexico,2021,,,NA
Bernardo Silva,2001,https://fbref.com/en/players/5da1a8b1/Bernardo-Silva,Famalicão,pt POR,31/5/2001,https://www.transfermarkt.com/benny-silva/profil/spieler/479647,FC Famalicão,Portugal,Defensive Midfield,Liga Portugal,Europe,Portugal,2021,,,NA
Bradley Collins,1997,https://fbref.com/en/players/f679abe1/Bradley-Collins,Barnsley,eng ENG,18/2/1997,https://www.transfermarkt.com/brad-collins/profil/spieler/258914,Barnsley FC,England,Goalkeeper,Championship,NA,England,2021,,,NA
Brayan Angulo,1995,https://fbref.com/en/players/37fdc62b/Brayan-Angulo,Santos,ec ECU,30/11/1995,https://www.transfermarkt.com/bryan-angulo/profil/spieler/319911,Santos FC,Ecuador,Centre-Forward,SÃ©rie A,Americas,Brazil,2021,,,2500000
Bruno Araújo dos Santos,1993,https://fbref.com/en/players/92831068/Bruno-Araujo-dos-Santos,Paços,br BRA,7/2/1993,https://www.transfermarkt.com/bruno-santos/profil/spieler/333633,FC Paços de Ferreira,Brazil,Right-Back,Liga Portugal,Europe,Portugal,2019,,,NA
Caíque Silva Sá,1992,https://fbref.com/en/players/2879bb55/Caique-Silva-Sa,Chapecoense,br BRA,23/5/1992,https://www.transfermarkt.com/caique-sa/profil/spieler/254771,Associação Chapecoense de Futebol,Brazil,Right-Back,SÃ©rie A,Americas,Brazil,2018,,,NA
Carlos Felipe Rodríguez,1989,https://fbref.com/en/players/ce239870/Carlos-Felipe-Rodriguez,FC Juárez,mx MEX,3/4/1989,https://www.transfermarkt.com/felipe-rodriguez/profil/spieler/102699,FC Juárez,Mexico,Goalkeeper,Liga MX Clausura,Americas,Mexico,2022,,,NA
Cesar Ramos,2000,https://fbref.com/en/players/c8e1bd24/Cesar-Ramos,Monterrey,mx MEX,14/6/2000,https://www.transfermarkt.com/cesar-ramos/profil/spieler/540306,CF Monterrey,Mexico,Goalkeeper,Liga MX Clausura,Americas,Mexico,2022,,,NA
Charly Rodríguez,1997,https://fbref.com/en/players/f0acf582/Charly-Rodriguez,Cruz Azul,mx MEX,3/1/1997,https://www.transfermarkt.com/carlos-rodriguez/profil/spieler/534620,CD Cruz Azul,Mexico,Central Midfield,Liga MX Clausura,Americas,Mexico,2022,,,8.00E+06
Claudio Ernesto González,1992,https://fbref.com/en/players/ad1f19a3/Claudio-Ernesto-Gonzalez,León,mx MEX,21/3/1992,https://www.transfermarkt.com/claudio-gonzalez/profil/spieler/554033,Club León FC,Mexico,Centre-Forward,Liga MX Clausura,Americas,Mexico,2018,,,NA
Cristian Borja,1993,https://fbref.com/en/players/9d7d5334/Cristian-Borja,Braga,co COL,18/2/1993,https://www.transfermarkt.com/cristian-borja/profil/spieler/356099,SC Braga,Colombia,Left-Back,Liga Portugal,Europe,Portugal,2022,,,2.00E+06
Cristovam da Silva,1990,https://fbref.com/en/players/77dac2e0/Cristovam-da-Silva,Ceará,br BRA,28/5/1990,https://www.transfermarkt.com/felipe-silva/profil/spieler/105512,Ceará Sporting Club,Brazil,Attacking Midfield,SÃ©rie A,Americas,Brazil,2020,,,NA
Dan Williams,2001,https://fbref.com/en/players/a2ffc130/Dan-Williams,Swansea City,eng ENG,19/4/2001,https://www.transfermarkt.com/daniel-williams/profil/spieler/525969,Swansea City,Wales,Central Midfield,Championship,NA,England,2021,,,NA
Diego Rafael Jiménez,1988,https://fbref.com/en/players/c58a8544/Diego-Rafael-Jimenez,Lobos BUAP,mx MEX,18/9/1988,https://www.transfermarkt.com/diego-jimenez/profil/spieler/104432,Lobos BUAP (- 2019),Mexico,Centre-Forward,Liga MX Clausura,Americas,Mexico,2018,,,NA
Diego Santos,2003,https://fbref.com/en/players/9e32ad69/Diego-Santos,Flamengo,br BRA,11/4/2003,https://www.transfermarkt.com/kaua-santos/profil/spieler/997861,Clube de Regatas do Flamengo,Brazil,Goalkeeper,SÃ©rie A,Americas,Brazil,2021,,,NA
Diogo Alexis Rodrigues Coelho,1993,https://fbref.com/en/players/192867fc/Diogo-Alexis-Rodrigues-Coelho,Nacional,pt POR,14/9/1993,https://www.transfermarkt.com/diogo-coelho/profil/spieler/215525,CD Nacional,Portugal,Centre-Back,Liga Portugal,Europe,Portugal,2018,,,NA
Diogo Costa Rodrigues,1999,https://fbref.com/en/players/a6f248e1/Diogo-Costa-Rodrigues,Portimonense,pt POR,23/8/1999,https://www.transfermarkt.com/diogo-rodrigues/profil/spieler/598377,Portimonense SC,Portugal,Right-Back,Liga Portugal,Europe,Portugal,2021,,,NA
Diogo Fesnard Sousa,1998,https://fbref.com/en/players/408f410d/Diogo-Fesnard-Sousa,Sporting CP,pt POR,16/9/1998,https://www.transfermarkt.com/diogo-sousa/profil/spieler/461895,Sporting CP,Portugal,Goalkeeper,Liga Portugal,Europe,Portugal,2019,,,NA
Domingos André Ribeiro Almeida,2000,https://fbref.com/en/players/e6697917/Domingos-Andre-Ribeiro-Almeida,Vitória,pt POR,30/5/2000,https://www.transfermarkt.com/andre-almeida/profil/spieler/375382,Vitória Guimarães SC,Portugal,Central Midfield,Liga Portugal,Europe,Portugal,2021,,,5.00E+06
Dourado,2004,https://fbref.com/en/players/d8822eeb/Dourado,Atl Paranaense,br BRA,17/5/2004,https://www.transfermarkt.com/leonardo-dourado/profil/spieler/1036474,Club Athletico Paranaense,Brazil,Centre-Back,SÃ©rie A,Americas,Brazil,2021,,,NA
Édgar Hernández,1982,https://fbref.com/en/players/6a63fe0e/Edgar-Hernandez,Necaxa,mx MEX,27/8/1982,https://www.transfermarkt.com/edgar-hernandez/profil/spieler/53753,Club Necaxa,Mexico,Goalkeeper,Liga MX Clausura,Americas,Mexico,2022,,,NA
Edgar Iván López,1999,https://fbref.com/en/players/a9cde92c/Edgar-Ivan-Lopez,Tijuana,mx MEX,21/4/1999,https://www.transfermarkt.com/edgar-lopez/profil/spieler/370861,Club Tijuana,Mexico,Centre-Forward,Liga MX Clausura,Americas,Mexico,2022,,,NA
Edson Gutiérrez,1996,https://fbref.com/en/players/d631ebf2/Edson-Gutierrez,Monterrey,mx MEX,19/1/1996,https://www.transfermarkt.com/edson-gutierrez/profil/spieler/270145,CF Monterrey,Mexico,Right-Back,Liga MX Clausura,Americas,Mexico,2022,,,NA
Edson Torres,1998,https://fbref.com/en/players/f3128f12/Edson-Torres,Guadalajara,mx MEX,30/6/1998,https://www.transfermarkt.com/edson-torres/profil/spieler/448781,Deportivo Guadalajara,Mexico,Attacking Midfield,Liga MX Clausura,Americas,Mexico,2020,,,NA
Erick Sánchez,1999,https://fbref.com/en/players/67d34a1b/Erick-Sanchez,Pachuca,mx MEX,27/9/1999,https://www.transfermarkt.com/erick-sanchez/profil/spieler/370875,CF Pachuca,Mexico,Central Midfield,Liga MX Clausura,Americas,Mexico,2022,,,8.00E+06
Fabio Tavares,2001,https://fbref.com/en/players/8e24902a/Fabio-Tavares,Coventry City,eng ENG,22/1/2001,https://www.transfermarkt.com/fabio-tavares/profil/spieler/614086,Coventry City,Portugal,Centre-Forward,Championship,NA,England,2022,,,NA
Felipe García Hernández,1999,https://fbref.com/en/players/068060bb/Felipe-Garcia-Hernandez,Atlético,mx MEX,13/8/1999,https://www.transfermarkt.com/diego-hernandez/profil/spieler/370859,Atlético de San Luis,Mexico,Left Winger,Liga MX Clausura,Americas,Mexico,2019,,,NA
Fernando Rubén González,1994,https://fbref.com/en/players/807e33f0/Fernando-Ruben-Gonzalez,Guadalajara,mx MEX,27/1/1994,https://www.transfermarkt.com/fernando-gonzalez/profil/spieler/274963,Deportivo Guadalajara,Mexico,Defensive Midfield,Liga MX Clausura,Americas,Mexico,2022,,,1800000
Francisco Antonio Figueroa,1999,https://fbref.com/en/players/274d5b09/Francisco-Antonio-Figueroa,Querétaro,mx MEX,13/6/1999,https://www.transfermarkt.com/antonio-figueroa/profil/spieler/370858,Querétaro FC,Mexico,Right Winger,Liga MX Clausura,Americas,Mexico,2022,,,NA
Francisco Javier Flores,1994,https://fbref.com/en/players/6f6ff6e3/Francisco-Javier-Flores,Veracruz,mx MEX,17/1/1994,https://www.transfermarkt.com/francisco-flores/profil/spieler/111748,Tiburones Rojos de Veracruz,Mexico,Right-Back,Liga MX Apertura,Americas,Mexico,2019,,,NA
Francisco Pereira,2002,https://fbref.com/en/players/526d48b5/Francisco-Pereira,Boavista,pt POR,6/2/2002,https://www.transfermarkt.com/fran-pereira/profil/spieler/818247,Boavista FC,Portugal,Defensive Midfield,Liga Portugal,Europe,Portugal,2021,,,NA
Francisco Ramos,1995,https://fbref.com/en/players/3da610eb/Francisco-Ramos,Nacional,pt POR,10/4/1995,https://www.transfermarkt.com/chico-ramos/profil/spieler/198007,CD Nacional,Portugal,Central Midfield,Liga Portugal,Europe,Portugal,2020,,,NA
Francisco Varela,1994,https://fbref.com/en/players/15b2386c/Francisco-Varela,B-SAD,es ESP,26/10/1994,https://www.transfermarkt.com/fran-varela/profil/spieler/212867,B SAD,Spain,Left-Back,Liga Portugal,Europe,Portugal,2019,,,NA
Gabriel Rodrigues,1999,https://fbref.com/en/players/f3c1a8da/Gabriel-Rodrigues,Goiás,br BRA,27/12/1999,https://www.transfermarkt.com/rodrigues/profil/spieler/689519,Goiás Esporte Clube,Brazil,Left-Back,SÃ©rie A,Americas,Brazil,2019,,,NA
Gerardo Daniel Ruiz,1985,https://fbref.com/en/players/5e1addf2/Gerardo-Daniel-Ruiz,Querétaro,mx MEX,5/9/1985,https://www.transfermarkt.com/gerardo-ruiz/profil/spieler/71493,Querétaro FC,Mexico,Goalkeeper,Liga MX Clausura,Americas,Mexico,2021,,,NA
Guillermo Matías Fernández,1991,https://fbref.com/en/players/24377e64/Guillermo-Matias-Fernandez,Cruz Azul,ar ARG,11/10/1991,https://www.transfermarkt.com/pol-fernandez/profil/spieler/220647,CD Cruz Azul,Argentina,Central Midfield,Liga MX Clausura,Americas,Mexico,2021,,,3.00E+06
Hernán De La Fuente,1997,https://fbref.com/en/players/035db54d/Hernan-De-La-Fuente,Famalicão,ar ARG,7/1/1997,https://www.transfermarkt.com/hernan-de-la-fuente/profil/spieler/552628,FC Famalicão,Argentina,Right-Back,Liga Portugal,Europe,Portugal,2022,,,1.00E+06
Hugo Isaác Rodríguez,1990,https://fbref.com/en/players/a7c11793/Hugo-Isaac-Rodriguez,Santos,mx MEX,8/6/1990,https://www.transfermarkt.com/hugo-rodriguez/profil/spieler/147157,Santos Laguna,Mexico,Centre-Back,Liga MX Clausura,Americas,Mexico,2022,,,1.00E+06
Ibson Pereira De Melo,1989,https://fbref.com/en/players/5e314a7c/Ibson-Pereira-De-Melo,Marítimo,br BRA,8/10/1989,https://www.transfermarkt.com/ibson-melo/profil/spieler/339839,CS Marítimo,Brazil,Centre-Forward,Liga Portugal,Europe,Portugal,2018,,,NA
Javier Eduardo López,1994,https://fbref.com/en/players/f851b52f/Javier-Eduardo-Lopez,Pachuca,mx MEX,17/9/1994,https://www.transfermarkt.com/javier-lopez/profil/spieler/274288,CF Pachuca,Mexico,Attacking Midfield,Liga MX Clausura,Americas,Mexico,2022,,,3500000
Jerónimo Rodríguez,1999,https://fbref.com/en/players/c367c835/Jeronimo-Rodriguez,UNAM,mx MEX,24/3/1999,https://www.transfermarkt.com/jero-rodriguez/profil/spieler/618999,UNAM Pumas,Mexico,Left-Back,Liga MX Clausura,Americas,Mexico,2022,,,1.00E+06
Jesús Hernández,2001,https://fbref.com/en/players/2e7edd56/Jesus-Hernandez,Pachuca,mx MEX,1/8/2001,https://www.transfermarkt.com/daniel-hernandez/profil/spieler/950872,CF Pachuca,Mexico,Right Winger,Liga MX Clausura,Americas,Mexico,2022,,,NA
Joao Joshimar Rojas,1997,https://fbref.com/en/players/bc7774f1/Joao-Joshimar-Rojas,Monterrey,ec ECU,16/8/1997,https://www.transfermarkt.com/joao-rojas/profil/spieler/370203,CF Monterrey,Ecuador,Left Winger,Liga MX Clausura,Americas,Mexico,2022,,,2.00E+06
Joao Marcos,2000,https://fbref.com/en/players/0c4169a5/Joao-Marcos,Santa Clara,br BRA,11/5/2000,https://www.transfermarkt.com/joao-marcos/profil/spieler/840426,CD Santa Clara,Brazil,Centre-Forward,Liga Portugal,Europe,Portugal,2022,,,NA
João Miguel Macedo Silva,1995,https://fbref.com/en/players/1c98558c/Joao-Miguel-Macedo-Silva,Marítimo,pt POR,7/4/1995,https://www.transfermarkt.com/miguel-silva/profil/spieler/336756,CS Marítimo,Portugal,Goalkeeper,Liga Portugal,Europe,Portugal,2022,,,NA
João Oliveira,2002,https://fbref.com/en/players/03dc6b2a/Joao-Oliveira,Estoril,pt POR,18/9/2002,https://www.transfermarkt.com/jota-oliveira/profil/spieler/724421,GD Estoril Praia,Portugal,Goalkeeper,Liga Portugal,Europe,Portugal,2022,,,NA
João Pedro Gomes Camacho,1994,https://fbref.com/en/players/31c3caea/Joao-Pedro-Gomes-Camacho,Nacional,pt POR,23/6/1994,https://www.transfermarkt.com/joao-camacho/profil/spieler/268732,CD Nacional,Portugal,Left Winger,Liga Portugal,Europe,Portugal,2020,,,NA
João Pedro Silva,1999,https://fbref.com/en/players/3990d93a/Joao-Pedro-Silva,Sporting CP,pt POR,14/1/1999,https://www.transfermarkt.com/joao-silva/profil/spieler/461903,Sporting CP,Portugal,Centre-Back,Liga Portugal,Europe,Portugal,2020,,,NA
João Pedro Sousa Silva,1996,https://fbref.com/en/players/0629941f/Joao-Pedro-Sousa-Silva,Paços,pt POR,22/3/1996,https://www.transfermarkt.com/jorge-silva/profil/spieler/329721,FC Paços de Ferreira,Portugal,Right-Back,Liga Portugal,Europe,Portugal,2022,,,NA
Joél Pérez,1999,https://fbref.com/en/players/8325a538/Joel-Perez,Atlas,mx MEX,31/12/1999,https://www.transfermarkt.com/joel-perez/profil/spieler/549398,Atlas Guadalajara,Mexico,Left Winger,Liga MX Clausura,Americas,Mexico,2019,,,NA
Jonathan Herrera,2001,https://fbref.com/en/players/f2780738/Jonathan-Herrera,Atlas,mx MEX,23/5/2001,https://www.transfermarkt.com/ozziel-herrera/profil/spieler/629006,Atlas Guadalajara,Mexico,Centre-Forward,Liga MX Clausura,Americas,Mexico,2022,,,2.00E+06
Jonny Williams,1993,https://fbref.com/en/players/49b8432c/Jonny-Williams,Cardiff City,wls WAL,9/10/1993,https://www.transfermarkt.com/jonathan-williams/profil/spieler/170322,Cardiff City,Wales,Attacking Midfield,Championship,NA,England,2020,,,NA
Jorge Filipe Oliveira Fernandes,1997,https://fbref.com/en/players/a17ef4d1/Jorge-Filipe-Oliveira-Fernandes,Vitória,pt POR,2/4/1997,https://www.transfermarkt.com/jorge-fernandes/profil/spieler/344395,Vitória Guimarães SC,Portugal,Centre-Back,Liga Portugal,Europe,Portugal,2022,,,2.00E+06
Jørgen Strand Larsen,2000,https://fbref.com/en/players/f553b2b3/Jorgen-Strand-Larsen,Groningen,no NOR,6/2/2000,https://www.transfermarkt.com/jorgen-strand-larsen/profil/spieler/429983,FC Groningen,Norway,Centre-Forward,Eredivisie,Europe,Netherlands,2021,,,6.00E+06
José Adolfo Valencia,1991,https://fbref.com/en/players/c0bc6006/Jose-Adolfo-Valencia,Feirense,co COL,18/12/1991,https://www.transfermarkt.com/jose-valencia/profil/spieler/119183,CD Feirense,Colombia,Centre-Forward,Liga Portugal,Europe,Portugal,2018,,,NA
José Antonio Rodríguez,1992,https://fbref.com/en/players/a78c131a/Jose-Antonio-Rodriguez,Querétaro,mx MEX,4/7/1992,https://www.transfermarkt.com/antonio-rodriguez/profil/spieler/131074,Querétaro FC,Mexico,Goalkeeper,Liga MX Clausura,Americas,Mexico,2022,,,1.00E+06
José David Ramírez,1995,https://fbref.com/en/players/9396692d/Jose-David-Ramirez,León,mx MEX,14/12/1995,https://www.transfermarkt.com/david-ramirez/profil/spieler/322174,Club León FC,Mexico,Right-Back,Liga MX Clausura,Americas,Mexico,2022,,,1800000
José Enrique Angulo,1995,https://fbref.com/en/players/5e4e7cca/Jose-Enrique-Angulo,Querétaro,ec ECU,3/2/1995,https://www.transfermarkt.com/jose-angulo/profil/spieler/395164,Querétaro FC,Ecuador,Centre-Forward,Liga MX Clausura,Americas,Mexico,2022,,,NA
José Gomes,1999,https://fbref.com/en/players/dca28c55/Jose-Gomes,Portimonense,pt POR,8/4/1999,https://www.transfermarkt.com/ze-gomes/profil/spieler/342148,Portimonense SC,Portugal,Centre-Forward,Liga Portugal,Europe,Portugal,2019,,,NA
José Hernández,1999,https://fbref.com/en/players/b4c77085/Jose-Hernandez,Atlético,mx MEX,13/8/1999,https://www.transfermarkt.com/diego-hernandez/profil/spieler/370859,Atlético de San Luis,Mexico,Left Winger,Liga MX Clausura,Americas,Mexico,2019,,,NA
José Iván Rodríguez,1996,https://fbref.com/en/players/2e541097/Jose-Ivan-Rodriguez,León,mx MEX,17/6/1996,https://www.transfermarkt.com/ivan-rodriguez/profil/spieler/549361,Club León FC,Mexico,Defensive Midfield,Liga MX Clausura,Americas,Mexico,2022,,,2500000
José Iván Rodríguez,1996,https://fbref.com/en/players/2e541097/Jose-Ivan-Rodriguez,León,mx MEX,10/9/1996,https://www.transfermarkt.com/osvaldo-rodriguez/profil/spieler/295426,Club León FC,Mexico,Left-Back,Liga MX Clausura,Americas,Mexico,2022,,,3200000
José Joaquín Martínez,1987,https://fbref.com/en/players/99f74040/Jose-Joaquin-Martinez,Cruz Azul,mx MEX,22/2/1987,https://www.transfermarkt.com/joaquin-martinez/profil/spieler/58586,CD Cruz Azul,Mexico,Right-Back,Liga MX Clausura,Americas,Mexico,2022,,,NA
José López,2000,https://fbref.com/en/players/e1426a52/Jose-Lopez,Palmeiras,ar ARG,6/12/2000,https://www.transfermarkt.com/jose-manuel-lopez/profil/spieler/844797,Sociedade Esportiva Palmeiras,Argentina,Centre-Forward,SÃ©rie A,Americas,Brazil,2021,,,8.00E+06
José Manuel Velázquez,1990,https://fbref.com/en/players/25338427/Jose-Manuel-Velazquez,Arouca,ve VEN,8/9/1990,https://www.transfermarkt.com/sema-velazquez/profil/spieler/99296,FC Arouca,Venezuela,Centre-Back,Liga Portugal,Europe,Portugal,2022,,,NA
