"comp_name","region","country","season_start_year","squad","player_name","player_position","player_dob","player_nationality","player_market_value_euro","player_url","tm_surname","tm_yob"
"Liga Portugal","Europe","Portugal",2019,"Vitória Guimarães SC","Léo Bonatini","Centre-Forward",1994-03-28,"Brazil",2800000,"https://www.transfermarkt.com/leo-bonatini/profil/spieler/181781","Bonatini","1994"
"SÃ©rie A","Americas","Brazil",2020,"Sport Club Internacional","Léo Borges","Left-Back",2001-01-03,"Brazil",NA,"https://www.transfermarkt.com/leo-borges/profil/spieler/681692","Borges","2001"
"SÃ©rie A","Americas","Brazil",2017,"Esporte Clube Vitória","Léo Ceará","Centre-Forward",1995-02-03,"Brazil",NA,"https://www.transfermarkt.com/leo-ceara/profil/spieler/422027","Ceará","1995"
"SÃ©rie A","Americas","Brazil",2020,"Grêmio Foot-Ball Porto Alegrense","Léo Chú","Left Winger",2000-06-04,"Brazil",1500000,"https://www.transfermarkt.com/leo-chu/profil/spieler/468320","Chú","2000"
"SÃ©rie A","Americas","Brazil",2021,"Club Athletico Paranaense","Léo Cittadini","Central Midfield",1994-02-27,"Brazil",2e+06,"https://www.transfermarkt.com/leo-cittadini/profil/spieler/187210","Cittadini","1994"
"Liga MX Clausura","Americas","Mexico",2021,"Atlético de San Luis","Léo Coelho","Centre-Back",1993-05-17,"Brazil",NA,"https://www.transfermarkt.com/leo-coelho/profil/spieler/375688","Coelho","1993"
"Liga Portugal","Europe","Portugal",2019,"Gil Vicente FC","Léo Cordeiro","Central Midfield",1995-09-27,"Brazil",NA,"https://www.transfermarkt.com/leo-cordeiro/profil/spieler/547187","Cordeiro","1995"
"SÃ©rie A","Americas","Brazil",2018,"Clube de Regatas do Flamengo","Léo Duarte","Centre-Back",1996-07-17,"Brazil",4e+06,"https://www.transfermarkt.com/leo-duarte/profil/spieler/312678","Duarte","1996"
"SÃ©rie A","Americas","Brazil",2019,"Sport Club Internacional","Léo Ferreira","Centre-Forward",2000-10-11,"Brazil",NA,"https://www.transfermarkt.com/leo-ferreira/profil/spieler/813039","Ferreira","2000"
"SÃ©rie A","Americas","Brazil",2021,"Coritiba Foot Ball Club","Léo Gamalho","Centre-Forward",1986-01-30,"Brazil",NA,"https://www.transfermarkt.com/leo-gamalho/profil/spieler/143817","Gamalho","1986"
"SÃ©rie A","Americas","Brazil",2020,"Grêmio Foot-Ball Porto Alegrense","Léo Gomes","Right-Back",1996-06-30,"Brazil",1500000,"https://www.transfermarkt.com/leo-gomes/profil/spieler/347016","Gomes","1996"
"SÃ©rie A","Americas","Brazil",2020,"América Futebol Clube (MG)","Léo Gomes","Central Midfield",1997-04-30,"Brazil",NA,"https://www.transfermarkt.com/leo-gomes/profil/spieler/578630","Gomes","1997"
"SÃ©rie A","Americas","Brazil",2018,"Clube Atlético Mineiro","Léo Griggio","Centre-Back",1999-02-19,"Brazil",NA,"https://www.transfermarkt.com/leo-griggio/profil/spieler/729262","Griggio","1999"
"SÃ©rie A","Americas","Brazil",2021,"Cuiabá Esporte Clube (MT)","Léo Herrero","Left-Back",2004-04-10,"Brazil",NA,"https://www.transfermarkt.com/leo-herrero/profil/spieler/1075073","Herrero","2004"
"SÃ©rie A","Americas","Brazil",2017,"Paraná Clube","Léo Itaperuna","Centre-Forward",1989-04-12,"Brazil",NA,"https://www.transfermarkt.com/leo-itaperuna/profil/spieler/57503","Itaperuna","1989"
"Liga Portugal","Europe","Portugal",2020,"Boavista FC","Léo Jardim","Goalkeeper",1995-03-20,"Brazil",3e+06,"https://www.transfermarkt.com/leo-jardim/profil/spieler/288415","Jardim","1995"
"Liga Portugal","Europe","Portugal",2021,"SL Benfica","Leo Kokubo","Goalkeeper",2001-01-23,"Japan",NA,"https://www.transfermarkt.com/leo-kokubo/profil/spieler/501737","Kokubo","2001"
"SÃ©rie A","Americas","Brazil",2020,"América Futebol Clube (MG)","Léo Lang","Goalkeeper",1999-08-05,"Brazil",NA,"https://www.transfermarkt.com/leo-lang/profil/spieler/570584","Lang","1999"
"SÃ©rie A","Americas","Brazil",2021,"Avaí Futebol Clube (SC)","Léo Leocovick","Left-Back",1999-06-15,"Brazil",NA,"https://www.transfermarkt.com/leo-leocovick/profil/spieler/735088","Leocovick","1999"
"SÃ©rie A","Americas","Brazil",2021,"Club Athletico Paranaense","Léo Linck","Goalkeeper",2001-03-03,"Brazil",NA,"https://www.transfermarkt.com/leo-linck/profil/spieler/742034","Linck","2001"
"SÃ©rie A","Americas","Brazil",2021,"Sport Club Corinthians Paulista","Léo Mana","Right-Back",2004-04-06,"Brazil",NA,"https://www.transfermarkt.com/leo-mana/profil/spieler/838387","Mana","2004"
"SÃ©rie A","Americas","Brazil",2019,"Club de Regatas Vasco da Gama","Léo Matos","Right-Back",1986-04-02,"Brazil",NA,"https://www.transfermarkt.com/leo-matos/profil/spieler/22378","Matos","1986"
"SÃ©rie A","Americas","Brazil",2018,"Avaí Futebol Clube (SC)","Léo Morais","Right-Back",1991-10-03,"Brazil",NA,"https://www.transfermarkt.com/leo-morais/profil/spieler/150085","Morais","1991"
"SÃ©rie A","Americas","Brazil",2018,"Grêmio Foot-Ball Porto Alegrense","Léo Moura","Defence",1978-10-23,"Brazil",NA,"https://www.transfermarkt.com/leo-moura/profil/spieler/29368","Moura","1978"
"Liga Portugal","Europe","Portugal",2022,"Casa Pia AC","Léo Natel","Left Winger",1997-03-14,"Brazil",NA,"https://www.transfermarkt.com/leo-natel/profil/spieler/351750","Natel","1997"
"Liga Portugal","Europe","Portugal",2018,"Portimonense SC","Léo Navacchio","Goalkeeper",1992-12-28,"Brazil",NA,"https://www.transfermarkt.com/leo-navacchio/profil/spieler/192507","Navacchio","1992"
"SÃ©rie A","Americas","Brazil",2021,"Red Bull Bragantino","Léo Ortiz","Centre-Back",1996-01-03,"Brazil",7500000,"https://www.transfermarkt.com/leo-ortiz/profil/spieler/374136","Ortiz","1996"
"Championship",NA,"England",2021,"Stoke City","Leo Östigard","Centre-Back",1999-11-28,"Norway",5e+06,"https://www.transfermarkt.com/leo-ostigard/profil/spieler/367284","Östigard","1999"
"SÃ©rie A","Americas","Brazil",2021,"América Futebol Clube (MG)","Léo Passos","Centre-Forward",1999-03-13,"Brazil",NA,"https://www.transfermarkt.com/leo-passos/profil/spieler/528004","Passos","1999"
"SÃ©rie A","Americas","Brazil",2021,"Clube de Regatas do Flamengo","Léo Pereira","Centre-Back",1996-01-31,"Brazil",3500000,"https://www.transfermarkt.com/leo-pereira/profil/spieler/288431","Pereira","1996"
"SÃ©rie A","Americas","Brazil",2021,"Atlético Clube Goianiense","Léo Pereira","Right Winger",2000-06-29,"Brazil",1e+06,"https://www.transfermarkt.com/leo-pereira/profil/spieler/726472","Pereira","2000"
"SÃ©rie A","Americas","Brazil",2017,"Sport Club Corinthians Paulista","Léo Príncipe","Right-Back",1996-08-13,"Brazil",NA,"https://www.transfermarkt.com/leo-principe/profil/spieler/407842","Príncipe","1996"
"SÃ©rie A","Americas","Brazil",2021,"Ceará Sporting Club","Léo Rafael","Attacking Midfield",2001-04-25,"Brazil",NA,"https://www.transfermarkt.com/leo-rafael/profil/spieler/795619","Rafael","2001"
"SÃ©rie A","Americas","Brazil",2020,"Sport Club Corinthians Paulista","Léo Santos","Centre-Back",1998-12-09,"Brazil",2e+06,"https://www.transfermarkt.com/leo-santos/profil/spieler/351894","Santos","1998"
"SÃ©rie A","Americas","Brazil",2019,"Clube Atlético Mineiro","Léo Sena","Defensive Midfield",1995-12-31,"Brazil",1e+06,"https://www.transfermarkt.com/leo-sena/profil/spieler/435213","Sena","1995"
"Liga MX Clausura","Americas","Mexico",2022,"Santos Laguna","Leo Suárez","Right Winger",1996-03-30,"Argentina",2500000,"https://www.transfermarkt.com/leo-suarez/profil/spieler/294894","Suárez","1996"
"Liga Portugal","Europe","Portugal",2020,"Rio Ave FC","Léo Vieira","Goalkeeper",1990-09-22,"Brazil",NA,"https://www.transfermarkt.com/leo-vieira/profil/spieler/67144","Vieira","1990"
"SÃ©rie A","Americas","Brazil",2017,"Esporte Clube Vitória","Léo Xavier","Centre-Back",1997-09-07,"Brazil",NA,"https://www.transfermarkt.com/leo-xavier/profil/spieler/578628","Xavier","1997"
"Liga MX Apertura","Americas","Mexico",2019,"Tiburones Rojos de Veracruz","Leobardo López","Centre-Back",1983-09-04,"Mexico",NA,"https://www.transfermarkt.com/leobardo-lopez/profil/spieler/52614","López","1983"
"Liga MX Clausura","Americas","Mexico",2019,"Club Atlético Morelia","Leobardo López","Goalkeeper",1999-06-25,"Mexico",NA,"https://www.transfermarkt.com/leobardo-lopez/profil/spieler/693546","López","1999"
"Championship",NA,"England",2022,"Queens Park Rangers","Leon Balogun","Centre-Back",1988-06-28,"Nigeria",NA,"https://www.transfermarkt.com/leon-balogun/profil/spieler/56100","Balogun","1988"
"Eredivisie","Europe","Netherlands",2022,"SC Cambuur-Leeuwarden","Leon Bergsma","Centre-Back",1997-01-25,"Netherlands",NA,"https://www.transfermarkt.com/leon-bergsma/profil/spieler/228478","Bergsma","1997"
"Championship",NA,"England",2018,"Sheffield United","Leon Clarke","Centre-Forward",1985-02-10,"England",NA,"https://www.transfermarkt.com/leon-clarke/profil/spieler/36859","Clarke","1985"
"Championship",NA,"England",2022,"Sunderland AFC","Leon Dajaku","Second Striker",2001-04-12,"Germany",NA,"https://www.transfermarkt.com/leon-dajaku/profil/spieler/483974","Dajaku","2001"
"Eredivisie","Europe","Netherlands",2020,"FC Utrecht","Leon Guwara","Left-Back",1996-06-28,"The Gambia",NA,"https://www.transfermarkt.com/leon-guwara/profil/spieler/201135","Guwara","1996"
"Eredivisie","Europe","Netherlands",2019,"FC Emmen","Leon Sopic","Centre-Back",2000-10-28,"Croatia",NA,"https://www.transfermarkt.com/leon-sopic/profil/spieler/584092","Sopic","2000"
"SÃ©rie A","Americas","Brazil",2018,"Clube Atlético Mineiro","Leonan","Left-Back",1995-10-20,"Brazil",NA,"https://www.transfermarkt.com/leonan/profil/spieler/435252","Leonan","1995"
"Eredivisie","Europe","Netherlands",2017,"Sparta Rotterdam","Leonard Nienhuis","Goalkeeper",1990-03-16,"Netherlands",NA,"https://www.transfermarkt.com/leonard-nienhuis/profil/spieler/84913","Nienhuis","1990"
"SÃ©rie A","Americas","Brazil",2020,"Atlético Clube Goianiense","Leonardo","Goalkeeper",1997-02-23,"Brazil",NA,"https://www.transfermarkt.com/leonardo/profil/spieler/856337","Leonardo","1997"
"SÃ©rie A","Americas","Brazil",2021,"Club Athletico Paranaense","Leonardo Ataíde","Right-Back",2004-01-19,"Brazil",NA,"https://www.transfermarkt.com/leonardo-ataide/profil/spieler/743830","Ataíde","2004"
"Liga Portugal","Europe","Portugal",2021,"SC Braga","Leonardo Buta","Left-Back",2002-06-05,"Portugal",NA,"https://www.transfermarkt.com/leonardo-buta/profil/spieler/653415","Buta","2002"
"Liga Portugal","Europe","Portugal",2020,"FC Famalicão","Leonardo Campana","Centre-Forward",2000-07-24,"Ecuador",1200000,"https://www.transfermarkt.com/leonardo-campana/profil/spieler/606872","Campana","2000"
"Liga Portugal","Europe","Portugal",2019,"Vitória Setúbal FC","Leonardo Chão","Left Winger",1999-08-01,"Portugal",NA,"https://www.transfermarkt.com/leonardo-chao/profil/spieler/648021","Chão","1999"
"Liga MX Clausura","Americas","Mexico",2020,"Atlas Guadalajara","Leonardo Correa","Centre-Forward",2002-01-08,"Mexico",NA,"https://www.transfermarkt.com/leonardo-correa/profil/spieler/432202","Correa","2002"
"SÃ©rie A","Americas","Brazil",2021,"Club Athletico Paranaense","Leonardo Derik","Centre-Back",2005-07-24,"Brazil",NA,"https://www.transfermarkt.com/leonardo-derik/profil/spieler/1052819","Derik","2005"
"SÃ©rie A","Americas","Brazil",2021,"Club Athletico Paranaense","Leonardo Dourado","Centre-Back",2004-05-17,"Brazil",NA,"https://www.transfermarkt.com/leonardo-dourado/profil/spieler/1036474","Dourado","2004"
"Liga Portugal","Europe","Portugal",2017,"Portimonense SC","Leonardo Dreyer","Attacking Midfield",1997-04-23,"Brazil",NA,"https://www.transfermarkt.com/leonardo-dreyer/profil/spieler/484454","Dreyer","1997"
"Liga MX Clausura","Americas","Mexico",2022,"Deportivo Toluca","Leonardo Fernández","Attacking Midfield",1998-11-08,"Uruguay",8e+06,"https://www.transfermarkt.com/leonardo-fernandez/profil/spieler/375610","Fernández","1998"
"Liga MX Clausura","Americas","Mexico",2021,"Tigres UANL","Leonardo Flores","Centre-Forward",2003-04-21,"Mexico",NA,"https://www.transfermarkt.com/leonardo-flores/profil/spieler/1011115","Flores","2003"
"SÃ©rie A","Americas","Brazil",2019,"Club de Regatas Vasco da Gama","Leonardo Gil","Attacking Midfield",1991-05-31,"Chile",3e+06,"https://www.transfermarkt.com/leonardo-gil/profil/spieler/125907","Gil","1991"
"Liga Portugal","Europe","Portugal",2022,"Casa Pia AC","Leonardo Lelo","Left-Back",2000-03-30,"Portugal",1500000,"https://www.transfermarkt.com/leonardo-lelo/profil/spieler/669956","Lelo","2000"
"Championship",NA,"England",2019,"Hull City","Leonardo Lopes","Central Midfield",1998-11-30,"Portugal",1e+06,"https://www.transfermarkt.com/leonardo-lopes/profil/spieler/348756","Lopes","1998"
"SÃ©rie A","Americas","Brazil",2021,"Red Bull Bragantino","Leonardo Maia","Attacking Midfield",2003-06-13,"Brazil",NA,"https://www.transfermarkt.com/leonardo-maia/profil/spieler/1071760","Maia","2003"
"Liga MX Clausura","Americas","Mexico",2021,"CF América","Leonardo Palestina","Goalkeeper",2004-03-11,"Mexico",NA,"https://www.transfermarkt.com/leonardo-palestina/profil/spieler/1065370","Palestina","2004"
"Liga MX Clausura","Americas","Mexico",2020,"CF Pachuca","Leonardo Ramos","Centre-Forward",1989-08-21,"Argentina",NA,"https://www.transfermarkt.com/leonardo-ramos/profil/spieler/341298","Ramos","1989"
"SÃ©rie A","Americas","Brazil",2021,"Red Bull Bragantino","Leonardo Realpe","Centre-Back",2001-02-26,"Ecuador",1e+06,"https://www.transfermarkt.com/leonardo-realpe/profil/spieler/656409","Realpe","2001"
"Liga Portugal","Europe","Portugal",2022,"Rio Ave FC","Leonardo Ruiz","Centre-Forward",1996-04-18,"Colombia",NA,"https://www.transfermarkt.com/leonardo-ruiz/profil/spieler/344399","Ruiz","1996"
"Liga MX Clausura","Americas","Mexico",2021,"UNAM Pumas","Leonardo Sámano","Midfield",2001-06-18,"Mexico",NA,"https://www.transfermarkt.com/leonardo-samano/profil/spieler/944071","Sámano","2001"
"Liga MX Clausura","Americas","Mexico",2021,"Deportivo Guadalajara","Leonardo Sánchez","Right Winger",2003-01-16,"Mexico",NA,"https://www.transfermarkt.com/leonardo-sanchez/profil/spieler/668489","Sánchez","2003"
"Liga MX Clausura","Americas","Mexico",2022,"Querétaro FC","Leonardo Sequeira","Right Winger",1995-04-26,"Argentina",1e+06,"https://www.transfermarkt.com/leonardo-sequeira/profil/spieler/384761","Sequeira","1995"
"SÃ©rie A","Americas","Brazil",2018,"Clube Atlético Mineiro","Leonardo Silva","Centre-Back",1979-06-22,"Brazil",NA,"https://www.transfermarkt.com/leonardo-silva/profil/spieler/54503","Silva","1979"
"SÃ©rie A","Americas","Brazil",2019,"Club Athletico Paranaense","Leonardo Simas","Right-Back",1998-11-12,"Brazil",NA,"https://www.transfermarkt.com/leonardo-simas/profil/spieler/653905","Simas","1998"
"Liga MX Clausura","Americas","Mexico",2021,"UNAM Pumas","Leonardo Tapia","Goalkeeper",2001-02-23,"Mexico",NA,"https://www.transfermarkt.com/leonardo-tapia/profil/spieler/988442","Tapia","2001"
"Liga MX Clausura","Americas","Mexico",2019,"CF Pachuca","Leonardo Ulloa","Centre-Forward",1986-07-26,"Argentina",NA,"https://www.transfermarkt.com/leonardo-ulloa/profil/spieler/54890","Ulloa","1986"
"SÃ©rie A","Americas","Brazil",2018,"Botafogo de Futebol e Regatas","Leonardo Valencia","Attacking Midfield",1991-04-25,"Chile",2e+06,"https://www.transfermarkt.com/leonardo-valencia/profil/spieler/201318","Valencia","1991"
"SÃ©rie A","Americas","Brazil",2021,"Santos FC","Leonardo Zabala","Centre-Back",2002-05-23,"Bolivia",NA,"https://www.transfermarkt.com/leonardo-zabala/profil/spieler/661852","Zabala","2002"
"Liga MX Clausura","Americas","Mexico",2022,"UNAM Pumas","Leonel López","Central Midfield",1994-05-24,"Mexico",1800000,"https://www.transfermarkt.com/leonel-lopez/profil/spieler/302643","López","1994"
"Eredivisie","Europe","Netherlands",2020,"FC Groningen","Leonel Miguel","Centre-Back",2001-03-24,"Netherlands",NA,"https://www.transfermarkt.com/leonel-miguel/profil/spieler/497252","Miguel","2001"
"Liga MX Clausura","Americas","Mexico",2019,"Club Tijuana","Leonel Miranda","Central Midfield",1994-01-07,"Argentina",2400000,"https://www.transfermarkt.com/leonel-miranda/profil/spieler/259246","Miranda","1994"
"Liga MX Clausura","Americas","Mexico",2018,"CF Pachuca","Leonel Moreira","Goalkeeper",1990-04-02,"Costa Rica",NA,"https://www.transfermarkt.com/leonel-moreira/profil/spieler/126911","Moreira","1990"
"Liga MX Clausura","Americas","Mexico",2021,"Tigres UANL","Leonel Prieto","Attack",2001-08-14,"Mexico",NA,"https://www.transfermarkt.com/leonel-prieto/profil/spieler/1011114","Prieto","2001"
"Liga MX Clausura","Americas","Mexico",2019,"CF Monterrey","Leonel Vangioni","Left-Back",1987-05-05,"Argentina",1400000,"https://www.transfermarkt.com/leonel-vangioni/profil/spieler/55895","Vangioni","1987"
"Liga MX Clausura","Americas","Mexico",2019,"Deportivo Guadalajara","Leopoldo Cortés","Right-Back",1999-03-07,"Mexico",NA,"https://www.transfermarkt.com/leopoldo-cortes/profil/spieler/654148","Cortés","1999"
"SÃ©rie A","Americas","Brazil",2020,"Esporte Clube Bahia","Leozidio","Central Midfield",2000-04-18,"Brazil",NA,"https://www.transfermarkt.com/leozidio/profil/spieler/866638","Leozidio","2000"
"SÃ©rie A","Americas","Brazil",2017,"Esporte Clube Bahia","Lepo","Defensive Midfield",1997-01-16,"Brazil",NA,"https://www.transfermarkt.com/lepo/profil/spieler/544464","Lepo","1997"
"Eredivisie","Europe","Netherlands",2022,"FC Volendam","Lequincio Zeefuik","Centre-Forward",2004-11-26,"Netherlands",NA,"https://www.transfermarkt.com/lequincio-zeefuik/profil/spieler/728864","Zeefuik","2004"
"Eredivisie","Europe","Netherlands",2018,"Heracles Almelo","Lerin Duarte","Central Midfield",1990-08-11,"Netherlands",1e+06,"https://www.transfermarkt.com/lerin-duarte/profil/spieler/92842","Duarte","1990"
"Eredivisie","Europe","Netherlands",2021,"Feyenoord Rotterdam","Leroy Fer","Defensive Midfield",1990-01-05,"Netherlands",NA,"https://www.transfermarkt.com/leroy-fer/profil/spieler/63342","Fer","1990"
"Eredivisie","Europe","Netherlands",2020,"Fortuna Sittard","Leroy George","Left Winger",1987-04-21,"Netherlands",NA,"https://www.transfermarkt.com/leroy-george/profil/spieler/49591","George","1987"
"Eredivisie","Europe","Netherlands",2017,"VVV-Venlo","Leroy Labylle","Left-Back",1991-03-11,"Belgium",NA,"https://www.transfermarkt.com/leroy-labylle/profil/spieler/163665","Labylle","1991"
"Championship",NA,"England",2021,"Huddersfield Town","Levi Colwill","Centre-Back",2003-02-26,"England",5e+06,"https://www.transfermarkt.com/levi-colwill/profil/spieler/614258","Colwill","2003"
"Eredivisie","Europe","Netherlands",2017,"AZ Alkmaar","Levi García","Right Winger",1997-11-20,"Trinidad and Tobago",NA,"https://www.transfermarkt.com/levi-garcia/profil/spieler/354587","García","1997"
"Eredivisie","Europe","Netherlands",2017,"AZ Alkmaar","Levi Opdam","Right-Back",1996-05-03,"Netherlands",NA,"https://www.transfermarkt.com/levi-opdam/profil/spieler/356537","Opdam","1996"
"Eredivisie","Europe","Netherlands",2019,"VVV-Venlo","Levy Bosch","Goalkeeper",2001-04-16,"Netherlands",NA,"https://www.transfermarkt.com/levy-bosch/profil/spieler/568461","Bosch","2001"
"Championship",NA,"England",2022,"Hull City","Lewie Coyle","Right-Back",1995-10-15,"England",NA,"https://www.transfermarkt.com/lewie-coyle/profil/spieler/413402","Coyle","1995"
"Championship",NA,"England",2022,"Stoke City","Lewis Baker","Central Midfield",1995-04-25,"England",3e+06,"https://www.transfermarkt.com/lewis-baker/profil/spieler/198589","Baker","1995"
"Championship",NA,"England",2021,"AFC Bournemouth","Lewis Cook","Central Midfield",1997-02-03,"England",9e+06,"https://www.transfermarkt.com/lewis-cook/profil/spieler/249089","Cook","1997"
"Championship",NA,"England",2020,"Preston North End","Lewis Coulton","Left-Back",2003-03-03,"Scotland",NA,"https://www.transfermarkt.com/lewis-coulton/profil/spieler/647452","Coulton","2003"
"Championship",NA,"England",2022,"Blackpool FC","Lewis Fiorini","Central Midfield",2002-05-17,"Scotland",1800000,"https://www.transfermarkt.com/lewis-fiorini/profil/spieler/566802","Fiorini","2002"
"Championship",NA,"England",2020,"Reading FC","Lewis Gibson","Centre-Back",2000-07-19,"England",NA,"https://www.transfermarkt.com/lewis-gibson/profil/spieler/419325","Gibson","2000"
"Championship",NA,"England",2020,"Brentford FC","Lewis Gordon","Left-Back",2001-02-12,"Scotland",NA,"https://www.transfermarkt.com/lewis-gordon/profil/spieler/563754","Gordon","2001"
"Championship",NA,"England",2021,"Nottingham Forest","Lewis Grabban","Centre-Forward",1988-01-12,"Jamaica",NA,"https://www.transfermarkt.com/lewis-grabban/profil/spieler/35413","Grabban","1988"
"Championship",NA,"England",2020,"Blackburn Rovers","Lewis Holtby","Central Midfield",1990-09-18,"Germany",NA,"https://www.transfermarkt.com/lewis-holtby/profil/spieler/55508","Holtby","1990"
"Championship",NA,"England",2021,"Preston North End","Lewis Leigh","Midfield",2003-12-05,"England",NA,"https://www.transfermarkt.com/lewis-leigh/profil/spieler/747367","Leigh","2003"
"Championship",NA,"England",2020,"Stoke City","Lewis Macari","Centre-Back",2002-02-08,"Scotland",NA,"https://www.transfermarkt.com/lewis-macari/profil/spieler/546903","Macari","2002"
"Championship",NA,"England",2019,"Wigan Athletic","Lewis Macleod","Central Midfield",1994-06-16,"Scotland",NA,"https://www.transfermarkt.com/lewis-macleod/profil/spieler/132208","Macleod","1994"
"Championship",NA,"England",2021,"Huddersfield Town","Lewis O'Brien","Central Midfield",1998-10-14,"England",3500000,"https://www.transfermarkt.com/lewis-obrien/profil/spieler/560694","O'Brien","1998"
"Championship",NA,"England",2019,"Charlton Athletic","Lewis Page","Left-Back",1996-05-20,"England",NA,"https://www.transfermarkt.com/lewis-page/profil/spieler/242652","Page","1996"
"Championship",NA,"England",2018,"Rotherham United","Lewis Price","Goalkeeper",1984-07-19,"Wales",NA,"https://www.transfermarkt.com/lewis-price/profil/spieler/13350","Price","1984"
"Championship",NA,"England",2018,"Hull City","Lewis Ritson","Centre-Back",1998-11-01,"England",NA,"https://www.transfermarkt.com/lewis-ritson/profil/spieler/532083","Ritson","1998"
"Championship",NA,"England",2019,"Blackburn Rovers","Lewis Thompson","Left-Back",1999-10-10,"Northern Ireland",NA,"https://www.transfermarkt.com/lewis-thompson/profil/spieler/346487","Thompson","1999"
"Championship",NA,"England",2022,"Blackburn Rovers","Lewis Travis","Defensive Midfield",1997-10-16,"England",4500000,"https://www.transfermarkt.com/lewis-travis/profil/spieler/372802","Travis","1997"
"Championship",NA,"England",2018,"Queens Park Rangers","Lewis Walker","Centre-Forward",1999-04-14,"England",NA,"https://www.transfermarkt.com/lewis-walker/profil/spieler/430801","Walker","1999"
"Championship",NA,"England",2017,"Nottingham Forest","Lewis Walters","Right Winger",1995-03-28,"England",NA,"https://www.transfermarkt.com/lewis-walters/profil/spieler/319307","Walters","1995"
"Championship",NA,"England",2021,"Swansea City","Lewis Webb","Goalkeeper",2001-09-12,"Wales",NA,"https://www.transfermarkt.com/lewis-webb/profil/spieler/696749","Webb","2001"
"Championship",NA,"England",2018,"Millwall FC","Lewis White","Right Winger",1999-05-03,"England",NA,"https://www.transfermarkt.com/lewis-white/profil/spieler/621425","White","1999"
"Championship",NA,"England",2020,"Middlesbrough FC","Lewis Wing","Central Midfield",1995-06-23,"England",2e+06,"https://www.transfermarkt.com/lewis-wing/profil/spieler/517286","Wing","1995"
"Eredivisie","Europe","Netherlands",2019,"ADO Den Haag","Lex Immers","Attacking Midfield",1986-06-08,"Netherlands",NA,"https://www.transfermarkt.com/lex-immers/profil/spieler/56371","Immers","1986"
"Eredivisie","Europe","Netherlands",2017,"Willem II Tilburg","Lex van Dijk","Centre-Back",1996-05-30,"Netherlands",NA,"https://www.transfermarkt.com/lex-van-dijk/profil/spieler/341432","Dijk","1996"
"Championship",NA,"England",2017,"Burton Albion","Liam Boyce","Centre-Forward",1991-04-08,"Northern Ireland",NA,"https://www.transfermarkt.com/liam-boyce/profil/spieler/117793","Boyce","1991"
"Championship",NA,"England",2022,"Blackpool FC","Liam Bridcutt","Defensive Midfield",1989-05-08,"Scotland",NA,"https://www.transfermarkt.com/liam-bridcutt/profil/spieler/40612","Bridcutt","1989"
"Championship",NA,"England",2019,"Leeds United","Liam Cooper","Centre-Back",1991-08-30,"Scotland",5500000,"https://www.transfermarkt.com/liam-cooper/profil/spieler/75067","Cooper","1991"
"Championship",NA,"England",2022,"Swansea City","Liam Cullen","Centre-Forward",1999-04-23,"Wales",NA,"https://www.transfermarkt.com/liam-cullen/profil/spieler/296978","Cullen","1999"
"Championship",NA,"England",2022,"Stoke City","Liam Delap","Centre-Forward",2003-02-08,"England",7e+06,"https://www.transfermarkt.com/liam-delap/profil/spieler/610849","Delap","2003"
"Championship",NA,"England",2017,"Hull City","Liam Edwards","Left Winger",1999-06-24,"Wales",NA,"https://www.transfermarkt.com/liam-edwards/profil/spieler/412073","Edwards","1999"
"Championship",NA,"England",2017,"Cardiff City","Liam Feeney","Right Midfield",1987-01-21,"England",NA,"https://www.transfermarkt.com/liam-feeney/profil/spieler/70273","Feeney","1987"
"Championship",NA,"England",2022,"Norwich City","Liam Gibbs","Central Midfield",2002-12-16,"England",1e+06,"https://www.transfermarkt.com/liam-gibbs/profil/spieler/724785","Gibbs","2002"
"Championship",NA,"England",2017,"Preston North End","Liam Grimshaw","Right-Back",1995-02-02,"England",NA,"https://www.transfermarkt.com/liam-grimshaw/profil/spieler/247263","Grimshaw","1995"
"Championship",NA,"England",2022,"Coventry City","Liam Kelly","Central Midfield",1990-02-10,"Scotland",NA,"https://www.transfermarkt.com/liam-kelly/profil/spieler/106643","Kelly","1990"
"Championship",NA,"England",2020,"Queens Park Rangers","Liam Kelly","Goalkeeper",1996-01-23,"Scotland",NA,"https://www.transfermarkt.com/liam-kelly/profil/spieler/208772","Kelly","1996"
"Eredivisie","Europe","Netherlands",2019,"Feyenoord Rotterdam","Liam Kelly","Central Midfield",1995-11-22,"Ireland",NA,"https://www.transfermarkt.com/liam-kelly/profil/spieler/252986","Kelly","1995"
"Championship",NA,"England",2021,"Barnsley FC","Liam Kitching","Centre-Back",1999-09-25,"England",NA,"https://www.transfermarkt.com/liam-kitching/profil/spieler/534701","Kitching","1999"
"Championship",NA,"England",2022,"Preston North End","Liam Lindsay","Centre-Back",1995-10-12,"Scotland",1e+06,"https://www.transfermarkt.com/liam-lindsay/profil/spieler/228912","Lindsay","1995"
"Championship",NA,"England",2022,"Reading FC","Liam Moore","Centre-Back",1993-01-31,"Jamaica",1e+06,"https://www.transfermarkt.com/liam-moore/profil/spieler/128906","Moore","1993"
"Championship",NA,"England",2020,"Sheffield Wednesday","Liam Palmer","Right-Back",1991-09-19,"Scotland",NA,"https://www.transfermarkt.com/liam-palmer/profil/spieler/137149","Palmer","1991"
