"player_name","player_dob","player_url","player_position","tm_surname","tm_yob"
"Riccardo Sottil",1999-06-03,"https://www.transfermarkt.com/riccardo-sottil/profil/spieler/386455","Left Winger","Sottil",1999
"Richarlison",1997-05-10,"https://www.transfermarkt.com/richarlison/profil/spieler/378710","Centre-Forward","Richarlison",1997
"Rick Karsdorp",1995-02-11,"https://www.transfermarkt.com/rick-karsdorp/profil/spieler/205006","Right-Back","Karsdorp",1995
"Rico Henry",1997-07-08,"https://www.transfermarkt.com/rico-henry/profil/spieler/339556","Left-Back","Henry",1997
"Rico Lewis",2004-11-21,"https://www.transfermarkt.com/rico-lewis/profil/spieler/701057","Right-Back","Lewis",2004
"Ridle Baku",1998-04-08,"https://www.transfermarkt.com/ridle-baku/profil/spieler/327251","Right-Back","Baku",1998
"Rijad Smajic",2004-05-02,"https://www.transfermarkt.com/rijad-smajic/profil/spieler/815822","Centre-Back","Smajic",2004
"Ritsu Doan",1998-06-16,"https://www.transfermarkt.com/ritsu-doan/profil/spieler/358504","Right Winger","Doan",1998
"Riyad Mahrez",1991-02-21,"https://www.transfermarkt.com/riyad-mahrez/profil/spieler/171424","Right Winger","Mahrez",1991
"Rob Holding",1995-09-20,"https://www.transfermarkt.com/rob-holding/profil/spieler/253341","Centre-Back","Holding",1995
"Robert Andrich",1994-09-22,"https://www.transfermarkt.com/robert-andrich/profil/spieler/159088","Defensive Midfield","Andrich",1994
"Robert Gumny",1998-06-04,"https://www.transfermarkt.com/robert-gumny/profil/spieler/353826","Right-Back","Gumny",1998
"Robert Lewandowski",1988-08-21,"https://www.transfermarkt.com/robert-lewandowski/profil/spieler/38253","Centre-Forward","Lewandowski",1988
"Robert Navarro",2002-04-12,"https://www.transfermarkt.com/robert-navarro/profil/spieler/563137","Attacking Midfield","Navarro",2002
"Robert Sánchez",1997-11-18,"https://www.transfermarkt.com/robert-sanchez/profil/spieler/403151","Goalkeeper","Sánchez",1997
"Robert Skov",1996-05-20,"https://www.transfermarkt.com/robert-skov/profil/spieler/270393","Right Midfield","Skov",1996
"Robert Wagner",2003-07-14,"https://www.transfermarkt.com/robert-wagner/profil/spieler/690429","Central Midfield","Wagner",2003
"Roberto Firmino",1991-10-02,"https://www.transfermarkt.com/roberto-firmino/profil/spieler/131789","Centre-Forward","Firmino",1991
"Roberto Gagliardini",1994-04-07,"https://www.transfermarkt.com/roberto-gagliardini/profil/spieler/197471","Central Midfield","Gagliardini",1994
"Roberto Pereyra",1991-01-07,"https://www.transfermarkt.com/roberto-pereyra/profil/spieler/112302","Central Midfield","Pereyra",1991
"Roberto Piccoli",2001-01-27,"https://www.transfermarkt.com/roberto-piccoli/profil/spieler/432092","Centre-Forward","Piccoli",2001
"Roberto Soriano",1991-02-08,"https://www.transfermarkt.com/roberto-soriano/profil/spieler/63186","Attacking Midfield","Soriano",1991
"Robin Gosens",1994-07-05,"https://www.transfermarkt.com/robin-gosens/profil/spieler/273132","Left Midfield","Gosens",1994
"Robin Knoche",1992-05-22,"https://www.transfermarkt.com/robin-knoche/profil/spieler/94201","Centre-Back","Knoche",1992
"Robin Koch",1996-07-17,"https://www.transfermarkt.com/robin-koch/profil/spieler/328784","Centre-Back","Koch",1996
"Robin Le Normand",1996-11-11,"https://www.transfermarkt.com/robin-le-normand/profil/spieler/351809","Centre-Back","Normand",1996
"Robin Olsen",1990-01-08,"https://www.transfermarkt.com/robin-olsen/profil/spieler/75458","Goalkeeper","Olsen",1990
"Robin Risser",2004-12-02,"https://www.transfermarkt.com/robin-risser/profil/spieler/743515","Goalkeeper","Risser",2004
"Robin Voisine",2002-04-07,"https://www.transfermarkt.com/robin-voisine/profil/spieler/650582","Centre-Back","Voisine",2002
"Robin Zentner",1994-10-28,"https://www.transfermarkt.com/robin-zentner/profil/spieler/160963","Goalkeeper","Zentner",1994
"Rodri Sánchez",2000-05-16,"https://www.transfermarkt.com/rodri-sanchez/profil/spieler/630995","Attacking Midfield","Sánchez",2000
"Rodri",1996-06-22,"https://www.transfermarkt.com/rodri/profil/spieler/357565","Defensive Midfield","Rodri",1996
"Rodrigo Becão",1996-01-19,"https://www.transfermarkt.com/rodrigo-becao/profil/spieler/410158","Centre-Back","Becão",1996
"Rodrigo Bentancur",1997-06-25,"https://www.transfermarkt.com/rodrigo-bentancur/profil/spieler/354362","Central Midfield","Bentancur",1997
"Rodrigo de Paul",1994-05-24,"https://www.transfermarkt.com/rodrigo-de-paul/profil/spieler/255901","Central Midfield","Paul",1994
"Rodrigo Ely",1993-11-03,"https://www.transfermarkt.com/rodrigo-ely/profil/spieler/176140","Centre-Back","Ely",1993
"Rodrigo Riquelme",2000-04-02,"https://www.transfermarkt.com/rodrigo-riquelme/profil/spieler/461617","Left Winger","Riquelme",2000
"Rodrigo Zalazar",1999-08-12,"https://www.transfermarkt.com/rodrigo-zalazar/profil/spieler/606752","Attacking Midfield","Zalazar",1999
"Rodrigo",1991-03-06,"https://www.transfermarkt.com/rodrigo/profil/spieler/131505","Centre-Forward","Rodrigo",1991
"Rodrygo",2001-01-09,"https://www.transfermarkt.com/rodrygo/profil/spieler/412363","Right Winger","Rodrygo",2001
"Roger Ibañez",1998-11-23,"https://www.transfermarkt.com/roger-ibanez/profil/spieler/524481","Centre-Back","Ibañez",1998
"Roger Martí",1991-01-03,"https://www.transfermarkt.com/roger-marti/profil/spieler/212391","Centre-Forward","Martí",1991
"Rogério",1998-01-13,"https://www.transfermarkt.com/rogerio/profil/spieler/401527","Left-Back","Rogério",1998
"Roland Sallai",1997-05-22,"https://www.transfermarkt.com/roland-sallai/profil/spieler/332798","Right Winger","Sallai",1997
"Rolando Mandragora",1997-06-29,"https://www.transfermarkt.com/rolando-mandragora/profil/spieler/308279","Defensive Midfield","Mandragora",1997
"Romain Del Castillo",1996-03-29,"https://www.transfermarkt.com/romain-del-castillo/profil/spieler/353399","Right Midfield","Castillo",1996
"Romain Faivre",1998-07-14,"https://www.transfermarkt.com/romain-faivre/profil/spieler/555076","Right Midfield","Faivre",1998
"Romain Hamouma",1987-03-29,"https://www.transfermarkt.com/romain-hamouma/profil/spieler/98349","Centre-Forward","Hamouma",1987
"Romain Perraud",1997-09-22,"https://www.transfermarkt.com/romain-perraud/profil/spieler/318523","Left-Back","Perraud",1997
"Romain Salin",1984-07-29,"https://www.transfermarkt.com/romain-salin/profil/spieler/23974","Goalkeeper","Salin",1984
"Romano Schmid",2000-01-27,"https://www.transfermarkt.com/romano-schmid/profil/spieler/346853","Attacking Midfield","Schmid",2000
"Romelu Lukaku",1993-05-13,"https://www.transfermarkt.com/romelu-lukaku/profil/spieler/96341","Centre-Forward","Lukaku",1993
"Roméo Lavia",2004-01-06,"https://www.transfermarkt.com/romeo-lavia/profil/spieler/628451","Defensive Midfield","Lavia",2004
"Rominigue Kouamé",1996-12-17,"https://www.transfermarkt.com/rominigue-kouame/profil/spieler/277635","Central Midfield","Kouamé",1996
"Ronaël Pierre-Gabriel",1998-06-13,"https://www.transfermarkt.com/ronael-pierre-gabriel/profil/spieler/410185","Right-Back","Pierre-Gabriel",1998
"Ronald Araújo",1999-03-07,"https://www.transfermarkt.com/ronald-araujo/profil/spieler/480267","Centre-Back","Araújo",1999
"Ronaldo Vieira",1998-07-19,"https://www.transfermarkt.com/ronaldo-vieira/profil/spieler/434676","Central Midfield","Vieira",1998
"Rony Lopes",1995-12-28,"https://www.transfermarkt.com/rony-lopes/profil/spieler/174694","Right Winger","Lopes",1995
"Roque Mesa",1989-06-07,"https://www.transfermarkt.com/roque-mesa/profil/spieler/202984","Central Midfield","Mesa",1989
"Ross Barkley",1993-12-05,"https://www.transfermarkt.com/ross-barkley/profil/spieler/131978","Central Midfield","Barkley",1993
"Ruan Levine",1999-01-19,"https://www.transfermarkt.com/ruan-levine/profil/spieler/645601","Right Winger","Levine",1999
"Ruan Tressoldi",1999-06-07,"https://www.transfermarkt.com/ruan-tressoldi/profil/spieler/555015","Centre-Back","Tressoldi",1999
"Ruben Aguilar",1993-04-26,"https://www.transfermarkt.com/ruben-aguilar/profil/spieler/203746","Right-Back","Aguilar",1993
"Rubén Alcaraz",1991-05-01,"https://www.transfermarkt.com/ruben-alcaraz/profil/spieler/247250","Central Midfield","Alcaraz",1991
"Rubén Blanco",1995-07-25,"https://www.transfermarkt.com/ruben-blanco/profil/spieler/199321","Goalkeeper","Blanco",1995
"Rúben Dias",1997-05-14,"https://www.transfermarkt.com/ruben-dias/profil/spieler/258004","Centre-Back","Dias",1997
"Rubén García",1993-07-14,"https://www.transfermarkt.com/ruben-garcia/profil/spieler/213260","Left Winger","García",1993
"Ruben Loftus-Cheek",1996-01-23,"https://www.transfermarkt.com/ruben-loftus-cheek/profil/spieler/202886","Central Midfield","Loftus-Cheek",1996
"Rúben Neves",1997-03-13,"https://www.transfermarkt.com/ruben-neves/profil/spieler/225161","Defensive Midfield","Neves",1997
"Rubén Peña",1991-07-18,"https://www.transfermarkt.com/ruben-pena/profil/spieler/238868","Right-Back","Peña",1991
"Rubén Sánchez",2001-02-04,"https://www.transfermarkt.com/ruben-sanchez/profil/spieler/705813","Right-Back","Sánchez",2001
"Rubén Sobrino",1992-06-01,"https://www.transfermarkt.com/ruben-sobrino/profil/spieler/85383","Centre-Forward","Sobrino",1992
"Rubén Vargas",1998-08-05,"https://www.transfermarkt.com/ruben-vargas/profil/spieler/345886","Left Winger","Vargas",1998
"Rúben Vinagre",1999-04-09,"https://www.transfermarkt.com/ruben-vinagre/profil/spieler/357158","Left-Back","Vinagre",1999
"Rui Patrício",1988-02-15,"https://www.transfermarkt.com/rui-patricio/profil/spieler/45026","Goalkeeper","Patrício",1988
"Rui Silva",1994-02-07,"https://www.transfermarkt.com/rui-silva/profil/spieler/234811","Goalkeeper","Silva",1994
"Rune Jarstein",1984-09-29,"https://www.transfermarkt.com/rune-jarstein/profil/spieler/24112","Goalkeeper","Jarstein",1984
"Ruslan Malinovskyi",1993-05-04,"https://www.transfermarkt.com/ruslan-malinovskyi/profil/spieler/207877","Attacking Midfield","Malinovskyi",1993
"Ryan Bertrand",1989-08-05,"https://www.transfermarkt.com/ryan-bertrand/profil/spieler/40611","Left-Back","Bertrand",1989
"Ryan Christie",1995-02-22,"https://www.transfermarkt.com/ryan-christie/profil/spieler/188077","Attacking Midfield","Christie",1995
"Ryan Fraser",1994-02-24,"https://www.transfermarkt.com/ryan-fraser/profil/spieler/146795","Left Winger","Fraser",1994
"Ryan Fredericks",1992-10-10,"https://www.transfermarkt.com/ryan-fredericks/profil/spieler/140191","Right-Back","Fredericks",1992
"Ryan Gravenberch",2002-05-16,"https://www.transfermarkt.com/ryan-gravenberch/profil/spieler/478573","Central Midfield","Gravenberch",2002
"Ryan Sessegnon",2000-05-18,"https://www.transfermarkt.com/ryan-sessegnon/profil/spieler/392775","Left Midfield","Sessegnon",2000
"Ryan Yates",1997-11-21,"https://www.transfermarkt.com/ryan-yates/profil/spieler/425902","Central Midfield","Yates",1997
"Sada Thioub",1995-06-01,"https://www.transfermarkt.com/sada-thioub/profil/spieler/290593","Right Winger","Thioub",1995
"Sadio Mané",1992-04-10,"https://www.transfermarkt.com/sadio-mane/profil/spieler/200512","Left Winger","Mané",1992
"Saël Kumbedi",2005-03-26,"https://www.transfermarkt.com/sael-kumbedi/profil/spieler/951579","Right-Back","Kumbedi",2005
"Saïd Benrahma",1995-08-10,"https://www.transfermarkt.com/said-benrahma/profil/spieler/290532","Left Winger","Benrahma",1995
"Saïd Hamulic",2000-11-12,"https://www.transfermarkt.com/said-hamulic/profil/spieler/652996","Centre-Forward","Hamulic",2000
"Saidy Janko",1995-10-22,"https://www.transfermarkt.com/saidy-janko/profil/spieler/196435","Right-Back","Janko",1995
"Saîf-Eddine Khaoui",1995-04-27,"https://www.transfermarkt.com/saif-eddine-khaoui/profil/spieler/270411","Attacking Midfield","Khaoui",1995
"Salih Özcan",1998-01-11,"https://www.transfermarkt.com/salih-ozcan/profil/spieler/244940","Defensive Midfield","Özcan",1998
"Salis Abdul Samed",2000-03-26,"https://www.transfermarkt.com/salis-abdul-samed/profil/spieler/688707","Defensive Midfield","Samed",2000
"Salva Ferrer",1998-01-21,"https://www.transfermarkt.com/salva-ferrer/profil/spieler/624548","Right-Back","Ferrer",1998
"Salvatore Esposito",2000-10-07,"https://www.transfermarkt.com/salvatore-esposito/profil/spieler/390160","Defensive Midfield","Esposito",2000
"Salvatore Sirigu",1987-01-12,"https://www.transfermarkt.com/salvatore-sirigu/profil/spieler/25508","Goalkeeper","Sirigu",1987
"Salvi Sánchez",1991-03-30,"https://www.transfermarkt.com/salvi-sanchez/profil/spieler/246204","Right Winger","Sánchez",1991
"Sam Greenwood",2002-01-26,"https://www.transfermarkt.com/sam-greenwood/profil/spieler/532178","Attacking Midfield","Greenwood",2002
"Sam Johnstone",1993-03-25,"https://www.transfermarkt.com/sam-johnstone/profil/spieler/110864","Goalkeeper","Johnstone",1993
"Sam Lammers",1997-04-30,"https://www.transfermarkt.com/sam-lammers/profil/spieler/386914","Centre-Forward","Lammers",1997
"Sam Surridge",1998-07-28,"https://www.transfermarkt.com/sam-surridge/profil/spieler/398402","Centre-Forward","Surridge",1998
"Saman Ghoddos",1993-09-06,"https://www.transfermarkt.com/saman-ghoddos/profil/spieler/204294","Attacking Midfield","Ghoddos",1993
"Samir Handanovic",1984-07-14,"https://www.transfermarkt.com/samir-handanovic/profil/spieler/28021","Goalkeeper","Handanovic",1984
"Samir Ujkani",1988-07-05,"https://www.transfermarkt.com/samir-ujkani/profil/spieler/42744","Goalkeeper","Ujkani",1988
"Samu Castillejo",1995-01-18,"https://www.transfermarkt.com/samu-castillejo/profil/spieler/195171","Right Winger","Castillejo",1995
"Samú Costa",2000-11-27,"https://www.transfermarkt.com/samu-costa/profil/spieler/657430","Defensive Midfield","Costa",2000
"Samuel Chukwueze",1999-05-22,"https://www.transfermarkt.com/samuel-chukwueze/profil/spieler/401922","Right Winger","Chukwueze",1999
"Samuel Edozie",2003-01-28,"https://www.transfermarkt.com/samuel-edozie/profil/spieler/680806","Left Winger","Edozie",2003
"Samuel Gigot",1993-10-12,"https://www.transfermarkt.com/samuel-gigot/profil/spieler/276896","Centre-Back","Gigot",1993
"Samuel Iling Junior",2003-10-04,"https://www.transfermarkt.com/samuel-iling-junior/profil/spieler/581672","Left Winger","Junior",2003
"Samuel Koeberlé",2004-11-26,"https://www.transfermarkt.com/samuel-koeberle/profil/spieler/926235","Attacking Midfield","Koeberlé",2004
"Samuel Lino",1999-12-23,"https://www.transfermarkt.com/samuel-lino/profil/spieler/694928","Left Winger","Lino",1999
"Samuel Moutoussamy",1996-08-12,"https://www.transfermarkt.com/samuel-moutoussamy/profil/spieler/353403","Central Midfield","Moutoussamy",1996
"Samuel Umtiti",1993-11-14,"https://www.transfermarkt.com/samuel-umtiti/profil/spieler/126540","Centre-Back","Umtiti",1993
"Samuel Yépié Yépié",2002-10-02,"https://www.transfermarkt.com/samuel-yepie-yepie/profil/spieler/538973","Attacking Midfield","Yépié",2002
"Samuele Birindelli",1999-07-19,"https://www.transfermarkt.com/samuele-birindelli/profil/spieler/461019","Right-Back","Birindelli",1999
"Samuele Perisan",1997-08-21,"https://www.transfermarkt.com/samuele-perisan/profil/spieler/301240","Goalkeeper","Perisan",1997
"Samuele Ricci",2001-08-21,"https://www.transfermarkt.com/samuele-ricci/profil/spieler/467992","Defensive Midfield","Ricci",2001
"Samuele Vignato",2004-02-24,"https://www.transfermarkt.com/samuele-vignato/profil/spieler/650966","Attacking Midfield","Vignato",2004
"Sandi Lovric",1998-03-28,"https://www.transfermarkt.com/sandi-lovric/profil/spieler/268429","Central Midfield","Lovric",1998
"Sandro Tonali",2000-05-08,"https://www.transfermarkt.com/sandro-tonali/profil/spieler/397033","Defensive Midfield","Tonali",2000
"Sanjin Prcic",1993-11-20,"https://www.transfermarkt.com/sanjin-prcic/profil/spieler/125783","Central Midfield","Prcic",1993
"Sanoussy Ba",2004-01-05,"https://www.transfermarkt.com/sanoussy-ba/profil/spieler/717346","Left-Back","Ba",2004
"Santi Comesaña",1996-10-05,"https://www.transfermarkt.com/santi-comesana/profil/spieler/380598","Central Midfield","Comesaña",1996
"Santiago Arzamendia",1998-05-05,"https://www.transfermarkt.com/santiago-arzamendia/profil/spieler/520947","Left-Back","Arzamendia",1998
"Santiago Bueno",1998-11-09,"https://www.transfermarkt.com/santiago-bueno/profil/spieler/438001","Centre-Back","Bueno",1998
"Sardar Azmoun",1995-01-01,"https://www.transfermarkt.com/sardar-azmoun/profil/spieler/180337","Centre-Forward","Azmoun",1995
"Sargis Adamyan",1993-05-23,"https://www.transfermarkt.com/sargis-adamyan/profil/spieler/125614","Centre-Forward","Adamyan",1993
"Sasa Kalajdzic",1997-07-07,"https://www.transfermarkt.com/sasa-kalajdzic/profil/spieler/369567","Centre-Forward","Kalajdzic",1997
"Sasa Lukic",1996-08-13,"https://www.transfermarkt.com/sasa-lukic/profil/spieler/245056","Central Midfield","Lukic",1996
"Saúl Ñíguez",1994-11-21,"https://www.transfermarkt.com/saul-niguez/profil/spieler/148928","Central Midfield","Ñíguez",1994
"Scott Carson",1985-09-03,"https://www.transfermarkt.com/scott-carson/profil/spieler/14555","Goalkeeper","Carson",1985
"Scott McKenna",1996-11-12,"https://www.transfermarkt.com/scott-mckenna/profil/spieler/255906","Centre-Back","McKenna",1996
"Scott McTominay",1996-12-08,"https://www.transfermarkt.com/scott-mctominay/profil/spieler/315969","Defensive Midfield","McTominay",1996
"Sead Kolasinac",1993-06-20,"https://www.transfermarkt.com/sead-kolasinac/profil/spieler/94005","Left-Back","Kolasinac",1993
"Seamus Coleman",1988-10-11,"https://www.transfermarkt.com/seamus-coleman/profil/spieler/68390","Right-Back","Coleman",1988
"Sean Longstaff",1997-10-30,"https://www.transfermarkt.com/sean-longstaff/profil/spieler/346707","Central Midfield","Longstaff",1997
"Sebastiaan Bornauw",1999-03-22,"https://www.transfermarkt.com/sebastiaan-bornauw/profil/spieler/338629","Centre-Back","Bornauw",1999
"Sebastian Andersson",1991-07-15,"https://www.transfermarkt.com/sebastian-andersson/profil/spieler/147573","Centre-Forward","Andersson",1991
"Sebastian Polter",1991-04-01,"https://www.transfermarkt.com/sebastian-polter/profil/spieler/60957","Centre-Forward","Polter",1991
"Sebastian Rode",1990-10-11,"https://www.transfermarkt.com/sebastian-rode/profil/spieler/44466","Central Midfield","Rode",1990
